Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
0.000000,-1687.253906,-1052.580688,78.543724,-1.495686,-1.204697,-16.357929,3.166126,4.936439,7.289972,11.829692,-13.394246,-2.449870,-1.939124,-4.766017,-17.290401,11.026324,-6.470544,2.122028,1.263517,0.815494,0.155128,-0.456784,15.692009,-37.843052,64.078362,16.120520,12.161440,0.388145,0.812984,-14.868674,36.455307,66.498901,-16.667025,12.322184,-7.197656
1.000000,-1687.256958,-1052.580322,78.543663,-1.494299,-1.207482,-16.360298,3.165016,4.930701,7.287451,11.833250,-13.394496,-2.445404,-1.941697,-4.765121,-17.294950,11.034116,-6.474619,2.116894,1.262465,0.820211,0.155325,-0.452297,15.687883,-37.838718,64.078018,16.117800,12.165550,0.388752,0.812339,-14.870394,36.450523,66.499062,-16.672262,12.327839,-7.189945
2.000000,-1687.260254,-1052.579956,78.543617,-1.492884,-1.210332,-16.362794,3.163804,4.924500,7.284712,11.836872,-13.394659,-2.440603,-1.944392,-4.764072,-17.299864,11.042126,-6.478712,2.111357,1.261382,0.824737,0.155828,-0.447660,15.683623,-37.834023,64.077728,16.114944,12.169999,0.389274,0.811670,-14.872077,36.445408,66.499138,-16.677856,12.333785,-7.181619
3.000000,-1687.263306,-1052.579468,78.543587,-1.491545,-1.213013,-16.365252,3.162925,4.920048,7.282750,11.839324,-13.394719,-2.437154,-1.946284,-4.763279,-17.303377,11.047618,-6.481451,2.107412,1.260645,0.827587,0.156364,-0.444473,15.680710,-37.830647,64.077583,16.112957,12.173195,0.389562,0.811210,-14.873163,36.441788,66.499146,-16.681822,12.337934,-7.175657
4.000000,-1687.266357,-1052.578979,78.543564,-1.490254,-1.215554,-16.367738,3.161729,4.914102,7.280150,11.842416,-13.394761,-2.432530,-1.948760,-4.762175,-17.308035,11.054599,-6.484887,2.102207,1.259719,0.830859,0.157288,-0.440400,15.677022,-37.826141,64.077461,16.110388,12.177467,0.389835,0.810624,-14.874454,36.437027,66.499077,-16.687048,12.343309,-7.167722
5.000000,-1687.269043,-1052.578491,78.543564,-1.489059,-1.217831,-16.370180,3.160491,4.908158,7.277598,11.845316,-13.394796,-2.427876,-1.951176,-4.761021,-17.312639,11.061134,-6.488084,2.097102,1.258859,0.833543,0.158434,-0.436532,15.673564,-37.821644,64.077431,16.107920,12.181736,0.389987,0.810069,-14.875564,36.432354,66.498940,-16.692194,12.348497,-7.159827
6.000000,-1687.271729,-1052.577759,78.543564,-1.487933,-1.219876,-16.372653,3.159195,4.902222,7.275107,11.848034,-13.394854,-2.423181,-1.953547,-4.759825,-17.317171,11.067211,-6.491058,2.092108,1.258051,0.835671,0.159769,-0.432821,15.670339,-37.817162,64.077454,16.105543,12.185979,0.390041,0.809546,-14.876499,36.427769,66.498726,-16.697256,12.353497,-7.151983
7.000000,-1687.274170,-1052.577026,78.543571,-1.486885,-1.221685,-16.375170,3.157804,4.896201,7.272640,11.850664,-13.395006,-2.418332,-1.955961,-4.758589,-17.321699,11.073049,-6.493965,2.087135,1.257258,0.837429,0.161304,-0.429139,15.667266,-37.812603,64.077484,16.103182,12.190223,0.390025,0.809032,-14.877322,36.423191,66.498428,-16.702328,12.358406,-7.144073
8.000000,-1687.276245,-1052.576172,78.543571,-1.485943,-1.223239,-16.377718,3.156362,4.890193,7.270255,11.853214,-13.395303,-2.413419,-1.958400,-4.757349,-17.326126,11.078665,-6.496750,2.082317,1.256489,0.839022,0.162978,-0.425519,15.664323,-37.808060,64.077515,16.100859,12.194378,0.389963,0.808528,-14.878084,36.418663,66.498100,-16.707331,12.363179,-7.136264
9.000000,-1687.278198,-1052.575317,78.543571,-1.485076,-1.224534,-16.380321,3.154865,4.884177,7.267956,11.855704,-13.395760,-2.408436,-1.960869,-4.756119,-17.330456,11.084085,-6.499468,2.077660,1.255739,0.840494,0.164757,-0.421949,15.661483,-37.803528,64.077530,16.098560,12.198440,0.389859,0.808030,-14.878799,36.414185,66.497726,-16.712267,12.367837,-7.128550
