Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
0.000000,1883.769287,1420.009644,78.626144,-0.634095,-0.238889,46.785363,-2.404165,2.308713,7.858119,14.136253,-11.353709,0.015615,-0.063110,-3.974091,-15.272407,10.302246,-9.018264,1.822494,-1.956429,0.716297,0.598708,-5.551389,12.087765,-42.814522,73.110497,22.567299,19.109016,-9.064528,-10.079665,-7.931804,31.546364,70.453773,2.579364,6.652510,3.203627
1.000000,1883.769043,1420.008545,78.625443,-0.634456,-0.240778,46.782452,-2.410089,2.309979,7.858973,14.153411,-11.361715,0.018100,-0.062957,-3.971301,-15.266382,10.303666,-9.021070,1.821634,-1.956995,0.716840,0.599757,-5.551877,12.084917,-42.812206,73.116455,22.575817,19.112059,-9.071341,-10.082101,-7.930342,31.541159,70.456978,2.575661,6.652742,3.208414
2.000000,1883.768677,1420.008423,78.624435,-0.636228,-0.242626,46.779501,-2.417839,2.312498,7.859072,14.175228,-11.373815,0.019993,-0.062838,-3.967571,-15.260695,10.306027,-9.025019,1.820425,-1.957781,0.717568,0.599645,-5.552510,12.081986,-42.809811,73.122375,22.584574,19.115307,-9.078330,-10.084327,-7.928854,31.536009,70.460136,2.571851,6.654203,3.213190
3.000000,1883.767944,1420.009277,78.623405,-0.638773,-0.244342,46.776636,-2.423677,2.314613,7.858960,14.192451,-11.384129,0.021247,-0.062562,-3.964489,-15.256263,10.308084,-9.028107,1.819544,-1.958335,0.718058,0.599425,-5.552943,12.079566,-42.807903,73.127167,22.591251,19.117960,-9.083794,-10.086021,-7.927661,31.531977,70.462608,2.569041,6.655888,3.216913
4.000000,1883.766724,1420.011108,78.622414,-0.641716,-0.245831,46.773826,-2.430661,2.316952,7.858778,14.213924,-11.397622,0.022865,-0.061987,-3.960808,-15.250512,10.310658,-9.031724,1.818658,-1.958931,0.718591,0.599418,-5.553384,12.076323,-42.805458,73.133545,22.599525,19.121468,-9.090785,-10.088241,-7.926125,31.526754,70.465736,2.565640,6.658501,3.221624
5.000000,1883.765625,1420.014160,78.621452,-0.645002,-0.246923,46.770971,-2.437020,2.318780,7.858813,14.234342,-11.411008,0.024594,-0.061177,-3.957581,-15.244717,10.312860,-9.034672,1.818169,-1.959434,0.719130,0.599842,-5.553719,12.073022,-42.803020,73.139923,22.607347,19.125002,-9.097606,-10.090503,-7.924622,31.521544,70.468666,2.562355,6.661434,3.226153
6.000000,1883.764038,1420.018066,78.620544,-0.648492,-0.247583,46.767953,-2.442566,2.320130,7.859164,14.253033,-11.423925,0.026409,-0.060224,-3.954692,-15.238785,10.314484,-9.036768,1.818137,-1.959864,0.719667,0.600648,-5.553857,12.069639,-42.800629,73.146324,22.614748,19.128675,-9.104368,-10.092784,-7.923111,31.516291,70.471313,2.559095,6.664586,3.230622
7.000000,1883.763184,1420.022583,78.620476,-0.651023,-0.246546,46.765627,-2.441490,2.319395,7.859159,14.255416,-11.428699,0.026597,-0.059318,-3.952642,-15.233119,10.314114,-9.036049,1.817797,-1.960643,0.719604,0.601670,-5.552491,12.066646,-42.799644,73.151741,22.619114,19.132431,-9.110274,-10.094295,-7.921686,31.511719,70.472382,2.557880,6.666933,3.234607
8.000000,1883.763184,1420.026733,78.621330,-0.651112,-0.244854,46.763060,-2.430712,2.315000,7.859139,14.234613,-11.421364,0.026546,-0.058346,-3.952242,-15.227120,10.311007,-9.032063,1.817320,-1.961192,0.718479,0.603651,-5.549554,12.064111,-42.799946,73.156303,22.619940,19.136065,-9.115117,-10.095236,-7.920280,31.507957,70.472122,2.558795,6.667750,3.238076
9.000000,1883.763916,1420.030029,78.622612,-0.649252,-0.242440,46.760703,-2.416013,2.308331,7.859449,14.203414,-11.407343,0.027655,-0.057627,-3.953183,-15.220774,10.306505,-9.026858,1.817237,-1.961335,0.716927,0.606281,-5.546275,12.061895,-42.800594,73.160469,22.619204,19.139414,-9.119379,-10.096197,-7.918879,31.504700,70.471687,2.560459,6.667292,3.241276
