Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
0.000000,-1336.821045,-673.887634,78.671738,-0.611155,-1.124204,-32.722018,0.858126,3.261262,5.998056,11.527581,-11.006766,-1.612668,0.967433,-4.881323,-18.035070,9.928868,-8.454200,2.188164,1.282517,0.170624,0.202387,0.596390,16.466532,-35.681480,62.041111,16.256847,10.983942,3.032525,1.520460,-14.355594,36.354359,66.280869,-17.264709,11.339618,-9.134933
1.000000,-1336.821045,-673.887451,78.671776,-0.611623,-1.124267,-32.711245,0.854204,3.257438,5.985955,11.530526,-11.006119,-1.610654,0.970188,-4.880631,-18.044191,9.929193,-8.456085,2.186137,1.282090,0.170104,0.202645,0.597141,16.466604,-35.678272,62.040607,16.258724,10.983126,3.032693,1.520482,-14.354756,36.353477,66.281235,-17.265818,11.340060,-9.134819
2.000000,-1336.821411,-673.887634,78.671799,-0.611410,-1.124228,-32.698816,0.849544,3.252587,5.971830,11.533205,-11.005130,-1.608344,0.973459,-4.880683,-18.054716,9.929515,-8.458717,2.184478,1.282230,0.169609,0.202931,0.598276,16.466648,-35.674934,62.039936,16.260231,10.982139,3.033187,1.520308,-14.353903,36.352676,66.281960,-17.266870,11.340598,-9.134609
3.000000,-1336.822021,-673.888000,78.671799,-0.610704,-1.124294,-32.686219,0.845161,3.247458,5.958216,11.535531,-11.004114,-1.605905,0.976734,-4.881060,-18.064646,9.929900,-8.461839,2.183175,1.282340,0.169270,0.203317,0.599537,16.466591,-35.671818,62.039124,16.261412,10.981278,3.033828,1.520085,-14.353110,36.351799,66.282928,-17.267857,11.340873,-9.134587
4.000000,-1336.822266,-673.888123,78.671799,-0.609502,-1.124085,-32.687515,0.845000,3.244550,5.959111,11.534575,-11.004342,-1.603226,0.976535,-4.880403,-18.064808,9.930831,-8.463475,2.182748,1.283412,0.169473,0.203381,0.601223,16.466007,-35.669193,62.038422,16.260677,10.981514,3.034397,1.520014,-14.352576,36.349564,66.284378,-17.268196,11.340254,-9.134502
5.000000,-1336.821533,-673.887329,78.671776,-0.608253,-1.123961,-32.705324,0.850936,3.244622,5.980388,11.530337,-11.006283,-1.600088,0.971424,-4.877786,-18.049873,9.931835,-8.462432,2.182138,1.284047,0.170301,0.203280,0.602907,16.464861,-35.667240,62.038128,16.258537,10.983139,3.034414,1.520296,-14.352404,36.345722,66.285667,-17.268074,11.338441,-9.134604
6.000000,-1336.820801,-673.886230,78.671745,-0.608521,-1.123961,-32.718332,0.854681,3.244473,5.994130,11.529480,-11.008071,-1.597634,0.967848,-4.874474,-18.039026,9.931749,-8.461168,2.180009,1.281773,0.170886,0.203473,0.603495,16.464113,-35.665272,62.038044,16.258589,10.984371,3.033743,1.520851,-14.352108,36.342640,66.285789,-17.268721,11.336808,-9.135256
7.000000,-1336.820312,-673.885681,78.671753,-0.609746,-1.124013,-32.716246,0.853550,3.242970,5.990954,11.531429,-11.008485,-1.596349,0.968401,-4.872793,-18.041389,9.931575,-8.461415,2.178064,1.280258,0.170677,0.203822,0.603535,16.464033,-35.663258,62.037834,16.259945,10.984389,3.033318,1.521232,-14.351594,36.341427,66.285606,-17.269749,11.336441,-9.135595
8.000000,-1336.820190,-673.885559,78.671776,-0.610587,-1.123948,-32.707217,0.850003,3.239785,5.980095,11.534422,-11.008283,-1.594607,0.970770,-4.871591,-18.049822,9.931793,-8.462841,2.175807,1.279886,0.169951,0.204305,0.603945,16.464190,-35.660095,62.037388,16.261808,10.983685,3.033223,1.521391,-14.350736,36.340515,66.285667,-17.271090,11.336792,-9.135523
9.000000,-1336.820435,-673.885742,78.671806,-0.610718,-1.123710,-32.695404,0.845522,3.235618,5.966885,11.537160,-11.007554,-1.592655,0.973728,-4.871244,-18.059959,9.932051,-8.465064,2.173997,1.280336,0.169229,0.204714,0.604818,16.464361,-35.656796,62.036808,16.263288,10.982668,3.033510,1.521275,-14.349865,36.339809,66.286057,-17.272322,11.337464,-9.135209
10.000000,-1336.820557,-673.885864,78.671829,-0.610038,-1.123300,-32.691622,0.843285,3.232210,5.961473,11.537677,-11.007264,-1.590403,0.974970,-4.870851,-18.064749,9.932446,-8.466792,2.173004,1.281583,0.168983,0.204862,0.606195,16.464165,-35.653893,62.036270,16.263334,10.982190,3.033972,1.521123,-14.349197,36.338394,66.286949,-17.273127,11.337689,-9.134785
11.000000,-1336.819824,-673.885254,78.671829,-0.608905,-1.123092,-32.704314,0.846494,3.231599,5.973495,11.534907,-11.008537,-1.588045,0.972326,-4.869457,-18.057209,9.932932,-8.466314,2.172741,1.282779,0.169446,0.204729,0.607611,16.463398,-35.652149,62.036140,16.261663,10.983013,3.034110,1.521231,-14.348994,36.335777,66.287956,-17.273235,11.336829,-9.134475
12.000000,-1336.818481,-673.883850,78.671799,-0.608197,-1.123105,-32.729497,0.855449,3.233016,6.003919,11.529585,-11.011455,-1.584699,0.965263,-4.865679,-18.034748,9.933727,-8.463812,2.171558,1.283537,0.170570,0.204510,0.609188,16.462067,-35.650295,62.036358,16.259199,10.984868,3.033747,1.521651,-14.349016,36.331593,66.288788,-17.273615,11.334956,-9.134274
13.000000,-1336.817261,-673.882446,78.671776,-0.609338,-1.123070,-32.744042,0.860060,3.233979,6.020505,11.529012,-11.014076,-1.582375,0.961146,-4.861309,-18.021587,9.933126,-8.461357,2.168986,1.280981,0.171312,0.204462,0.609598,16.461344,-35.648327,62.036720,16.259378,10.985973,3.032628,1.522300,-14.348792,36.328522,66.288353,-17.274719,11.333619,-9.134556
14.000000,-1336.816528,-673.881653,78.671783,-0.610851,-1.122999,-32.743427,0.858802,3.232771,6.017387,11.531358,-11.014861,-1.581103,0.961690,-4.859360,-18.024130,9.932652,-8.461023,2.166909,1.279537,0.171153,0.204582,0.609569,16.461288,-35.646214,62.036747,16.260870,10.985783,3.031958,1.522727,-14.348304,36.327385,66.287910,-17.276077,11.333585,-9.134554
15.000000,-1336.816040,-673.881165,78.671822,-0.612067,-1.122759,-32.734374,0.854793,3.229522,6.006022,11.534732,-11.014784,-1.579216,0.964132,-4.858274,-18.033175,9.932650,-8.462088,2.164807,1.279392,0.170536,0.204730,0.610085,16.461395,-35.642841,62.036591,16.262938,10.984738,3.031763,1.522832,-14.347479,36.326637,66.287910,-17.277630,11.334352,-9.134047
16.000000,-1336.816162,-673.881104,78.671860,-0.612288,-1.122306,-32.721926,0.849837,3.225116,5.992447,11.537695,-11.014144,-1.576983,0.967037,-4.858250,-18.043690,9.932703,-8.464100,2.163332,1.279958,0.169962,0.204813,0.611091,16.461452,-35.639488,62.036274,16.264511,10.983510,3.032020,1.522649,-14.346673,36.326065,66.288414,-17.278908,11.335219,-9.133416
17.000000,-1336.816528,-673.881409,78.671883,-0.611768,-1.121925,-32.708877,0.844713,3.219960,5.978164,11.540365,-11.013171,-1.574521,0.970219,-4.858727,-18.054455,9.932753,-8.466939,2.162211,1.280419,0.169610,0.204948,0.612379,16.461390,-35.636223,62.035763,16.265797,10.982338,3.032504,1.522361,-14.345915,36.325394,66.289299,-17.280033,11.335856,-9.132950
18.000000,-1336.817139,-673.882019,78.671875,-0.610841,-1.121746,-32.695938,0.840082,3.214857,5.964616,11.542706,-11.012085,-1.572143,0.973342,-4.859247,-18.064482,9.933030,-8.470276,2.161263,1.280600,0.169449,0.205171,0.613689,16.461237,-35.633221,62.035069,16.266901,10.981366,3.033048,1.522087,-14.345221,36.324635,66.290367,-17.281015,11.336154,-9.132768
19.000000,-1336.817505,-673.882446,78.671852,-0.609493,-1.121481,-32.694902,0.839163,3.212408,5.962768,11.542460,-11.011971,-1.570259,0.973733,-4.858977,-18.066452,9.933693,-8.471976,2.160969,1.281352,0.169624,0.205154,0.614919,16.460823,-35.631268,62.034554,16.266592,10.981322,3.033417,1.521981,-14.344831,36.323288,66.291496,-17.281391,11.335826,-9.132624
20.000000,-1336.817139,-673.881958,78.671829,-0.608006,-1.121151,-32.712445,0.843724,3.212046,5.980293,11.538675,-11.013523,-1.567259,0.969318,-4.856811,-18.054668,9.934810,-8.471707,2.160721,1.282123,0.170478,0.204819,0.616709,16.459660,-35.629284,62.034222,16.264605,10.982731,3.033470,1.522174,-14.344645,36.319740,66.293076,-17.281101,11.334153,-9.132596
21.000000,-1336.816528,-673.880981,78.671799,-0.608062,-1.121004,-32.727490,0.849286,3.212677,6.000901,11.535954,-11.015549,-1.564542,0.963747,-4.853227,-18.038799,9.935355,-8.470187,2.158973,1.280587,0.171336,0.204684,0.617694,16.458601,-35.627518,62.034267,16.263817,10.984344,3.032839,1.522626,-14.344503,36.316265,66.293640,-17.281305,11.332189,-9.133047
22.000000,-1336.816162,-673.880554,78.671799,-0.609294,-1.121058,-32.725986,0.848308,3.211126,5.998513,11.538214,-11.016177,-1.563006,0.963899,-4.850733,-18.040518,9.935095,-8.470353,2.156355,1.278159,0.171237,0.204977,0.617718,16.458372,-35.625107,62.034103,16.265564,10.984596,3.032099,1.523164,-14.343908,36.314571,66.293480,-17.282398,11.331472,-9.133547
23.000000,-1336.816284,-673.880554,78.671822,-0.610209,-1.121039,-32.716646,0.844746,3.208204,5.987570,11.541207,-11.015913,-1.561569,0.966242,-4.849436,-18.049183,9.935347,-8.471791,2.154036,1.277675,0.170580,0.205258,0.618103,16.458498,-35.622097,62.033695,16.267452,10.983980,3.031892,1.523352,-14.343087,36.313755,66.293617,-17.283525,11.331790,-9.133447
24.000000,-1336.816650,-673.880737,78.671852,-0.610366,-1.120873,-32.704969,0.840261,3.204306,5.974306,11.543984,-11.015131,-1.559925,0.969201,-4.849043,-18.059515,9.935619,-8.473981,2.152146,1.278075,0.169947,0.205442,0.618943,16.458649,-35.618980,62.033142,16.268944,10.983044,3.032085,1.523276,-14.342259,36.313179,66.294075,-17.284611,11.332472,-9.133097
25.000000,-1336.817139,-673.881226,78.671867,-0.609871,-1.120751,-32.692569,0.835598,3.199587,5.960506,11.546477,-11.014026,-1.557911,0.972467,-4.849217,-18.069942,9.935778,-8.476851,2.150562,1.278487,0.169562,0.205636,0.620126,16.458677,-35.615894,62.032471,16.270138,10.982057,3.032564,1.523075,-14.341465,36.312500,66.294861,-17.285673,11.333061,-9.132852
26.000000,-1336.817383,-673.881409,78.671875,-0.608753,-1.120486,-32.692452,0.835241,3.196822,5.961192,11.545581,-11.014152,-1.555431,0.972397,-4.848577,-18.070505,9.936450,-8.478357,2.149952,1.279773,0.169816,0.205499,0.621831,16.458101,-35.613323,62.031940,16.269381,10.982179,3.033054,1.522991,-14.340953,36.310444,66.296265,-17.286036,11.332710,-9.132562
27.000000,-1336.816772,-673.880737,78.671852,-0.607422,-1.120353,-32.708825,0.839142,3.196662,5.975476,11.542581,-11.015409,-1.553232,0.969112,-4.846952,-18.060972,9.937078,-8.477811,2.149632,1.280399,0.170482,0.205289,0.623145,16.457233,-35.611885,62.031796,16.267801,10.983255,3.033090,1.523171,-14.340845,36.307747,66.297302,-17.285860,11.331553,-9.132499
