Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
0.000000,-1709.642212,1346.074585,78.545586,-2.138596,-1.481071,22.087421,6.164450,3.534274,12.889064,9.498630,-14.061053,-0.187263,-7.100186,-2.310546,-17.681732,10.333340,0.171013,-1.268629,-0.127826,0.898868,0.357669,-2.285092,15.324278,-35.352619,65.305153,11.639572,9.819912,4.184250,0.682956,-14.724658,36.054440,66.910385,-18.395134,12.466822,-5.823650
1.000000,-1709.655762,1346.088623,78.556053,-2.179317,-1.486577,22.092931,6.181155,3.563913,12.892195,9.457448,-14.035039,-0.179259,-7.114935,-2.290079,-17.722322,10.356147,0.273837,-1.266184,-0.132394,0.914661,0.361586,-2.283089,15.316852,-35.348583,65.304352,11.652297,9.824061,4.180902,0.681756,-14.726456,36.016499,66.912788,-18.414431,12.471203,-5.779596
2.000000,-1709.670654,1346.103149,78.564964,-2.213679,-1.493042,22.099362,6.192890,3.582617,12.895477,9.428255,-14.016314,-0.171474,-7.125422,-2.278903,-17.753757,10.373989,0.347605,-1.262839,-0.135869,0.925051,0.364994,-2.281583,15.311917,-35.345184,65.303574,11.662675,9.827111,4.177969,0.680843,-14.727743,35.987743,66.914726,-18.430241,12.474774,-5.744618
3.000000,-1709.685913,1346.118408,78.572243,-2.241776,-1.500788,22.106199,6.206065,3.599102,12.901047,9.397532,-13.996294,-0.159955,-7.136517,-2.272280,-17.791470,10.397356,0.426246,-1.256991,-0.140170,0.935179,0.369593,-2.279761,15.306949,-35.340683,65.302521,11.675973,9.830729,4.173994,0.679796,-14.729143,35.954090,66.917229,-18.450521,12.479376,-5.701615
4.000000,-1709.701294,1346.134399,78.578316,-2.266107,-1.509922,22.112370,6.218273,3.609863,12.908736,9.373603,-13.980583,-0.147312,-7.144256,-2.270875,-17.824163,10.419725,0.490355,-1.250067,-0.144175,0.943548,0.374290,-2.277963,15.302640,-35.336048,65.301582,11.689218,9.834252,4.170066,0.678921,-14.730400,35.924053,66.919853,-18.470737,12.484138,-5.661445
5.000000,-1709.716187,1346.150879,78.583488,-2.288139,-1.519714,22.116733,6.230031,3.618323,12.919505,9.355242,-13.969036,-0.134053,-7.150192,-2.271332,-17.851923,10.442450,0.544361,-1.242380,-0.147840,0.951222,0.378954,-2.276145,15.298619,-35.331257,65.300720,11.702515,9.837782,4.166107,0.678134,-14.731500,35.895924,66.922562,-18.491140,12.489163,-5.622880
6.000000,-1709.729614,1346.166992,78.587799,-2.307424,-1.529016,22.119291,6.240647,3.624929,12.932470,9.341761,-13.960827,-0.120854,-7.155132,-2.272994,-17.875092,10.464869,0.589369,-1.234567,-0.151221,0.957427,0.383341,-2.274447,15.295090,-35.326412,65.299889,11.715616,9.841323,4.162133,0.677440,-14.732342,35.871803,66.925179,-18.511158,12.494230,-5.588089
7.000000,-1709.741211,1346.182617,78.591232,-2.323285,-1.537089,22.120355,6.250471,3.629156,12.948084,9.330894,-13.954679,-0.107278,-7.160464,-2.277027,-17.896439,10.489081,0.626458,-1.226281,-0.154509,0.961504,0.387650,-2.272891,15.292101,-35.321209,65.299095,11.729300,9.845126,4.157943,0.676741,-14.732874,35.850803,66.927727,-18.531801,12.499488,-5.555164
8.000000,-1709.751343,1346.198120,78.593903,-2.336529,-1.543783,22.120124,6.256671,3.630633,12.960992,9.324869,-13.951746,-0.097536,-7.164453,-2.281438,-17.911001,10.506840,0.647557,-1.220151,-0.156798,0.963236,0.390707,-2.271884,15.290298,-35.317249,65.298538,11.739426,9.847980,4.154840,0.676232,-14.733077,35.837650,66.929489,-18.546936,12.503385,-5.532715
9.000000,-1709.760132,1346.213623,78.596046,-2.348307,-1.548952,22.118382,6.263774,3.631799,12.979956,9.318940,-13.949810,-0.085210,-7.169449,-2.287665,-17.929041,10.528934,0.670095,-1.212164,-0.159691,0.965046,0.394706,-2.270642,15.288162,-35.311871,65.297783,11.752851,9.851742,4.150721,0.675583,-14.733199,35.822262,66.931786,-18.566988,12.508678,-5.504916
10.000000,-1709.766968,1346.229004,78.597832,-2.359015,-1.552099,22.115192,6.269778,3.632486,13.000489,9.313808,-13.949225,-0.073649,-7.174218,-2.293483,-17.945644,10.548112,0.688696,-1.204582,-0.162472,0.966731,0.398538,-2.269468,15.286182,-35.306423,65.297020,11.766217,9.855410,4.146605,0.674974,-14.733199,35.808823,66.934036,-18.586882,12.514093,-5.479276
11.000000,-1709.772705,1346.244385,78.599403,-2.369138,-1.553059,22.110746,6.274294,3.632952,13.021623,9.309054,-13.949502,-0.062906,-7.178904,-2.298450,-17.960999,10.563546,0.704756,-1.197583,-0.165175,0.968357,0.402200,-2.268404,15.284342,-35.300976,65.296227,11.779417,9.858914,4.142503,0.674389,-14.733100,35.797184,66.936180,-18.606373,12.519537,-5.455781
12.000000,-1709.776733,1346.259155,78.600708,-2.378314,-1.552240,22.105345,6.278074,3.633292,13.044105,9.304154,-13.950469,-0.052430,-7.183592,-2.302770,-17.976158,10.576478,0.719339,-1.190916,-0.167892,0.969954,0.405994,-2.267376,15.282534,-35.295235,65.295387,11.793203,9.862432,4.138195,0.673765,-14.732905,35.786083,66.938332,-18.626518,12.525340,-5.432156
13.000000,-1709.779541,1346.274048,78.601860,-2.387295,-1.549904,22.098952,6.281157,3.633593,13.066355,9.299288,-13.952165,-0.042736,-7.187818,-2.306120,-17.990459,10.586304,0.731772,-1.184891,-0.170513,0.971447,0.409641,-2.266422,15.280829,-35.289562,65.294563,11.806775,9.865787,4.133945,0.673162,-14.732640,35.776691,66.940376,-18.646112,12.531131,-5.410290
14.000000,-1709.781250,1346.289062,78.602852,-2.396086,-1.546156,22.091781,6.283093,3.633832,13.083145,9.295569,-13.953901,-0.035741,-7.190862,-2.308124,-18.001051,10.592171,0.740115,-1.180642,-0.172471,0.972517,0.412286,-2.265725,15.279581,-35.285267,65.293945,11.817066,9.868274,4.130714,0.672710,-14.732401,35.770519,66.941887,-18.660820,12.535563,-5.394519
15.000000,-1709.781982,1346.304443,78.603722,-2.404881,-1.541119,22.083946,6.285212,3.634172,13.105289,9.290597,-13.956790,-0.026815,-7.194788,-2.310201,-18.014919,10.598347,0.749963,-1.175307,-0.175061,0.973850,0.415658,-2.264828,15.277969,-35.279549,65.293152,11.830784,9.871527,4.126394,0.672120,-14.732022,35.763165,66.943848,-18.680231,12.541514,-5.374229
