Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
0.000000,-1100.280151,2538.243896,78.217354,0.145784,-3.908134,115.586547,2.986443,3.714657,9.581381,14.912341,-13.444760,-2.004270,0.031871,-0.405422,1.400867,17.392006,-13.456427,0.712430,-4.979090,3.196349,0.898019,-1.144596,16.072262,-46.598366,71.307091,-0.081988,10.817176,-5.595391,-2.262989,-13.930769,37.275749,74.699562,-14.926116,13.537676,6.367836
1.000000,-1100.282593,2538.242920,78.214607,0.151643,-3.925068,115.586859,3.018489,3.694440,9.588214,14.908487,-13.446899,-1.998292,0.032883,-0.418553,1.403576,17.451927,-13.491655,0.712979,-4.978719,3.161803,0.893058,-1.141574,16.085861,-46.601124,71.307304,-0.078888,10.815950,-5.597756,-2.261039,-13.919058,37.280800,74.699112,-14.918077,13.533216,6.368223
2.000000,-1100.284058,2538.236328,78.214287,0.130707,-3.903968,115.609935,2.949828,3.711476,9.562569,14.994892,-13.481663,-1.989095,0.033639,-0.401145,1.386737,17.409481,-13.474544,0.714313,-4.984924,3.168184,0.874197,-1.143992,16.089220,-46.602020,71.307343,-0.079555,10.812101,-5.600217,-2.261111,-13.915647,37.285824,74.700874,-14.936443,13.532138,6.369943
3.000000,-1100.285400,2538.228027,78.215530,0.116433,-3.880878,115.624580,2.886413,3.722669,9.539219,15.042939,-13.500633,-1.980030,0.025926,-0.385808,1.372626,17.356871,-13.448385,0.713551,-4.974933,3.174988,0.866247,-1.152452,16.090530,-46.601616,71.306808,-0.081107,10.806884,-5.602470,-2.261329,-13.913733,37.288425,74.703033,-14.960272,13.531821,6.371087
4.000000,-1100.287964,2538.223877,78.215828,0.115698,-3.880296,115.623351,2.883238,3.717254,9.540776,15.035993,-13.502421,-1.974178,0.019011,-0.383390,1.373502,17.358330,-13.444629,0.709320,-4.963289,3.171045,0.870809,-1.156261,16.090586,-46.601360,71.307518,-0.077361,10.803963,-5.601772,-2.262332,-13.911730,37.288612,74.705338,-14.969267,13.529293,6.372572
5.000000,-1100.291870,2538.224121,78.214302,0.125122,-3.899987,115.599041,2.925745,3.703975,9.567506,15.007161,-13.501199,-1.970245,0.015695,-0.386718,1.393987,17.404657,-13.462273,0.704926,-4.961442,3.162920,0.876988,-1.154117,16.089516,-46.603748,71.311035,-0.073482,10.804924,-5.601723,-2.263261,-13.909197,37.287846,74.707184,-14.972607,13.524098,6.374314
6.000000,-1100.294556,2538.225586,78.212204,0.131429,-3.914707,115.578984,2.952702,3.695112,9.589742,15.007535,-13.508210,-1.964919,0.014280,-0.387775,1.412705,17.444698,-13.482218,0.703746,-4.960247,3.159355,0.876088,-1.152791,16.087011,-46.605236,71.314453,-0.066304,10.806445,-5.602142,-2.262407,-13.907643,37.287876,74.709419,-14.978022,13.520488,6.377724
7.000000,-1100.294922,2538.224121,78.210983,0.121248,-3.907583,115.581130,2.914556,3.706729,9.583938,15.069586,-13.533482,-1.958460,0.014168,-0.373651,1.411184,17.428648,-13.477103,0.703201,-4.957717,3.170120,0.869091,-1.156098,16.084610,-46.604294,71.314476,-0.059983,10.804428,-5.603291,-2.262707,-13.908398,37.289417,74.712601,-14.991247,13.520724,6.382379
8.000000,-1100.293823,2538.222168,78.210983,0.111719,-3.896756,115.586384,2.883871,3.716168,9.577234,15.105714,-13.547154,-1.954413,0.012935,-0.361485,1.408026,17.407782,-13.467025,0.701564,-4.951596,3.176533,0.868425,-1.159923,16.083698,-46.602432,71.313782,-0.055862,10.801841,-5.603455,-2.264158,-13.908825,37.290462,74.714523,-15.001955,13.521574,6.385900
9.000000,-1100.292847,2538.221680,78.211113,0.109065,-3.891070,115.592764,2.867558,3.717027,9.571025,15.118136,-13.552299,-1.950647,0.009301,-0.354549,1.403353,17.401129,-13.463469,0.697906,-4.939610,3.177347,0.870107,-1.162558,16.082138,-46.599369,71.313766,-0.047787,10.799838,-5.602321,-2.265290,-13.908725,37.290749,74.716476,-15.012062,13.522725,6.390795
