Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
0.000000,788.924377,1005.315430,78.695770,-1.474828,-0.028892,85.172290,3.248047,4.633591,8.338083,9.114456,-11.905404,-2.237275,-2.161336,-3.621435,-18.382675,8.300694,-4.984043,1.111373,0.273351,1.289603,0.400787,-2.822879,14.757004,-35.566948,64.898323,-5.389747,-2.881041,2.749156,-1.928698,-15.019031,37.782970,65.059242,13.143563,-4.978420,-14.238331
1.000000,788.923950,1005.320557,78.695503,-1.475526,-0.024152,85.170440,3.248658,4.631915,8.339073,9.111659,-11.908147,-2.235504,-2.163097,-3.620285,-18.384796,8.302808,-4.988716,1.111645,0.273724,1.284004,0.402974,-2.822698,14.759311,-35.566238,64.895302,-5.390703,-2.880203,2.750344,-1.927291,-15.018852,37.782532,65.055252,13.139499,-4.976750,-14.240788
2.000000,788.923401,1005.326660,78.695183,-1.476390,-0.018548,85.168129,3.249336,4.629725,8.340483,9.108218,-11.911735,-2.233202,-2.165383,-3.618788,-18.387421,8.305338,-4.994583,1.111851,0.274211,1.276647,0.405661,-2.822463,14.762318,-35.565304,64.891441,-5.391950,-2.879129,2.751847,-1.925433,-15.018566,37.781994,65.050133,13.134232,-4.974508,-14.243930
3.000000,788.922668,1005.332642,78.694878,-1.477310,-0.012928,85.165717,3.249860,4.627546,8.342025,9.105007,-11.915393,-2.230868,-2.167700,-3.617249,-18.389954,8.307676,-5.000252,1.111973,0.274716,1.269009,0.408138,-2.822216,14.765383,-35.564342,64.887611,-5.393221,-2.878034,2.753313,-1.923506,-15.018182,37.781517,65.045021,13.128899,-4.972135,-14.247053
4.000000,788.921936,1005.338867,78.694557,-1.478334,-0.007117,85.163142,3.250230,4.625424,8.343657,9.102098,-11.919116,-2.228534,-2.169997,-3.615672,-18.392397,8.309809,-5.005656,1.112088,0.275230,1.261248,0.410377,-2.821957,14.768451,-35.563400,64.883858,-5.394490,-2.876920,2.754724,-1.921532,-15.017727,37.781094,65.039986,13.123572,-4.969675,-14.250129
5.000000,788.920959,1005.345032,78.694252,-1.479436,-0.001308,85.160485,3.250401,4.623849,8.344954,9.100106,-11.922012,-2.226750,-2.171727,-3.614452,-18.394201,8.311287,-5.009570,1.112197,0.275624,1.255377,0.411913,-2.821744,14.770758,-35.562702,64.881042,-5.395453,-2.876055,2.755764,-1.920008,-15.017362,37.780800,65.036224,13.119535,-4.967754,-14.252449
6.000000,788.919983,1005.351257,78.693947,-1.480610,0.004519,85.157750,3.250491,4.621781,8.346763,9.097730,-11.925980,-2.224338,-2.174011,-3.612813,-18.396549,8.313079,-5.014546,1.112392,0.276150,1.247702,0.413752,-2.821429,14.773779,-35.561813,64.877350,-5.396733,-2.874871,2.757116,-1.917953,-15.016880,37.780426,65.031296,13.114169,-4.965131,-14.255548
7.000000,788.918762,1005.357544,78.693642,-1.481877,0.010485,85.154858,3.250433,4.619724,8.348661,9.095634,-11.930081,-2.221857,-2.176288,-3.611161,-18.398848,8.314690,-5.019281,1.112654,0.276677,1.240250,0.415367,-2.821066,14.776730,-35.560966,64.873695,-5.398011,-2.873641,2.758446,-1.915873,-15.016421,37.780067,65.026428,13.108802,-4.962433,-14.258685
8.000000,788.917480,1005.363770,78.693336,-1.483195,0.016385,85.151924,3.250225,4.617680,8.350649,9.093820,-11.934301,-2.219301,-2.178559,-3.609502,-18.401093,8.316115,-5.023749,1.112982,0.277205,1.233165,0.416757,-2.820645,14.779575,-35.560184,64.870071,-5.399281,-2.872363,2.759759,-1.913785,-15.016020,37.779709,65.021652,13.103445,-4.959670,-14.261875
9.000000,788.916077,1005.369934,78.693047,-1.484572,0.022285,85.148898,3.249878,4.615670,8.352694,9.092298,-11.938566,-2.216694,-2.180797,-3.607859,-18.403271,8.317360,-5.027896,1.113365,0.277726,1.226628,0.417904,-2.820162,14.782256,-35.559483,64.866547,-5.400522,-2.871047,2.761049,-1.911726,-15.015700,37.779339,65.017014,13.098173,-4.956886,-14.265092
