t,dq_left_hip_pitch_joint,dq_left_hip_roll_joint,dq_left_hip_yaw_joint,dq_left_knee_joint,dq_left_ankle_pitch_joint,dq_left_ankle_roll_joint,dq_right_hip_pitch_joint,dq_right_hip_roll_joint,dq_right_hip_yaw_joint,dq_right_knee_joint,dq_right_ankle_pitch_joint,dq_right_ankle_roll_joint,dq_waist_yaw_joint,dq_waist_pitch_joint,dq_waist_roll_joint,dq_left_shoulder_pitch_joint,dq_left_shoulder_roll_joint,dq_left_shoulder_yaw_joint,dq_left_elbow_joint,dq_left_wrist_yaw_joint,dq_left_wrist_pitch_joint,dq_left_wrist_roll_joint,dq_right_shoulder_pitch_joint,dq_right_shoulder_roll_joint,dq_right_shoulder_yaw_joint,dq_right_elbow_joint,dq_right_wrist_yaw_joint,dq_right_wrist_pitch_joint,dq_right_wrist_roll_joint,dq_head_yaw_joint,dq_head_pitch_joint
8034.234469,-0.006105,-0.006105,0.006105,-0.006105,0.006105,0.006105,0.006105,-0.006105,0.006105,0.006105,-0.018314,0.006105,-0.006105,0.004558,0.000071,-0.006105,-0.006105,0.018314,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.254404,-0.006105,-0.006105,0.006105,-0.006105,0.006105,0.006105,0.006105,-0.006105,0.006105,0.006105,-0.018314,0.006105,-0.006105,0.004558,0.000071,-0.006105,-0.006105,0.018314,-0.006105,-0.006105,-0.007326,-0.007326,-0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.274475,-0.006105,-0.006105,0.006105,-0.006105,0.006105,0.006105,0.006105,-0.006105,0.006105,0.006105,-0.018314,0.006105,-0.006105,0.000028,0.005131,-0.006105,-0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.294447,-0.006105,-0.006105,0.006105,-0.006105,0.006105,0.006105,0.006105,-0.006105,0.006105,0.006105,-0.042734,0.018314,-0.006105,0.000028,0.005131,-0.006105,-0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.314548,-0.006105,-0.006105,0.006105,-0.006105,0.006105,0.006105,0.006105,-0.006105,0.006105,0.006105,-0.042734,0.006105,-0.006105,0.009144,0.005270,-0.006105,-0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.336189,-0.006105,-0.006105,0.006105,-0.006105,0.018314,0.006105,0.006105,-0.006105,0.006105,0.006105,-0.030525,0.006105,-0.006105,0.004558,0.000070,-0.006105,-0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.355139,-0.006105,-0.006105,0.006105,-0.006105,0.006105,0.006105,0.006105,-0.006105,0.006105,0.006105,-0.079365,0.006105,-0.006105,0.004614,0.010332,-0.006105,-0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.374392,-0.006105,-0.006105,0.006105,-0.006105,0.006105,0.006105,0.006105,-0.006105,0.006105,0.006105,-0.006105,0.006105,-0.006105,0.000028,0.005132,-0.006105,-0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.394464,-0.006105,-0.006105,0.006105,-0.006105,0.006105,0.006105,0.006105,-0.006105,0.006105,0.006105,-0.091576,0.006105,-0.018314,0.050194,0.011024,-0.006105,-0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.018314,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.414466,-0.006105,-0.006105,0.006105,-0.006105,0.006105,0.006105,0.006105,-0.006105,0.006105,0.006105,-0.006105,-0.006105,-0.018314,0.022847,0.010613,-0.006105,-0.006105,0.018314,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.434393,-0.006105,-0.006105,0.006105,-0.006105,0.006105,0.006105,0.006105,-0.006105,0.006105,0.006105,-0.006105,0.006105,-0.018314,0.027436,0.015824,-0.018314,-0.006105,0.018314,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.454530,-0.006105,-0.006105,0.006105,-0.006105,-0.042734,-0.006105,0.006105,-0.006105,0.006105,0.006105,-0.079365,0.006105,-0.006105,0.054402,-0.055674,-0.006105,-0.006105,0.006105,-0.006105,0.030525,-0.007326,-0.007326,0.006105,0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.474466,-0.006105,-0.006105,0.006105,-0.006105,0.006105,0.006105,0.006105,-0.006105,0.006105,0.006105,-0.006105,0.006105,-0.006105,0.000191,0.035970,-0.006105,0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.494517,-0.006105,-0.006105,0.006105,-0.006105,-0.006105,0.006105,0.006105,-0.006105,0.006105,0.006105,-0.006105,0.006105,-0.006105,-0.022637,0.030507,-0.006105,-0.006105,0.006105,-0.006105,0.018314,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.514434,-0.006105,-0.006105,0.018314,-0.006105,-0.006105,0.006105,-0.006105,-0.006105,0.006105,0.006105,-0.030525,-0.006105,-0.006105,-0.004613,-0.010348,-0.006105,-0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.534880,-0.006105,-0.006105,0.030525,-0.006105,-0.006105,0.006105,-0.006105,-0.006105,0.006105,0.006105,-0.006105,0.006105,-0.006105,-0.000080,-0.015425,-0.006105,-0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.018314,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.554448,-0.006105,-0.006105,0.018314,-0.006105,-0.006105,0.006105,-0.006105,-0.006105,0.018314,0.006105,-0.006105,0.006105,-0.006105,-0.009147,-0.005271,-0.006105,-0.018314,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.018314,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.574469,-0.006105,-0.006105,0.018314,-0.006105,0.006105,0.006105,0.006105,-0.006105,0.018314,0.006105,-0.006105,-0.018314,-0.006105,0.000026,0.005142,-0.006105,-0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.594402,-0.006105,-0.006105,0.018314,-0.006105,0.006105,0.006105,-0.006105,-0.006105,0.018314,0.006105,0.006105,-0.006105,-0.006105,-0.004508,0.010219,-0.006105,-0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.614522,-0.018314,-0.006105,0.018314,-0.006105,0.006105,0.006105,0.006105,-0.006105,0.018314,0.006105,0.006105,-0.006105,-0.006105,-0.009042,0.015297,-0.006105,-0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.634538,-0.018314,-0.006105,0.018314,-0.006105,0.006105,0.006105,-0.006105,-0.006105,0.006105,0.006105,-0.006105,0.006105,-0.006105,-0.009041,0.015293,-0.006105,-0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.654382,-0.018314,-0.006105,0.006105,-0.006105,0.006105,0.006105,0.006105,-0.006105,0.006105,0.006105,0.042734,0.006105,-0.006105,0.000027,0.005141,-0.006105,-0.006105,0.030525,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.674388,-0.006105,-0.006105,0.006105,-0.006105,0.018314,0.006105,0.006105,-0.006105,0.006105,0.006105,0.006105,0.006105,-0.006105,-0.004506,0.010215,-0.006105,-0.006105,0.030525,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.694430,-0.006105,-0.006105,0.006105,-0.006105,0.018314,0.006105,-0.006105,-0.006105,0.006105,0.006105,0.018314,0.018314,-0.006105,0.000027,0.005140,-0.006105,-0.006105,0.018314,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.714468,-0.006105,-0.006105,0.006105,-0.006105,0.006105,0.006105,-0.006105,-0.006105,0.006105,0.006105,0.006105,0.018314,-0.006105,-0.000027,-0.005140,-0.006105,-0.006105,0.018314,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.734448,-0.018314,-0.006105,0.006105,-0.006105,0.018314,0.006105,-0.006105,-0.006105,0.006105,0.006105,0.006105,0.018314,-0.006105,0.000027,0.005140,-0.006105,-0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.754912,-0.018314,-0.006105,0.006105,-0.006105,0.018314,0.006105,-0.006105,-0.006105,0.006105,0.006105,0.006105,0.018314,-0.006105,0.000027,0.005140,-0.006105,-0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,0.006105,-0.006105,0.006105,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8034.774504,0.225885,-0.030525,0.006105,0.054945,-0.067156,0.006105,0.054945,-0.006105,0.006105,-0.042734,0.238094,0.006105,-0.006105,1.100032,-1.075923,0.079365,-0.018314,-0.030525,0.079365,0.030525,-0.007326,-0.007326,0.152626,-0.042734,0.030525,0.103785,-0.164835,0.007326,-0.007326,0.003069,0.000000
8034.794484,0.482296,0.054945,0.079365,-0.091576,0.128204,-0.189255,0.250305,0.030525,0.103785,0.054945,0.787546,-0.030525,-0.115995,0.315790,0.096561,-0.103785,0.091576,0.006105,0.103785,0.006105,-0.007326,-0.007326,-0.201466,0.030525,0.018314,0.067156,-0.225885,0.007326,-0.007326,0.003069,0.000000
8034.814447,0.177046,0.018314,0.079365,0.030525,-0.067156,-0.018314,-0.006105,0.042734,0.360195,-0.054945,-0.189255,0.006105,0.091576,-0.055158,-0.068318,-0.018314,0.006105,0.006105,-0.006105,0.006105,-0.007326,-0.007326,-0.091576,-0.006105,0.006105,0.030525,-0.042734,0.007326,-0.007326,0.003069,0.000000
8034.834596,0.054945,-0.042734,-0.042734,0.018314,-0.067156,-0.189255,-0.054945,-0.006105,0.213675,-0.103785,0.091576,-0.103785,-0.006105,0.086640,-0.093112,0.152626,0.006105,-0.030525,0.164835,0.006105,0.007326,-0.036631,-0.018314,-0.018314,0.006105,-0.030525,-0.128204,0.007326,-0.007326,-0.021481,0.000000
8034.854401,0.079365,-0.006105,-0.042734,0.030525,-0.054945,0.006105,0.018314,0.018314,0.225885,-0.030525,0.115995,-0.018314,-0.018314,0.397459,-0.394857,0.030525,-0.042734,-0.091576,0.067156,-0.006105,0.007326,-0.124542,0.006105,-0.054945,0.018314,0.006105,-0.006105,0.007326,-0.007326,0.003069,0.000000
8034.877840,0.115995,-0.030525,-0.067156,-0.018314,-0.006105,-0.030525,0.006105,-0.006105,0.177046,0.006105,0.262516,-0.103785,0.006105,0.050402,0.000209,-0.018314,-0.006105,0.006105,-0.018314,-0.018314,-0.007326,-0.168499,0.042734,-0.006105,0.067156,0.091576,-0.006105,0.007326,0.021978,0.003069,0.000000
8034.894410,0.164835,-0.054945,-0.140415,-0.018314,-0.091576,-0.030525,-0.018314,0.030525,0.189255,-0.018314,0.115995,-0.054945,-0.006105,0.160219,-0.167429,-0.067156,-0.006105,-0.018314,-0.006105,0.006105,-0.007326,-0.153847,0.067156,-0.030525,0.152626,0.079365,0.006105,0.007326,0.065933,0.003069,0.000000
8034.914802,0.262516,-0.079365,-0.323565,-0.006105,-0.177046,-0.067156,0.030525,0.030525,0.250305,0.006105,0.189255,-0.091576,0.006105,0.408200,-0.147087,-0.018314,0.006105,-0.067156,0.042734,0.018314,-0.095238,-0.153847,0.006105,-0.006105,0.250305,0.213675,-0.091576,-0.007326,0.183149,0.003069,0.000000
8034.934388,0.384615,0.006105,0.079365,0.006105,-0.067156,-0.054945,0.103785,0.042734,0.641026,0.018314,0.213675,-0.006105,-0.054945,0.077941,0.211554,-0.018314,-0.006105,-0.054945,-0.006105,0.042734,-0.197802,-0.036631,-0.067156,0.006105,0.091576,0.079365,-0.152626,-0.065933,0.212454,0.003069,0.000000
8034.954371,0.201466,0.042734,0.433455,0.067156,-0.250305,-0.128204,-0.006105,-0.006105,0.421246,0.006105,-0.103785,-0.018314,0.115995,0.119795,-0.217869,0.177046,-0.006105,-0.018314,-0.018314,0.030525,-0.300365,-0.007326,0.006105,0.030525,0.006105,0.006105,-0.323565,-0.139194,0.285715,0.003069,0.000000
8034.974854,0.213675,0.054945,0.347986,0.054945,-0.189255,-0.006105,-0.054945,0.030525,0.592186,-0.006105,0.103785,0.006105,0.042734,0.096940,-0.170470,0.177046,-0.006105,0.006105,-0.006105,0.006105,-0.417582,-0.007326,0.006105,-0.006105,0.006105,-0.018314,-0.628815,-0.183149,0.285715,0.003069,0.000000
8035.037332,0.213675,0.054945,0.347986,0.054945,-0.189255,-0.006105,-0.054945,0.030525,0.592186,-0.006105,0.103785,0.006105,0.042734,0.096940,-0.170470,0.177046,-0.006105,0.006105,-0.006105,0.006105,-0.417582,-0.007326,0.006105,-0.006105,0.006105,-0.018314,-0.628815,-0.183149,0.285715,0.003069,0.000000
8035.055143,0.335775,-0.006105,0.238094,0.152626,-0.238094,0.006105,-0.225885,-0.006105,0.360195,-0.177046,0.115995,-0.238094,-0.152626,-0.069817,0.181898,-0.006105,-0.030525,-0.006105,-0.006105,0.006105,-0.168499,-0.007326,0.152626,-0.018314,0.006105,0.103785,0.006105,-0.080585,0.124542,0.003069,0.000000
8035.074389,0.653236,0.091576,1.080585,-0.238094,-0.042734,-0.213675,-0.091576,0.018314,1.129427,-0.091576,0.018314,-0.067156,0.567766,0.142774,-0.033334,0.225885,-0.006105,0.030525,-0.018314,0.042734,-0.417582,0.358974,-0.042734,0.030525,-0.042734,-0.018314,-0.067156,-0.402931,0.021978,0.003069,0.000000
8035.094504,0.189255,0.006105,0.311356,0.164835,-0.042734,-0.250305,-0.042734,0.054945,0.811966,-0.164835,0.299145,-0.054945,0.274725,0.118756,0.228195,0.506716,-0.006105,0.006105,0.030525,0.006105,-0.388279,0.300365,-0.091576,-0.030525,-0.042734,-0.042734,0.030525,-0.329670,0.051283,-0.101268,0.000000
8035.114456,0.286936,-0.054945,-0.018314,-0.042734,-0.592186,-0.177046,-0.018314,-0.006105,-0.018314,0.018314,0.238094,-0.054945,-0.006105,0.009186,0.005256,0.494505,-0.006105,-0.042734,-0.006105,0.030525,-0.388279,0.271063,-0.079365,-0.115995,-0.018314,-0.018314,0.042734,-0.344322,-0.007326,-0.003069,0.000000
8035.134437,0.360195,-0.091576,0.054945,-0.091576,-0.665445,-0.103785,-0.054945,-0.079365,-0.152626,0.018314,0.054945,-0.054945,0.042734,0.032660,-0.149641,0.347986,0.018314,0.006105,0.030525,0.054945,-0.358974,0.285715,-0.018314,-0.030525,0.006105,-0.006105,0.030525,-0.329670,-0.007326,0.003069,0.000000
8035.155207,0.201466,-0.054945,0.164835,-0.030525,-0.494505,0.006105,-0.054945,-0.030525,0.067156,0.006105,0.054945,-0.006105,-0.128204,0.286094,-0.242302,0.457876,0.067156,0.006105,0.067156,0.030525,-0.344322,0.358974,0.067156,0.006105,-0.030525,0.018314,0.030525,-0.344322,-0.051283,0.003069,0.000000
8035.175107,0.225885,-0.054945,0.335775,-0.030525,-0.360195,-0.042734,-0.103785,-0.054945,0.177046,0.006105,0.115995,-0.006105,-0.115995,0.092134,-0.006083,0.030525,0.067156,0.006105,-0.006105,0.067156,-0.300365,0.344322,0.018314,0.115995,-0.006105,0.006105,0.030525,-0.373627,-0.036631,0.003069,0.000000
8035.194461,0.262516,-0.042734,0.323565,-0.152626,-0.238094,-0.274725,-0.140415,-0.030525,0.238094,0.018314,0.238094,-0.006105,-0.042734,0.079093,-0.236404,0.054945,0.091576,0.006105,-0.006105,0.054945,-0.285715,0.344322,0.152626,0.128204,0.006105,0.054945,0.018314,-0.344322,-0.051283,0.003069,0.000000
8035.215541,0.164835,-0.054945,0.335775,-0.128204,-0.238094,-0.177046,-0.262516,-0.018314,0.347986,0.030525,0.201466,0.030525,-0.079365,-0.004608,0.000040,0.189255,0.079365,0.006105,-0.006105,0.079365,-0.256411,0.344322,0.152626,0.115995,-0.018314,0.042734,0.006105,-0.329670,-0.051283,0.003069,0.000000
8035.234455,0.042734,-0.030525,0.250305,-0.030525,-0.238094,-0.006105,-0.274725,0.006105,0.250305,0.006105,0.115995,0.030525,-0.054945,-0.064363,-0.036916,0.189255,0.018314,0.018314,0.018314,0.103785,-0.227106,0.329670,0.299145,0.030525,0.006105,0.006105,0.042734,-0.315018,-0.109890,0.003069,0.000000
8035.254466,0.054945,-0.018314,0.421246,-0.042734,-0.250305,0.006105,-0.323565,0.018314,0.360195,0.006105,0.274725,0.030525,-0.115995,-0.045644,-0.101327,0.238094,-0.042734,0.006105,0.006105,0.115995,-0.153847,0.271063,0.140415,-0.018314,-0.030525,0.018314,0.006105,-0.300365,-0.095238,0.003069,0.000000
8035.274455,0.067156,0.006105,0.506716,-0.042734,0.042734,0.006105,-0.335775,0.042734,0.482296,0.018314,0.433455,0.042734,-0.042734,0.000073,-0.016070,0.213675,-0.030525,0.006105,-0.006105,0.067156,-0.109890,0.212454,0.128204,-0.018314,-0.054945,0.091576,-0.006105,-0.227106,-0.065933,0.003069,0.000000
8035.294468,0.067156,-0.006105,0.286936,-0.006105,-0.042734,0.006105,-0.201466,0.067156,0.531136,0.006105,0.299145,0.030525,-0.006105,-0.069467,0.075822,0.225885,-0.042734,0.018314,-0.006105,0.115995,-0.168499,0.139194,0.018314,-0.018314,-0.042734,0.018314,0.006105,-0.139194,-0.095238,0.003069,0.000000
8035.314453,0.030525,-0.006105,0.213675,-0.054945,-0.152626,0.006105,-0.250305,0.115995,0.567766,0.006105,0.189255,0.054945,-0.018314,-0.187267,-0.297518,0.201466,-0.054945,0.018314,-0.006105,0.030525,-0.124542,0.065933,0.067156,-0.042734,-0.042734,0.042734,0.006105,-0.080585,-0.065933,0.003069,0.000000
8035.334350,-0.006105,-0.006105,0.323565,-0.103785,-0.164835,-0.006105,-0.323565,0.067156,0.262516,0.006105,0.128204,0.018314,-0.128204,-0.197260,-0.114521,0.286936,-0.018314,0.030525,-0.018314,0.018314,-0.124542,0.021978,0.225885,-0.018314,0.006105,0.018314,-0.018314,-0.007326,-0.007326,0.003069,0.000000
8035.354465,0.030525,0.006105,0.238094,-0.042734,-0.054945,0.006105,-0.262516,0.067156,0.311356,-0.006105,0.286936,0.006105,-0.079365,0.045050,0.143355,0.238094,0.006105,0.030525,-0.006105,0.006105,-0.065933,-0.007326,0.262516,0.006105,0.030525,0.091576,-0.030525,0.007326,-0.007326,0.027618,0.000000
8035.374678,-0.262516,-0.091576,-0.714285,-0.384615,0.335775,0.018314,0.091576,-0.030525,-0.604395,0.225885,0.079365,0.238094,0.579975,-0.592478,-0.729229,0.250305,-0.067156,0.152626,0.347986,0.213675,-0.007326,-0.007326,-0.592186,-0.128204,0.103785,-0.201466,0.128204,0.007326,-0.007326,0.003069,0.000000
8035.394484,-0.702076,-0.250305,-1.361416,-0.128204,-0.128204,0.250305,0.225885,-0.140415,-1.715508,0.384615,0.152626,0.042734,-0.091576,0.069464,0.514448,0.054945,-0.067156,0.006105,0.177046,0.335775,-0.007326,-0.021978,0.103785,-0.054945,0.286936,0.091576,-0.018314,0.065933,-0.007326,-0.027618,0.000000
8035.414474,-0.152626,-0.152626,-1.398046,-0.067156,0.067156,0.726496,0.201466,-0.201466,-1.996338,0.115995,0.262516,0.103785,-0.286936,-0.125408,0.172370,-0.079365,-0.030525,-0.006105,-0.006105,0.531136,-0.007326,-0.051283,0.030525,-0.128204,0.518925,0.189255,0.006105,0.080585,0.021978,0.046031,0.000000
8035.434349,-0.103785,-0.091576,-0.811966,-0.006105,0.042734,0.531136,0.335775,-0.128204,-1.166056,-0.006105,-0.006105,0.128204,-0.286936,0.005207,-0.085068,-0.201466,-0.006105,-0.018314,0.018314,0.311356,-0.007326,-0.036631,-0.030525,-0.067156,0.409035,0.042734,-0.018314,0.095238,0.065933,0.003069,0.000000
8035.454467,-0.018314,-0.006105,-0.689865,-0.030525,-0.311356,-0.030525,0.360195,-0.030525,-0.616606,0.018314,-0.299145,0.335775,-0.384615,0.145121,-0.343044,-0.250305,0.030525,-0.030525,0.067156,0.299145,-0.007326,-0.051283,0.018314,0.079365,0.238094,0.030525,-0.006105,0.065933,0.124542,0.033756,0.000000
8035.474530,0.115995,-0.079365,-0.738707,0.006105,0.030525,0.006105,0.115995,-0.140415,-0.763126,-0.006105,-0.372406,0.054945,-0.140415,-0.009485,0.037429,-0.213675,0.042734,0.006105,0.018314,0.445665,0.007326,-0.139194,-0.018314,0.079365,0.286936,0.030525,0.006105,0.007326,0.153847,0.003069,0.000000
8035.494514,0.067156,0.018314,-0.286936,-0.030525,0.091576,0.054945,0.347986,-0.006105,-0.494505,-0.006105,-0.189255,0.042734,0.054945,-0.004680,0.010730,0.006105,0.054945,0.006105,0.103785,0.506716,0.021978,-0.139194,-0.103785,0.006105,0.177046,0.006105,0.006105,0.007326,0.183149,0.003069,0.000000
8035.514520,0.079365,-0.006105,-0.323565,-0.006105,0.018314,0.006105,0.140415,0.006105,-0.250305,-0.006105,-0.225885,0.006105,0.079365,0.120132,-0.061138,0.054945,0.018314,-0.018314,0.323565,0.299145,0.036631,-0.168499,-0.054945,0.030525,0.213675,0.128204,0.006105,0.007326,0.197802,0.003069,0.000000
8035.534432,0.177046,0.030525,0.006105,-0.018314,0.030525,-0.115995,0.177046,0.006105,-0.067156,0.054945,-0.054945,-0.030525,-0.006105,0.056384,-0.124136,0.067156,0.054945,-0.054945,0.225885,0.299145,0.021978,-0.109890,-0.347986,0.006105,0.225885,0.018314,-0.006105,0.007326,0.212454,-0.021481,0.000000
8035.554389,0.128204,0.079365,0.006105,-0.079365,0.018314,-0.067156,-0.030525,0.054945,0.030525,0.006105,-0.091576,-0.006105,0.103785,0.004713,-0.010816,0.250305,0.042734,-0.006105,0.396826,0.115995,0.051283,-0.095238,-0.457876,0.006105,0.067156,0.018314,0.006105,0.007326,0.168499,0.033756,0.000000
8035.575935,0.054945,0.103785,0.152626,0.042734,0.091576,-0.128204,-0.054945,0.128204,0.152626,-0.091576,-0.128204,-0.103785,0.189255,-0.259484,0.161624,0.274725,-0.018314,-0.042734,0.262516,0.225885,0.051283,-0.095238,-0.396826,0.006105,0.006105,0.018314,-0.006105,0.007326,0.139194,0.003069,0.000000
8035.594697,-0.042734,0.152626,0.286936,0.018314,0.006105,-0.030525,-0.140415,0.177046,0.347986,-0.091576,-0.006105,-0.067156,0.225885,-0.072566,-0.099504,0.286936,-0.030525,0.042734,0.152626,0.299145,0.036631,-0.080585,-0.140415,-0.018314,0.006105,0.018314,-0.006105,0.007326,0.109890,0.003069,0.000000
8035.614460,-0.006105,0.091576,0.189255,0.018314,0.042734,0.018314,-0.006105,0.128204,0.189255,-0.189255,0.006105,-0.189255,0.177046,-0.046556,0.049280,0.030525,0.042734,0.128204,0.079365,0.506716,-0.007326,-0.007326,0.006105,-0.054945,0.006105,0.006105,-0.006105,0.007326,0.124542,0.003069,0.000000
8035.634552,0.006105,0.091576,0.152626,0.091576,0.201466,0.018314,0.006105,0.164835,0.360195,-0.225885,0.311356,-0.079365,0.067156,-0.212246,0.064286,-0.067156,-0.006105,0.006105,0.030525,0.067156,-0.007326,-0.021978,0.091576,-0.091576,0.018314,0.042734,0.006105,0.007326,0.109890,0.015344,0.000000
8035.654573,0.079365,-0.006105,0.140415,0.115995,0.042734,-0.006105,-0.006105,0.030525,0.299145,-0.201466,0.091576,-0.006105,0.079365,-0.244781,0.112674,-0.018314,-0.030525,-0.042734,0.164835,0.006105,0.036631,-0.095238,0.079365,-0.067156,0.006105,0.067156,0.006105,0.007326,0.095238,0.009206,0.000000
8035.674355,0.262516,-0.018314,0.164835,0.042734,-0.152626,0.006105,0.030525,0.103785,0.543346,-0.091576,0.006105,-0.067156,0.079365,0.003663,0.095191,0.006105,-0.164835,0.006105,0.213675,-0.006105,0.051283,-0.095238,0.030525,-0.128204,-0.054945,0.140415,-0.042734,0.007326,0.065933,0.003069,0.000000
8035.694434,0.384615,-0.067156,0.286936,-0.030525,-0.238094,-0.006105,0.006105,0.018314,0.567766,0.030525,0.018314,-0.054945,0.018314,0.116181,-0.150809,-0.006105,-0.115995,0.006105,0.164835,0.006105,0.007326,-0.095238,0.006105,-0.030525,-0.042734,0.079365,0.006105,0.007326,-0.007326,0.003069,0.000000
8035.714555,0.335775,-0.067156,0.262516,-0.042734,-0.299145,-0.006105,0.042734,0.067156,0.592186,0.018314,-0.042734,-0.091576,-0.018314,0.181133,-0.216063,-0.006105,-0.054945,0.006105,0.054945,0.006105,0.007326,-0.080585,0.018314,-0.006105,-0.042734,0.054945,0.030525,0.007326,-0.007326,-0.003069,0.000000
8035.734416,0.286936,-0.067156,0.140415,-0.152626,-0.262516,-0.128204,0.128204,0.042734,0.433455,0.177046,0.006105,-0.006105,-0.079365,0.124098,-0.002899,-0.103785,0.042734,0.018314,0.018314,0.006105,-0.007326,-0.051283,0.006105,0.054945,-0.018314,0.006105,0.006105,0.007326,-0.007326,0.003069,0.000000
8035.754651,0.152626,-0.006105,-1.324787,-0.189255,0.091576,-0.018314,-0.103785,-0.054945,-1.324787,0.335775,-0.677656,-0.079365,0.360195,0.751377,-0.568840,0.140415,-0.018314,0.201466,0.103785,0.018314,-0.007326,-0.051283,-0.091576,0.042734,0.274725,0.079365,0.457876,0.007326,-0.007326,0.003069,0.000000
8035.774777,-0.140415,-0.335775,-1.776556,-0.164835,-0.555555,0.238094,0.054945,-0.494505,-2.619047,0.396826,-0.225885,0.103785,-0.579975,-0.051204,0.554474,-0.592186,0.115995,0.091576,-0.103785,-0.006105,-0.007326,-0.080585,0.054945,0.103785,0.054945,0.054945,0.360195,0.007326,-0.007326,0.070580,0.000000
8035.803942,-0.140415,-0.335775,-1.776556,-0.164835,-0.555555,0.238094,0.054945,-0.494505,-2.619047,0.396826,-0.225885,0.103785,-0.579975,-0.051204,0.554474,-0.592186,0.115995,0.091576,-0.103785,-0.006105,-0.007326,-0.080585,0.054945,0.103785,0.054945,0.054945,0.360195,0.007326,-0.007326,0.070580,0.000000
