t,a_il_0,a_il_1,a_il_2,a_il_3,a_il_4,a_il_5,a_il_6,a_il_7,a_il_8,a_il_9,a_il_10,a_il_11,a_il_12,a_il_13,a_il_14,a_il_15,a_il_16,a_il_17,a_il_18,a_il_19,a_il_20,a_il_21,a_il_22,a_il_23,a_il_24,a_il_25,a_il_26,a_il_27,a_il_28,a_il_29,a_il_30
8023.794791,0.815653,0.496417,-0.139998,-0.037237,-0.054291,-0.219835,0.659925,-0.861928,-0.103288,-1.626336,-1.613593,20.000000,-0.070643,-0.036704,0.128217,0.374233,-20.000000,0.007927,-0.060760,-0.265697,-0.049931,-1.771906,1.310832,0.055760,-0.016207,-0.166470,0.041962,3.392553,-20.000000,20.000000,7.027532
8023.818272,0.762644,0.542687,-0.121073,-0.004977,-0.046795,-0.414686,0.656515,-0.869913,-0.264237,-1.644564,-1.584585,20.000000,-0.063568,-0.074474,0.106950,0.372093,-20.000000,0.009399,-0.051034,-0.223441,-0.029777,-1.760211,1.297157,0.045492,-0.054642,-0.159510,0.050693,3.322995,-20.000000,20.000000,7.011440
8023.839355,0.746788,0.544227,-0.121406,-0.010551,-0.029560,-0.475701,0.660379,-0.873731,-0.312457,-1.650790,-1.590262,20.000000,-0.099330,-0.080683,0.060100,0.330563,-20.000000,0.013377,-0.045801,-0.184068,-0.023594,-1.750955,1.305297,0.017964,-0.056117,-0.164545,0.040661,3.249525,-20.000000,20.000000,7.010247
8023.857756,0.731305,0.547301,-0.121857,-0.011514,-0.022498,-0.482597,0.667114,-0.880026,-0.288933,-1.667682,-1.593961,20.000000,-0.077787,-0.066474,0.024204,0.306992,-20.000000,0.014120,-0.039416,-0.166136,-0.024302,-1.754680,1.316392,0.030285,-0.049177,-0.170194,0.035348,3.182273,-20.000000,20.000000,7.021691
8023.874766,0.717475,0.552945,-0.123451,0.008070,-0.015223,-0.454065,0.722013,-0.876890,-0.190794,-1.678259,-1.621211,20.000000,-0.072807,-0.036208,-0.011962,0.290887,-20.000000,0.044314,-0.015126,-0.152238,-0.031954,-1.744774,1.335226,0.028579,-0.034314,-0.168425,0.023359,3.112264,-20.000000,20.000000,7.024004
8023.894749,0.763115,0.526654,-0.124451,0.027123,-0.000522,-0.325923,0.788809,-0.870163,-0.193896,-1.690151,-1.643878,20.000000,-0.052246,-0.017917,-0.026901,0.294675,-20.000000,0.061708,0.007345,-0.134906,-0.033097,-1.756694,1.349218,0.056991,-0.025498,-0.170909,0.011386,3.059607,-20.000000,20.000000,7.045674
8023.914886,0.786527,0.484132,-0.116300,0.014166,0.003775,-0.194914,0.825959,-0.835740,-0.129539,-1.681847,-1.670350,20.000000,-0.064515,-0.023380,0.010588,0.320953,-20.000000,0.065604,0.001752,-0.141196,-0.059377,-1.748986,1.340848,0.048977,-0.013806,-0.187554,-0.004746,3.018870,-20.000000,20.000000,7.088740
8023.946503,0.826193,0.465919,-0.120666,-0.010646,0.002750,-0.103040,0.837355,-0.799000,-0.018149,-1.659226,-1.701746,20.000000,-0.041151,0.023248,0.070446,0.361448,-20.000000,0.061658,-0.001979,-0.146113,-0.090350,-1.766920,1.357497,0.044297,0.037943,-0.197444,-0.025050,3.005484,-20.000000,20.000000,7.135539
8023.954861,1.063568,0.484528,-0.075177,-0.092274,-0.037684,0.706641,0.873070,-0.708361,0.159249,-1.597278,-1.739030,20.000000,0.128578,0.057179,0.202265,0.389130,-20.000000,0.003515,-0.037234,-0.163856,-0.084615,-1.825577,1.363772,0.132564,0.097502,-0.213130,-0.078258,3.027594,-20.000000,20.000000,7.216660
8023.974824,1.152511,0.389501,-0.067703,-0.126091,-0.031045,1.569470,0.898947,-0.666066,0.282096,-1.624788,-1.817842,20.000000,0.193599,0.082833,0.261693,0.374962,-20.000000,-0.015230,-0.061238,-0.214554,-0.061660,-1.856158,1.386003,0.219598,0.152995,-0.208949,-0.092202,3.092658,-20.000000,20.000000,7.335948
8023.995210,1.216392,0.300283,-0.065571,-0.146556,-0.025665,2.260366,0.925104,-0.631999,0.470117,-1.640608,-1.889476,20.000000,0.171196,0.122745,0.320295,0.364593,-20.000000,-0.028552,-0.080050,-0.266707,-0.053397,-1.851793,1.392824,0.214809,0.198598,-0.223841,-0.118050,3.181226,-20.000000,20.000000,7.466896
8024.014835,0.968069,0.455467,-0.017006,-0.294412,-0.187052,2.107373,0.668172,-0.740803,-0.248269,-1.672294,-1.917328,20.000000,0.221163,-0.132675,0.244855,0.238310,-20.000000,-0.077603,-0.232261,-0.229761,0.086074,-1.811339,1.409050,0.345995,0.074168,-0.154477,-0.078574,3.369762,-20.000000,20.000000,7.567720
8024.039218,0.929780,0.512255,-0.024205,-0.290703,-0.218098,1.890781,0.601178,-0.749946,-0.453884,-1.684781,-1.884595,20.000000,0.153354,-0.179341,0.158575,0.091661,-20.000000,-0.091487,-0.191464,-0.196986,0.182689,-1.776787,1.436207,0.324360,0.038416,-0.113724,-0.073435,3.490798,-20.000000,20.000000,7.578161
8024.054744,0.936341,0.553717,-0.039524,-0.325292,-0.280244,1.550965,0.559082,-0.767635,-0.414993,-1.628921,-1.889346,20.000000,0.094642,-0.154294,0.061455,-0.125534,-20.000000,-0.005584,-0.154956,-0.177689,0.262231,-1.717011,1.475033,0.323628,0.050790,-0.134891,-0.077336,3.568307,-20.000000,20.000000,7.540559
8024.074830,0.735068,0.486367,-0.127233,-0.399222,-0.293073,1.399424,0.510177,-0.922080,-0.418045,-1.674904,-1.991700,20.000000,-0.034414,-0.112161,-0.270523,-0.733022,-20.000000,0.073698,-0.095387,-0.134375,0.440618,-1.642709,1.528489,0.299133,0.038555,-0.142772,-0.055893,3.508362,-20.000000,20.000000,7.458242
8024.094766,0.583173,0.446566,-0.118440,-0.406728,-0.318211,1.538214,0.459004,-1.064050,-0.753024,-1.740117,-2.019284,20.000000,-0.028483,-0.140974,-0.438096,-1.164562,-20.000000,0.120402,-0.045321,-0.099570,0.642873,-1.640820,1.534290,0.279002,-0.028704,-0.098965,-0.018645,3.403173,-20.000000,20.000000,7.361131
8024.124321,0.474888,0.531685,-0.114453,-0.242953,-0.229387,1.496344,0.411574,-1.194111,-0.613352,-1.902510,-1.935562,20.000000,-0.084599,-0.144336,-0.462589,-0.971574,-20.000000,0.221644,0.021191,-0.098322,0.560260,-1.626907,1.574948,0.229514,-0.059075,-0.055952,0.023252,3.346239,-20.000000,20.000000,7.218347
8024.148949,0.388369,0.689000,-0.107081,-0.189767,-0.187168,1.286112,0.345911,-1.242911,-0.417434,-2.021909,-1.841675,20.000000,-0.090422,-0.110387,-0.431766,-0.645278,-20.000000,0.218214,0.032797,-0.081608,0.429742,-1.643923,1.552245,0.184944,-0.046355,-0.036243,0.080676,3.273303,-20.000000,20.000000,7.128299
8024.156559,0.360093,0.817550,-0.146950,-0.104222,-0.168024,1.114091,0.313107,-1.273868,-0.180843,-2.094460,-1.673493,20.000000,0.033154,-0.022964,-0.458805,-0.347088,-20.000000,0.168437,0.050885,-0.052146,0.335918,-1.670831,1.447729,0.161993,-0.069210,0.023612,0.088593,3.231598,-20.000000,20.000000,7.062712
8024.174793,0.774159,0.663530,-0.079790,-0.110683,-0.134057,0.620780,0.354037,-1.062461,-0.361605,-1.810157,-1.629056,20.000000,0.138250,0.050919,0.610410,1.119858,-20.000000,0.057071,-0.018902,-0.012192,-0.252963,-1.793433,1.304710,0.144129,-0.069697,0.035567,0.122072,3.231616,-20.000000,20.000000,7.095684
8024.194755,1.066580,0.484735,-0.151949,-0.013823,-0.203374,-0.107186,0.458717,-0.935197,-0.575450,-1.262306,-1.344736,20.000000,0.167782,0.076730,2.260657,2.774090,-20.000000,0.000102,-0.125858,0.098245,-0.809857,-1.895301,1.231291,0.110127,-0.119483,0.023639,0.154526,3.159983,-20.000000,20.000000,7.065550
8024.224198,1.263987,0.283828,-0.219307,0.043103,-0.370938,-1.338017,0.529698,-0.718127,-0.763705,-0.580011,-0.949347,20.000000,0.154531,0.205611,3.945483,4.367670,-20.000000,0.032053,-0.190558,0.241748,-1.383092,-1.882066,1.177416,0.080249,-0.122920,-0.032811,0.156363,3.347940,-20.000000,20.000000,6.967534
8024.246727,1.534488,0.029981,-0.344748,-0.052872,-0.426502,-2.632353,0.477944,-0.415546,-0.891743,-0.006577,-0.694077,20.000000,0.128572,0.314757,4.744583,5.189116,-20.000000,0.082403,-0.198397,0.318414,-1.877996,-1.860412,1.191818,-0.030987,-0.130251,-0.105291,0.077681,3.777065,-20.000000,20.000000,6.998760
8024.255767,1.787596,-0.158321,-0.438161,-0.228336,-0.460994,-3.697101,0.467167,-0.210398,-1.094616,0.521933,-0.665663,20.000000,0.095761,0.380139,5.044843,5.503921,-20.000000,0.115666,-0.151777,0.270019,-2.279070,-1.790258,1.191498,-0.115378,-0.098062,-0.157264,0.033923,4.236814,-20.000000,20.000000,7.168637
8024.274737,1.950176,0.235989,-0.197707,0.103434,-0.323090,-3.804335,0.450842,-0.663877,0.405334,-0.540601,-1.083058,20.000000,-0.249722,-0.038691,3.164553,3.758147,-20.000000,-0.200868,-0.034399,0.275301,-1.219820,-1.728932,1.340646,-0.080062,-0.081654,-0.198683,0.034570,4.337116,-20.000000,20.000000,6.761413
8024.294810,1.632221,0.534996,-0.149527,-0.070279,-0.847001,-3.914314,0.318861,-0.855356,2.107582,-0.638313,-1.330815,20.000000,-0.260790,0.099092,2.907663,3.725938,-20.000000,-0.164317,-0.013269,-0.048723,-0.619675,-1.605879,1.491904,-0.006782,-0.155414,-0.279722,-0.097474,4.492603,-20.000000,20.000000,6.214644
8024.314801,1.325578,0.618669,-0.166626,-0.344482,-1.090382,-3.773792,0.204142,-0.787553,3.282673,-0.770985,-1.476841,20.000000,-0.237672,0.041852,2.222301,3.258954,-20.000000,-0.039989,0.016980,-0.249942,-0.124212,-1.528072,1.480315,0.127334,-0.195792,-0.350988,-0.156336,4.567191,-20.000000,20.000000,5.889568
8024.334821,0.893905,0.760719,-0.040361,-0.272106,-0.804821,-3.056991,0.168091,-0.832907,3.994004,-1.208600,-1.409796,20.000000,-0.039901,-0.499721,1.437402,2.304495,-20.000000,-0.016110,0.196637,-0.271286,0.366437,-1.557271,1.556446,0.306114,-0.514226,-0.418442,-0.098495,4.683961,-20.000000,20.000000,5.732577
8024.354805,0.596277,0.689144,-0.087784,-0.118783,-0.202839,-1.831970,0.449753,-0.938826,3.885005,-1.728598,-1.305448,20.000000,0.093932,-0.393849,0.300506,1.137303,-20.000000,0.024278,0.120118,-0.049088,0.738748,-1.622566,1.631061,0.442431,-0.317406,-0.355644,-0.166965,4.359599,-20.000000,20.000000,5.519676
8024.374809,-0.066412,0.760984,-0.075201,0.549071,0.530212,-0.443677,0.953492,-1.426030,3.219252,-2.532945,-0.527238,20.000000,-0.002132,-0.244120,-0.560249,0.560204,-20.000000,0.042925,0.064047,0.566469,0.266535,-1.739040,1.609014,0.406561,-0.109662,-0.222725,-0.162725,3.886401,-20.000000,20.000000,5.230534
8024.394836,-0.519083,1.262013,0.162627,0.969085,0.310083,0.920532,1.326714,-1.482900,2.243021,-2.828558,0.153374,20.000000,0.134807,-0.056499,-0.269106,0.656613,-20.000000,-0.081474,0.067640,0.990167,-0.341524,-1.941463,1.566843,0.431495,0.021089,-0.131625,-0.201114,3.444909,-20.000000,20.000000,5.151496
8024.414939,-0.326680,1.371247,0.183074,1.005357,0.061403,1.134703,1.415361,-1.354136,1.230617,-2.645375,-0.085885,20.000000,0.002177,0.120048,0.074661,0.505516,-20.000000,-0.202377,-0.041069,0.824148,-0.561382,-2.050121,1.468027,0.333255,0.150092,-0.113013,-0.220993,3.347701,-20.000000,20.000000,5.174335
8024.435173,-0.104208,1.284967,0.180766,1.277277,-0.009575,0.825039,1.534135,-1.346327,0.568788,-2.735721,-0.169373,20.000000,-0.022978,0.209869,0.200277,0.274605,-20.000000,-0.349077,-0.223491,0.802030,-0.501063,-2.159908,1.372464,0.292935,0.251966,-0.093604,-0.176650,3.344611,-20.000000,20.000000,5.486887
8024.454756,0.213295,1.119464,0.096058,1.365748,-0.297825,0.386755,1.599314,-1.309671,-0.090685,-2.721646,-0.312067,20.000000,-0.009290,0.225691,0.224130,0.274306,-20.000000,-0.420967,-0.267225,0.916317,-0.319622,-2.202405,1.333833,0.249548,0.267216,-0.072296,-0.196393,3.567703,-20.000000,20.000000,5.858497
8024.475355,0.673418,0.879861,0.091205,1.327326,-0.438280,0.263217,1.607345,-1.337803,-0.692238,-2.561422,-0.485449,20.000000,-0.039740,0.161726,0.324156,0.336740,-20.000000,-0.229233,-0.320944,0.797739,-0.263247,-2.215463,1.274606,0.249819,0.215961,-0.084834,-0.185400,3.823766,-20.000000,20.000000,6.087297
8024.494831,1.310407,0.442262,0.029894,1.261128,-0.557339,0.243259,1.520522,-1.078443,-0.892039,-2.154665,-0.827187,20.000000,-0.116968,0.201079,0.414792,0.494725,-20.000000,-0.108906,-0.275498,0.524755,-0.139794,-2.144272,1.199076,0.182938,0.197335,-0.087920,-0.163094,3.952970,-20.000000,20.000000,6.333078
8024.514795,1.992980,-0.246132,-0.070329,0.720506,-0.517705,0.327073,1.289962,-0.749887,-0.770393,-1.501585,-1.554942,20.000000,-0.315771,0.274196,0.462277,0.885336,-20.000000,-0.024438,-0.188875,0.293672,0.149303,-2.048760,1.267492,0.085021,0.207298,-0.142556,-0.166205,3.968574,-20.000000,20.000000,6.504831
8024.534808,2.370714,-0.674418,-0.174727,0.212646,-0.396830,0.475112,1.065210,-0.616953,-0.477459,-1.153555,-1.986652,20.000000,-0.314180,0.327479,0.681479,1.313725,-20.000000,0.001853,-0.091981,0.122718,0.324029,-1.990547,1.355454,0.086158,0.191801,-0.190636,-0.166200,3.954612,-20.000000,20.000000,6.579857
8024.554805,2.356813,-0.731284,-0.160143,-0.011480,-0.334482,0.280032,0.964034,-0.470043,-0.182462,-0.993826,-2.067308,20.000000,-0.242403,0.310443,0.770422,1.808658,-20.000000,0.026919,-0.016388,-0.062943,0.402592,-1.895736,1.434790,0.104711,0.115666,-0.295194,-0.168688,3.939653,-20.000000,20.000000,6.408255
8024.574821,2.191684,-0.377209,-0.175831,-0.109503,-0.333805,-0.050640,0.878079,-0.405677,-0.038588,-0.992355,-1.914266,20.000000,-0.173637,0.396618,0.853183,2.257066,-20.000000,0.050423,-0.020280,-0.048410,0.483942,-1.788807,1.513697,0.096199,0.131756,-0.380693,-0.172336,3.852353,-20.000000,20.000000,6.054698
8024.594791,0.549667,-0.118606,-0.573238,1.811236,-2.205449,-0.633151,1.329796,-0.365145,1.633242,-2.066314,1.122300,20.000000,-0.938147,-0.118967,0.758869,1.437576,-20.000000,0.234007,-0.115341,0.223078,1.754199,-1.459503,1.035038,-0.223709,-0.310351,-0.392856,0.312652,3.825406,-20.000000,20.000000,5.966802
8024.614792,-0.104647,1.177446,0.090812,0.519967,-1.608274,-1.020800,0.763392,-0.728216,0.332317,-1.535614,-1.207378,20.000000,-0.396085,-0.011899,0.766707,1.332945,-20.000000,0.177757,-0.003383,0.008060,0.269412,-1.498846,1.596198,-0.219657,-0.173678,-0.410502,0.182488,3.837914,-20.000000,20.000000,5.450357
8024.634795,-0.192646,1.845502,0.053821,0.311418,-1.450248,-1.126567,0.519435,-0.952097,-0.114569,-1.365265,-1.339432,20.000000,-0.134258,-0.092582,0.986020,1.985297,-20.000000,0.066178,0.043491,-0.056807,-0.248861,-1.586438,1.662835,-0.031733,-0.200657,-0.354209,0.118292,4.088276,-20.000000,20.000000,5.187659
8024.654792,0.248437,1.588990,0.146022,0.334814,-0.780965,-1.280128,0.435176,-0.769159,-0.492907,-1.379856,-1.174682,20.000000,0.159806,-0.247866,1.095425,2.230781,-20.000000,0.031366,0.106241,-0.015125,-0.685581,-1.730417,1.588637,0.259018,-0.191547,-0.364213,0.148067,4.437775,-20.000000,20.000000,5.129726
8024.674826,0.883470,1.072166,-0.026818,0.377176,-0.412057,-1.208526,0.608359,-0.529578,-0.443446,-1.289683,-1.159443,20.000000,0.153017,-0.308714,0.948018,2.320147,-20.000000,0.050785,0.010264,-0.060579,-0.544449,-1.831491,1.406176,0.304387,-0.210866,-0.420722,0.142772,4.600956,-20.000000,20.000000,5.049448
8024.694806,1.149243,0.743815,-0.043122,0.260646,-0.423617,-0.884372,0.761568,-0.299191,-0.024960,-1.287776,-1.198538,20.000000,0.040826,-0.430647,0.791904,2.314929,-20.000000,0.145872,-0.062563,-0.061794,-0.315264,-1.816508,1.416128,0.328503,-0.216054,-0.441219,0.116152,4.647468,-20.000000,20.000000,5.049406
8024.714848,1.048218,0.608918,-0.086682,0.097169,-0.738762,-0.400584,0.741991,-0.178577,0.263439,-1.315733,-1.437594,20.000000,-0.083355,-0.258871,0.652746,1.922505,-20.000000,0.054002,0.071297,-0.179502,0.127983,-1.769431,1.527211,0.243818,-0.183948,-0.484522,0.046335,4.525821,-20.000000,20.000000,4.902355
8024.734802,0.831936,0.578544,-0.078820,-0.030004,-0.789772,0.148547,0.716398,-0.554312,-0.064457,-1.362250,-1.694713,20.000000,-0.245302,-0.104541,0.572829,0.772346,-20.000000,-0.013865,0.098570,-0.331015,0.156032,-1.701991,1.591676,0.127494,-0.061632,-0.473229,0.059833,4.357513,-20.000000,20.000000,4.813154
8024.754799,0.708181,0.457832,-0.074248,-0.047923,-0.716376,0.435869,0.639402,-0.889604,-0.193079,-1.387455,-1.866760,20.000000,-0.349791,-0.094411,0.485238,-0.104676,-20.000000,0.059569,0.105905,-0.360790,0.264138,-1.677949,1.616299,0.129347,-0.021824,-0.454132,0.140921,4.208861,-20.000000,20.000000,4.807891
8024.774804,0.533271,0.362026,-0.097908,-0.070890,-0.650400,0.668985,0.639241,-1.029150,-0.407699,-1.504194,-2.015272,20.000000,-0.295136,-0.071499,0.404328,-0.164640,-20.000000,0.061694,0.050683,-0.272671,0.393612,-1.693228,1.589429,0.099423,-0.077970,-0.458273,0.207425,3.989488,-20.000000,20.000000,4.864561
8024.794818,0.533433,0.280505,-0.019815,-0.112297,-0.677783,0.594726,0.643520,-1.031809,-0.344741,-1.498891,-2.093936,20.000000,-0.228700,-0.056804,0.352593,-0.487157,-20.000000,0.126043,0.124352,-0.225948,0.548996,-1.676512,1.607407,0.102904,-0.100861,-0.452336,0.272645,3.785574,-20.000000,20.000000,4.788349
8024.814787,0.696819,0.118623,-0.086062,-0.216231,-0.782421,0.447330,0.637050,-0.900354,-0.467715,-1.477221,-2.250657,20.000000,-0.283538,0.002304,0.359555,-0.331844,-20.000000,0.108625,0.088983,-0.103196,0.548213,-1.708453,1.547728,0.088651,-0.085069,-0.481313,0.268362,3.515695,-20.000000,20.000000,4.925783
8024.834793,0.825594,0.097568,-0.098554,-0.173468,-0.649480,0.105929,0.618265,-0.722303,-0.596198,-1.413813,-2.177931,20.000000,-0.170103,0.023247,0.456822,-0.037423,-20.000000,0.118703,0.006681,-0.080668,0.274099,-1.732893,1.459847,0.214277,-0.085468,-0.476035,0.243678,3.302719,-20.000000,20.000000,5.140337
8024.854790,0.962153,0.121173,-0.098001,-0.125461,-0.454944,-0.271812,0.614167,-0.634327,-0.400478,-1.361599,-2.064354,20.000000,-0.248497,-0.007766,0.548580,0.193056,-20.000000,0.077362,-0.090080,-0.101216,0.091433,-1.710515,1.427538,0.136555,-0.075012,-0.479791,0.239679,3.194764,-20.000000,20.000000,5.278640
8024.874828,1.077680,0.261093,-0.085522,-0.094858,-0.254472,-0.492726,0.608809,-0.636399,0.272583,-1.290119,-1.875750,20.000000,-0.195418,-0.048072,0.601826,0.190356,-20.000000,0.042788,-0.118484,-0.189393,-0.090171,-1.708469,1.430935,0.158404,-0.051067,-0.500857,0.256172,3.188811,-20.000000,20.000000,5.260953
8024.894781,0.957473,0.505003,-0.115061,-0.148986,-0.193714,-0.248163,0.596128,-0.670784,0.428872,-1.296747,-1.693904,20.000000,-0.264913,-0.057126,0.669622,0.306509,-20.000000,-0.017580,-0.145455,-0.294985,-0.189627,-1.701281,1.454999,0.090901,-0.013233,-0.467777,0.233762,3.280379,-20.000000,20.000000,5.181935
8024.914788,0.756920,0.771980,-0.128950,-0.057603,-0.179104,-0.122549,0.532305,-0.725879,0.442239,-1.380020,-1.528446,20.000000,-0.353163,-0.068810,0.820976,0.520290,-20.000000,-0.000407,-0.128835,-0.455878,-0.226787,-1.681888,1.480274,0.033214,-0.018730,-0.498719,0.232030,3.436406,-20.000000,20.000000,5.036195
8024.934702,0.579002,0.781326,-0.084063,-0.024893,-0.118987,-0.181413,0.542121,-0.719934,0.493356,-1.498472,-1.524451,20.000000,-0.416562,-0.121430,0.544812,0.436539,-20.000000,0.054274,-0.020689,-0.504754,-0.143867,-1.620536,1.499233,0.050427,-0.070054,-0.521574,0.244939,3.558495,-20.000000,20.000000,4.918730
8024.954784,0.539630,0.719496,-0.093171,-0.029484,-0.147274,-0.158833,0.577906,-0.680845,0.492317,-1.556725,-1.582441,20.000000,-0.452798,-0.154787,0.228209,0.140130,-20.000000,0.156925,0.034185,-0.506665,-0.002236,-1.599870,1.507180,0.063517,-0.142441,-0.530549,0.260023,3.602202,-20.000000,20.000000,4.850154
8024.974795,0.542222,0.615943,-0.121200,-0.052144,-0.131252,0.192291,0.610137,-0.716160,0.141548,-1.615284,-1.651337,20.000000,-0.432014,-0.138083,0.087569,-0.017246,-20.000000,0.169524,0.061271,-0.514193,0.123674,-1.625697,1.486815,0.053062,-0.145579,-0.528849,0.273056,3.582641,-20.000000,20.000000,4.830734
8024.994799,0.536993,0.507023,-0.124312,-0.036308,-0.096577,0.335970,0.644641,-0.701694,-0.289741,-1.704993,-1.693627,20.000000,-0.400098,-0.184013,0.072487,-0.005952,-20.000000,0.142099,0.024555,-0.445729,0.185805,-1.679194,1.448264,0.025425,-0.122922,-0.501704,0.318518,3.429216,-20.000000,20.000000,4.832590
8025.014804,0.527635,0.352812,-0.136427,-0.030273,-0.049740,0.284181,0.710213,-0.728297,-0.642386,-1.745558,-1.762044,20.000000,-0.362665,-0.159967,-0.060505,-0.205147,-20.000000,0.134354,0.043608,-0.332668,0.321327,-1.699070,1.433642,-0.006025,-0.150500,-0.455128,0.348986,3.195525,-20.000000,20.000000,4.837163
8025.034783,0.569103,0.292213,-0.145958,-0.117758,0.007598,0.190882,0.740455,-0.776105,-0.707133,-1.722472,-1.871053,20.000000,-0.334203,-0.040849,-0.013522,-0.334768,-20.000000,0.124121,0.003003,-0.189477,0.303738,-1.711590,1.456414,-0.016095,-0.092522,-0.423811,0.341952,2.941189,-20.000000,20.000000,4.897983
8025.054795,0.621854,0.362463,-0.137945,-0.177252,0.019189,0.139789,0.733083,-0.770391,-0.507463,-1.675456,-1.854156,20.000000,-0.325296,-0.038744,0.214042,-0.043846,-20.000000,0.057806,-0.058786,-0.094163,0.259609,-1.706957,1.432067,-0.047623,-0.072597,-0.415510,0.340010,2.730560,-20.000000,20.000000,4.967089
8025.074794,0.575462,0.473037,-0.147922,-0.160978,0.023349,0.041768,0.703302,-0.756058,-0.012917,-1.628515,-1.746029,20.000000,-0.282457,-0.020432,0.333122,0.321365,-20.000000,-0.046934,-0.114370,-0.113049,0.100713,-1.747598,1.447724,-0.060778,-0.029741,-0.423051,0.338508,2.619765,-20.000000,20.000000,5.030774
8025.094802,0.453834,0.603854,-0.115965,-0.146655,0.061448,-0.127461,0.647243,-0.751533,0.195705,-1.608913,-1.575684,20.000000,-0.304946,-0.080148,0.320232,0.482402,-20.000000,-0.065303,-0.167501,-0.170792,0.027099,-1.701559,1.450455,-0.053959,-0.049393,-0.439541,0.317754,2.594726,-20.000000,20.000000,5.071228
8025.114775,0.389397,0.752943,-0.115165,-0.146604,0.078309,-0.289399,0.623729,-0.723391,0.274455,-1.612795,-1.454298,20.000000,-0.297648,-0.099857,0.228799,0.498534,-20.000000,-0.070410,-0.161261,-0.256662,-0.022649,-1.685377,1.450617,-0.026682,-0.040018,-0.466389,0.292136,2.668199,-20.000000,20.000000,5.082860
8025.134774,0.402347,0.830537,-0.081351,-0.101588,0.080951,-0.310643,0.589359,-0.695290,0.451150,-1.622513,-1.389639,20.000000,-0.281872,-0.133134,0.125081,0.451727,-20.000000,-0.045375,-0.101564,-0.367873,-0.020132,-1.662789,1.458387,-0.015790,-0.071380,-0.507561,0.290894,2.801194,-20.000000,20.000000,5.076777
8025.154704,0.426620,0.786922,-0.107634,-0.048862,0.085394,-0.244601,0.606818,-0.675128,0.580638,-1.658137,-1.421769,20.000000,-0.319366,-0.122886,0.000839,0.388668,-20.000000,-0.017635,-0.034237,-0.464419,-0.008529,-1.650152,1.470217,-0.022201,-0.117467,-0.511268,0.287561,2.897120,-20.000000,20.000000,5.016516
8025.174795,0.392559,0.706102,-0.113428,-0.023953,0.073521,-0.066562,0.633835,-0.667242,0.356553,-1.742089,-1.474645,20.000000,-0.308481,-0.149905,-0.147341,0.237961,-20.000000,0.069234,-0.015754,-0.489482,0.041077,-1.648710,1.448303,0.031852,-0.135247,-0.488618,0.308532,2.928055,-20.000000,20.000000,4.994245
8025.194771,0.366362,0.649503,-0.104221,-0.000362,0.060925,0.169400,0.667746,-0.667295,-0.149131,-1.822833,-1.513761,20.000000,-0.324252,-0.175856,-0.183751,0.138346,-20.000000,0.114007,0.000470,-0.445193,0.117567,-1.641574,1.430749,0.029427,-0.164306,-0.489194,0.338426,2.895559,-20.000000,20.000000,5.004207
8025.214784,0.394344,0.547271,-0.134469,0.045167,0.099952,0.264502,0.716714,-0.676228,-0.299843,-1.838312,-1.558118,20.000000,-0.386528,-0.143192,-0.182557,0.083780,-20.000000,0.135880,0.038982,-0.379095,0.165011,-1.647768,1.432380,-0.014857,-0.141274,-0.484617,0.354385,2.804991,-20.000000,20.000000,4.977149
8025.234770,0.384140,0.479841,-0.102917,-0.020804,0.101557,0.259302,0.742908,-0.699704,-0.541844,-1.840620,-1.635823,20.000000,-0.340786,-0.138132,-0.142177,-0.111469,-20.000000,0.113510,0.022657,-0.241791,0.241534,-1.668190,1.443909,-0.015153,-0.123267,-0.428857,0.370710,2.623782,-20.000000,20.000000,4.997100
8025.254786,0.420213,0.447511,-0.128431,-0.096858,0.089422,0.283189,0.770431,-0.707147,-0.611494,-1.802318,-1.712802,20.000000,-0.308474,-0.058613,-0.027759,-0.113134,-20.000000,0.077325,-0.040800,-0.164418,0.255762,-1.684109,1.435032,-0.023736,-0.078114,-0.439120,0.360954,2.447510,-20.000000,20.000000,5.055738
8025.274807,0.411285,0.488502,-0.131725,-0.129913,0.088186,0.183770,0.764146,-0.704004,-0.328615,-1.755281,-1.715034,20.000000,-0.299616,-0.048732,0.121429,0.091905,-20.000000,0.011458,-0.100837,-0.132803,0.197560,-1.691993,1.437913,-0.043446,-0.062509,-0.458643,0.357337,2.312134,-20.000000,20.000000,5.139947
8025.294788,0.380185,0.587339,-0.126347,-0.153079,0.066978,-0.029386,0.737162,-0.684986,0.120071,-1.689563,-1.634742,20.000000,-0.271595,-0.036985,0.222372,0.322340,-20.000000,-0.029966,-0.130917,-0.120869,0.129174,-1.679911,1.456130,-0.039536,-0.053383,-0.481837,0.342868,2.238293,-20.000000,20.000000,5.206203
8025.314782,0.330258,0.720583,-0.123188,-0.182909,0.039663,-0.137997,0.672022,-0.694975,0.222436,-1.635806,-1.535844,20.000000,-0.255691,-0.047292,0.275358,0.473451,-20.000000,-0.066295,-0.116413,-0.155191,0.100634,-1.653978,1.454938,-0.036131,-0.083286,-0.513281,0.336998,2.270567,-20.000000,20.000000,5.269787
