t,a_il_0,a_il_1,a_il_2,a_il_3,a_il_4,a_il_5,a_il_6,a_il_7,a_il_8,a_il_9,a_il_10,a_il_11,a_il_12,a_il_13,a_il_14,a_il_15,a_il_16,a_il_17,a_il_18,a_il_19,a_il_20,a_il_21,a_il_22,a_il_23,a_il_24,a_il_25,a_il_26,a_il_27,a_il_28,a_il_29,a_il_30
8040.736113,1.024045,0.554941,-0.094808,-0.217335,0.328052,0.031936,0.968547,-0.714695,-0.007609,-1.719723,-1.569633,20.000000,-0.031549,-0.028492,0.251187,0.661423,-20.000000,-0.009641,-0.092111,-0.183874,-0.002050,-1.583083,1.462554,0.080583,-0.039105,-0.215799,-0.033118,4.023329,-20.000000,20.000000,7.133074
8040.757902,1.028672,0.552022,-0.088179,-0.248662,0.330840,0.148606,0.991068,-0.710924,0.107653,-1.718075,-1.591131,20.000000,-0.010257,-0.015911,0.283055,0.660452,-20.000000,0.015242,-0.091093,-0.180088,-0.015140,-1.586552,1.486170,0.100115,-0.018841,-0.221728,-0.058908,4.065917,-20.000000,20.000000,7.111189
8040.779795,1.036624,0.574962,-0.071384,-0.245287,0.297472,0.125863,1.007530,-0.709711,0.050643,-1.688411,-1.584470,20.000000,0.004969,-0.040575,0.288155,0.660370,-20.000000,-0.007892,-0.085332,-0.196179,-0.021146,-1.580377,1.483264,0.081517,-0.027470,-0.237393,-0.050156,4.081222,-20.000000,20.000000,7.121914
8040.801732,1.064622,0.521311,-0.095123,-0.251037,0.298478,0.151730,1.027408,-0.669917,0.068106,-1.686049,-1.620633,20.000000,-0.020273,-0.005727,0.287341,0.657752,-20.000000,-0.003047,-0.051598,-0.198847,-0.014827,-1.583926,1.506659,0.083713,-0.033125,-0.234420,-0.075936,4.084435,-20.000000,20.000000,7.114462
8040.823605,1.104178,0.475666,-0.105836,-0.265482,0.322930,0.170337,1.017769,-0.673977,0.044206,-1.669908,-1.647642,20.000000,-0.004799,0.031976,0.267111,0.628764,-20.000000,0.021665,-0.055945,-0.191919,-0.003240,-1.581519,1.508194,0.112789,-0.011851,-0.238623,-0.079598,4.092796,-20.000000,20.000000,7.113544
8040.845399,1.140185,0.465762,-0.099390,-0.289359,0.316655,0.165659,1.024389,-0.673775,0.113611,-1.649061,-1.668794,20.000000,-0.009739,0.023080,0.257262,0.611569,-20.000000,0.012139,-0.048668,-0.196352,-0.012312,-1.577783,1.520446,0.073517,-0.004302,-0.263829,-0.091962,4.084102,-20.000000,20.000000,7.108421
8040.867269,1.162374,0.445316,-0.103756,-0.313248,0.331012,0.174407,1.038442,-0.659020,0.076502,-1.641568,-1.683434,20.000000,-0.030811,0.035337,0.284452,0.583449,-20.000000,0.021253,-0.053078,-0.188408,-0.004650,-1.573103,1.519874,0.046089,-0.005701,-0.272934,-0.104566,4.080597,-20.000000,20.000000,7.093380
8040.889177,1.196975,0.410468,-0.112207,-0.319200,0.347180,0.133829,1.044333,-0.649932,0.062899,-1.625592,-1.693159,20.000000,-0.045242,0.037390,0.293460,0.572548,-20.000000,0.012387,-0.061590,-0.187244,-0.006709,-1.570627,1.520938,0.041451,-0.005194,-0.285887,-0.108617,4.069999,-20.000000,20.000000,7.077231
8040.911440,1.197080,0.391293,-0.122006,-0.342431,0.353750,0.109398,1.032680,-0.643014,-0.006338,-1.607793,-1.713446,20.000000,-0.026339,0.078180,0.308298,0.553818,-20.000000,0.028788,-0.075889,-0.182739,-0.001391,-1.554866,1.529208,0.064471,0.012806,-0.287498,-0.115271,4.046374,-20.000000,20.000000,7.069378
8040.932989,1.204187,0.377802,-0.125559,-0.356133,0.354688,0.079909,1.032776,-0.623973,-0.050139,-1.593279,-1.711425,20.000000,-0.038458,0.062223,0.326575,0.537842,-20.000000,0.021456,-0.091127,-0.181695,-0.004161,-1.555390,1.518472,0.056265,0.019066,-0.278212,-0.109690,4.046364,-20.000000,20.000000,7.045217
8040.956339,1.213494,0.363819,-0.109892,-0.351179,0.362600,0.118331,1.043435,-0.614416,-0.018221,-1.594270,-1.716452,20.000000,-0.041520,0.042446,0.348402,0.541548,-20.000000,0.013412,-0.072735,-0.193322,-0.010628,-1.557009,1.523816,0.038997,0.002937,-0.285923,-0.115193,4.049310,-20.000000,20.000000,7.010108
8040.976702,1.250137,0.329564,-0.086633,-0.334462,0.351942,0.080767,1.071276,-0.561279,0.040592,-1.573296,-1.733882,20.000000,-0.055635,-0.012052,0.407618,0.607657,-20.000000,0.015502,-0.053660,-0.217068,-0.029764,-1.581917,1.545751,0.041098,-0.031154,-0.274767,-0.133611,4.064456,-20.000000,20.000000,7.000297
8041.004464,1.009823,0.509141,-0.007958,-0.342543,0.355746,-0.170409,0.899892,-0.763188,-0.466202,-1.648805,-1.621459,20.000000,0.104858,-0.292227,0.356571,0.507189,-20.000000,-0.042935,-0.185699,-0.145055,-0.005514,-1.606422,1.461373,0.166875,-0.132601,-0.272286,-0.057748,4.120684,-20.000000,20.000000,7.042053
8041.020512,0.883203,0.613704,-0.041082,-0.320947,0.401683,-0.319965,0.828656,-0.884294,-0.695298,-1.711936,-1.552730,20.000000,0.091276,-0.234432,0.305338,0.442835,-20.000000,-0.068069,-0.178924,-0.064654,0.016552,-1.631088,1.483292,0.141005,-0.099490,-0.270512,-0.032971,4.144152,-20.000000,20.000000,7.074286
8041.042363,0.952256,0.626324,-0.048327,-0.297341,0.421174,-0.148994,0.820511,-0.860385,-0.469219,-1.660636,-1.569932,20.000000,0.015326,-0.160585,0.361120,0.522979,-20.000000,-0.039671,-0.130028,-0.063273,0.003368,-1.616404,1.533413,0.107046,-0.078024,-0.278988,-0.060026,4.170362,-20.000000,20.000000,7.078643
8041.064347,1.080599,0.596947,-0.091983,-0.410071,0.371528,-0.000779,0.848640,-0.812249,-0.050226,-1.561246,-1.632659,20.000000,-0.045174,-0.072473,0.485410,0.584988,-20.000000,0.005527,-0.129122,-0.139927,-0.067635,-1.611009,1.557888,0.121836,-0.009374,-0.270919,-0.073314,4.215413,-20.000000,20.000000,7.062443
8041.086307,1.235689,0.475350,-0.141009,-0.501128,0.386530,0.149484,0.913493,-0.802266,0.393798,-1.544186,-1.714518,20.000000,-0.037610,0.024760,0.555009,0.636528,-20.000000,0.017808,-0.121516,-0.220929,-0.116694,-1.634954,1.606022,0.200805,0.044486,-0.300122,-0.094183,4.297871,-20.000000,20.000000,7.076909
8041.108016,1.304803,0.388231,-0.143442,-0.660057,0.363147,0.190842,0.892198,-0.782514,0.282565,-1.523742,-1.792763,20.000000,-0.002499,0.009081,0.486901,0.550934,-20.000000,-0.012482,-0.130504,-0.231708,-0.057660,-1.667336,1.612142,0.245790,0.039456,-0.269339,-0.121595,4.366337,-20.000000,20.000000,7.152084
8041.129894,1.345385,0.315606,-0.132438,-0.696387,0.361068,0.174674,0.852840,-0.775349,0.097795,-1.512558,-1.810664,20.000000,0.000293,0.002329,0.432851,0.470284,-20.000000,0.001955,-0.118031,-0.236484,-0.002513,-1.670924,1.613560,0.249147,0.033379,-0.239108,-0.139150,4.420035,-20.000000,20.000000,7.202593
8041.153045,1.444472,0.182056,-0.148252,-0.620221,0.393608,0.130780,0.865242,-0.727794,0.126914,-1.505442,-1.846096,20.000000,-0.019871,0.074537,0.383361,0.449710,-20.000000,0.047783,-0.009569,-0.244405,0.035371,-1.646630,1.602969,0.194091,0.012636,-0.261766,-0.124854,4.388303,-20.000000,20.000000,7.185872
8041.173665,1.508347,0.088645,-0.190589,-0.614345,0.381588,0.138581,0.907407,-0.686248,-0.001763,-1.501784,-1.896752,20.000000,-0.102133,0.100980,0.312948,0.347633,-20.000000,0.064259,0.015107,-0.224364,0.103119,-1.625448,1.576431,0.146126,-0.024150,-0.274259,-0.107072,4.288600,-20.000000,20.000000,7.185038
8041.196572,1.556879,0.037260,-0.164507,-0.592107,0.397963,0.169710,0.920834,-0.642431,-0.185826,-1.492723,-1.939509,20.000000,-0.095415,0.141144,0.351070,0.314108,-20.000000,0.096925,0.035627,-0.233803,0.114871,-1.630655,1.583726,0.159506,0.008350,-0.262976,-0.097152,4.225735,-20.000000,20.000000,7.156676
8041.217473,1.631101,0.000777,-0.171404,-0.571490,0.443701,0.142112,0.932830,-0.610775,-0.386279,-1.488065,-1.958233,20.000000,-0.102498,0.165820,0.404627,0.306594,-20.000000,0.064140,0.024349,-0.221662,0.129169,-1.651151,1.554170,0.118671,0.024991,-0.268674,-0.053464,4.134051,-20.000000,20.000000,7.129569
8041.238242,1.653794,-0.035079,-0.176177,-0.553360,0.469355,0.036981,0.956299,-0.589803,-0.588286,-1.462335,-1.952268,20.000000,-0.150115,0.102188,0.461796,0.322502,-20.000000,0.066403,0.007864,-0.204665,0.140387,-1.641902,1.492370,0.085472,-0.037808,-0.265551,-0.024887,4.025839,-20.000000,20.000000,7.083555
8041.256062,1.716787,-0.057568,-0.190224,-0.586431,0.487609,-0.073500,0.967334,-0.560678,-0.531850,-1.433262,-1.996460,20.000000,-0.162789,0.137133,0.505949,0.303140,-20.000000,0.061771,-0.022705,-0.191769,0.130329,-1.626408,1.474982,0.077015,0.004709,-0.280127,-0.019912,3.956821,-20.000000,20.000000,7.056638
8041.274041,1.794257,-0.052284,-0.177159,-0.600297,0.508422,-0.122274,0.987789,-0.557266,-0.313231,-1.414121,-2.010232,20.000000,-0.100557,0.171426,0.521656,0.265892,-20.000000,0.041777,-0.041818,-0.197283,0.098966,-1.621740,1.494954,0.100684,0.034801,-0.301503,-0.036612,3.906332,-20.000000,20.000000,7.017332
8041.292064,1.796744,-0.058946,-0.159121,-0.645765,0.501051,-0.156605,1.022570,-0.509702,-0.016018,-1.368484,-2.022749,20.000000,-0.089153,0.133765,0.611477,0.292315,-20.000000,0.024470,-0.055452,-0.215017,0.029439,-1.619442,1.498664,0.094695,0.022790,-0.327966,-0.051463,3.890061,-20.000000,20.000000,6.956671
8041.310250,1.715847,0.041191,-0.143257,-0.672643,0.365008,-0.021100,0.975376,-0.527068,0.742817,-1.338669,-1.997359,20.000000,-0.043945,0.083467,0.707356,0.405160,-20.000000,-0.048310,-0.126927,-0.292384,-0.109128,-1.585833,1.508516,0.105662,0.023550,-0.377252,-0.047505,3.918793,-20.000000,20.000000,6.897831
8041.331270,1.685690,0.076542,-0.155218,-0.700840,0.297086,0.114468,1.015950,-0.534609,1.376019,-1.314674,-2.007917,20.000000,-0.015505,0.098568,0.785815,0.465577,-20.000000,-0.059667,-0.131153,-0.343066,-0.234037,-1.568007,1.544285,0.109397,-0.001561,-0.411531,-0.069908,4.000202,-20.000000,20.000000,6.804906
8041.346409,1.615589,0.131604,-0.175863,-0.699079,0.187055,0.324194,0.985651,-0.577118,1.856456,-1.326826,-1.972866,20.000000,-0.040459,0.089644,0.774322,0.501283,-20.000000,-0.043914,-0.131164,-0.382927,-0.294805,-1.532806,1.566422,0.117506,-0.002175,-0.432890,-0.079471,4.131776,-20.000000,20.000000,6.757069
8041.364114,1.500466,0.180462,-0.178343,-0.709544,0.100037,0.339612,0.934019,-0.575337,1.822467,-1.401939,-1.979982,20.000000,-0.062205,-0.038099,0.541608,0.321701,-20.000000,0.014136,-0.042432,-0.292772,-0.166947,-1.505829,1.559422,0.149844,-0.102948,-0.437065,-0.057311,4.251966,-20.000000,20.000000,6.728807
8041.382106,1.430123,0.145034,-0.164457,-0.653186,0.167404,0.371922,0.954578,-0.597488,1.395733,-1.505935,-2.011506,20.000000,-0.019292,-0.052466,0.343683,0.126700,-20.000000,0.052724,-0.014945,-0.180432,-0.053386,-1.517017,1.579476,0.206327,-0.137552,-0.390807,-0.065107,4.323069,-20.000000,20.000000,6.725267
8041.400242,1.440978,0.062820,-0.138933,-0.639967,0.237758,0.348229,0.970685,-0.624426,0.672191,-1.549184,-2.055427,20.000000,0.054661,0.001116,0.294507,0.058683,-20.000000,0.057696,-0.011358,-0.108280,-0.015587,-1.540349,1.512090,0.201975,-0.116146,-0.371125,-0.011649,4.332057,-20.000000,20.000000,6.725793
8041.418112,0.850332,0.498891,0.165991,-0.290708,0.185349,0.340303,0.714261,-0.952207,-0.364950,-1.815975,-1.686210,20.000000,0.496162,-0.580235,0.086738,0.082773,-20.000000,-0.027968,-0.044167,0.010319,0.091070,-1.630952,1.506011,0.415364,-0.381242,-0.215448,0.052904,4.404370,-20.000000,20.000000,6.824810
8041.436120,0.491259,0.787488,0.140998,0.119346,0.284454,0.190422,0.718217,-1.105621,-0.680125,-2.062840,-1.408972,20.000000,0.345530,-0.486811,0.052571,0.443059,-20.000000,0.040340,-0.048842,0.142109,0.010868,-1.644227,1.540050,0.286206,-0.295582,-0.161121,0.056590,4.413221,-20.000000,20.000000,6.734292
8041.457583,0.316082,0.988637,0.105432,0.304862,0.346736,-0.031762,0.840144,-1.121276,-0.673757,-2.158726,-1.222824,20.000000,0.183403,-0.313131,0.024206,0.573072,-20.000000,0.032229,-0.102176,0.296463,-0.028546,-1.647418,1.556154,0.150726,-0.146277,-0.105479,0.056586,4.389513,-20.000000,20.000000,6.689975
8041.475509,0.177801,1.146065,0.035051,0.484710,0.365825,-0.152977,0.923357,-1.174009,-0.535160,-2.237293,-1.017099,20.000000,0.107989,-0.196881,0.085338,0.696484,-20.000000,-0.053457,-0.162065,0.422415,-0.092706,-1.688524,1.552135,0.103332,-0.064598,-0.076054,0.013903,4.390088,-20.000000,20.000000,6.657453
8041.490398,0.106498,1.269783,-0.001499,0.677325,0.397567,-0.101144,0.988348,-1.235018,0.051484,-2.314702,-0.800119,20.000000,0.020853,-0.140943,0.220604,0.866223,-20.000000,-0.171296,-0.252995,0.457613,-0.234404,-1.736560,1.549120,0.064400,0.024182,-0.108744,-0.025440,4.431346,-20.000000,20.000000,6.638918
8041.510293,0.007713,1.390615,0.000693,0.831788,0.310005,0.011836,1.089288,-1.251842,0.895270,-2.359109,-0.562128,20.000000,-0.010889,-0.165273,0.295020,0.956302,-20.000000,-0.229186,-0.332182,0.472556,-0.335256,-1.738265,1.567207,0.061969,0.031432,-0.151575,-0.088693,4.504068,-20.000000,20.000000,6.586347
8041.526344,-0.096545,1.450365,-0.008648,0.786993,0.184105,0.230642,1.088617,-1.263222,1.417046,-2.403495,-0.463312,20.000000,-0.043853,-0.149962,0.207362,0.972545,-20.000000,-0.215371,-0.350135,0.529267,-0.368861,-1.758703,1.615582,0.081283,0.053292,-0.136682,-0.158927,4.608041,-20.000000,20.000000,6.535383
8041.544119,-0.074309,1.449713,-0.001549,0.652384,0.046716,0.362764,1.097918,-1.231982,1.293782,-2.432172,-0.476402,20.000000,-0.050742,-0.146592,0.082031,0.912695,-20.000000,-0.176596,-0.273633,0.543456,-0.318098,-1.751687,1.620036,0.135387,0.020909,-0.125988,-0.197872,4.707021,-20.000000,20.000000,6.518172
8041.562903,0.187040,1.291387,-0.061216,0.525552,-0.085918,0.427548,1.064799,-1.133114,0.817958,-2.344210,-0.689755,20.000000,-0.088200,-0.005886,-0.102839,0.879278,-20.000000,-0.132517,-0.111733,0.496251,-0.206880,-1.725057,1.568008,0.114474,-0.023191,-0.134331,-0.218600,4.694911,-20.000000,20.000000,6.584442
8041.583807,0.582391,1.054238,-0.107424,0.190904,-0.184822,0.423495,1.013527,-0.980265,-0.065254,-2.124242,-1.076228,20.000000,-0.136508,0.133201,-0.058072,0.885917,-20.000000,-0.022393,-0.045834,0.334672,-0.060533,-1.714134,1.576696,0.129842,0.016770,-0.123652,-0.207967,4.631656,-20.000000,20.000000,6.730207
8041.599795,0.931400,0.721475,-0.140609,-0.191133,-0.323068,0.360185,0.868488,-0.801266,-0.770332,-1.768152,-1.568350,20.000000,-0.172843,0.138970,0.072274,0.842785,-20.000000,0.071798,-0.000621,0.078491,0.224026,-1.655947,1.561950,0.122879,-0.031495,-0.111083,-0.204971,4.567426,-20.000000,20.000000,6.964404
8041.616041,1.267011,0.337520,-0.142856,-0.166636,0.049363,0.215653,0.840231,-0.763931,-0.666900,-1.679061,-1.597479,20.000000,-0.144890,0.084778,0.369800,1.087402,-20.000000,0.157888,0.072664,-0.154916,0.059394,-1.678099,1.570673,0.121197,-0.064705,-0.117038,-0.144642,4.538002,-20.000000,20.000000,7.021057
8041.634308,1.545267,0.066781,-0.150232,-0.095772,0.295779,-0.031998,0.868657,-0.703351,-0.262789,-1.581064,-1.590818,20.000000,-0.152429,0.146681,0.490061,1.200815,-20.000000,0.123610,0.054659,-0.165251,0.152687,-1.660587,1.532502,0.090519,0.019739,-0.138964,-0.124289,4.465439,-20.000000,20.000000,7.040359
8041.652150,1.633235,0.119081,-0.167393,-0.169233,0.181110,-0.275980,0.829336,-0.617632,-0.240083,-1.411490,-1.556533,20.000000,-0.066435,0.223304,0.660535,1.533214,-20.000000,0.107700,0.028001,-0.153688,0.088256,-1.653074,1.568179,0.109630,0.039404,-0.153928,-0.157011,4.374440,-20.000000,20.000000,6.967750
8041.671200,1.538594,0.365033,-0.212482,-0.250303,0.021469,-0.557725,0.757986,-0.583119,-0.209691,-1.306689,-1.479134,20.000000,-0.025300,0.269994,1.055698,1.641886,-20.000000,0.118895,-0.006754,-0.239777,-0.045474,-1.620634,1.588969,0.124555,0.045216,-0.141171,-0.165453,4.286166,-20.000000,20.000000,6.798662
8041.688126,1.114652,0.901394,0.049812,-0.167857,-0.193510,-0.680176,0.528669,-0.904938,0.066232,-1.345403,-1.287694,20.000000,0.176403,-0.206879,1.245569,1.544990,-20.000000,0.026227,-0.110302,-0.249599,-0.198127,-1.660002,1.677519,0.217792,-0.142233,-0.101730,-0.109121,4.272356,-20.000000,20.000000,6.686174
8041.706127,1.021320,1.193054,0.062635,-0.098243,-0.277117,-0.444165,0.402983,-0.992748,0.458535,-1.389523,-1.232818,20.000000,0.209252,-0.232068,1.186857,1.603109,-20.000000,-0.081474,-0.112218,-0.174214,-0.268341,-1.670515,1.746037,0.240962,-0.068309,-0.114521,-0.137885,4.384157,-20.000000,20.000000,6.608379
8041.724127,0.997583,1.251415,0.046994,-0.109082,-0.391467,-0.202545,0.376144,-0.939120,0.539344,-1.454573,-1.299514,20.000000,0.178523,-0.220110,1.026293,1.586877,-20.000000,-0.031154,-0.128635,-0.125917,-0.281043,-1.679270,1.755570,0.317791,-0.021415,-0.139312,-0.152625,4.552290,-20.000000,20.000000,6.557082
8041.742970,0.931773,1.154217,-0.011431,-0.197137,-0.419715,0.120367,0.378643,-0.863329,0.377904,-1.504420,-1.411347,20.000000,0.096465,-0.219290,0.918662,1.424627,-20.000000,-0.008319,-0.058579,-0.124004,-0.233224,-1.691982,1.782110,0.289829,-0.014504,-0.123643,-0.140564,4.710154,-20.000000,20.000000,6.564063
8041.760224,0.933671,0.917026,-0.058207,-0.275892,-0.345455,0.421366,0.396456,-0.732295,-0.149171,-1.586241,-1.576271,20.000000,0.001377,-0.209467,0.605621,0.989777,-20.000000,0.044895,-0.037861,-0.097518,0.071211,-1.722991,1.789303,0.315965,-0.015546,-0.130370,-0.162079,4.813385,-20.000000,20.000000,6.667163
8041.778282,0.901957,0.653159,-0.072237,-0.341476,-0.219592,0.693372,0.413229,-0.694508,-0.882202,-1.649898,-1.711158,20.000000,-0.016632,-0.182811,0.282036,0.409510,-20.000000,0.086496,-0.053677,-0.026656,0.456187,-1.753495,1.774391,0.335497,-0.018057,-0.102120,-0.154917,4.825516,-20.000000,20.000000,6.851886
8041.796203,0.914696,0.419322,-0.069332,-0.391877,0.022331,0.819877,0.407608,-0.717894,-0.844898,-1.648836,-1.829995,20.000000,-0.048491,-0.110979,0.325790,0.484440,-20.000000,0.081907,-0.093707,-0.025251,0.214525,-1.792048,1.787901,0.272295,0.006837,-0.081621,-0.168127,4.787261,-20.000000,20.000000,6.965881
8041.814050,0.938399,0.362252,-0.108792,-0.444683,0.084367,0.658672,0.433813,-0.725481,-0.666864,-1.634217,-1.892453,20.000000,-0.089701,-0.136283,0.212253,0.249440,-20.000000,0.014118,-0.081607,-0.012840,0.275296,-1.831648,1.795565,0.216331,0.017721,-0.062066,-0.166314,4.678473,-20.000000,20.000000,7.013995
8041.832108,0.927978,0.446531,-0.069604,-0.439549,0.032507,0.282261,0.416870,-0.815245,-0.546062,-1.612759,-1.812929,20.000000,-0.135206,-0.119405,0.295506,0.366254,-20.000000,-0.026628,-0.058085,-0.080585,0.162335,-1.843306,1.865150,0.161747,0.010447,-0.060965,-0.169702,4.590286,-20.000000,20.000000,6.918906
8041.850267,1.062336,0.486677,-0.090555,-0.360926,0.103789,-0.201553,0.481655,-0.797013,-0.212554,-1.568083,-1.703368,20.000000,-0.038204,0.030754,0.340681,0.470962,-20.000000,-0.063028,-0.049169,-0.183494,0.003536,-1.809825,1.774241,0.182890,0.050282,-0.095831,-0.123917,4.490255,-20.000000,20.000000,6.752933
8041.868283,1.153103,0.538125,-0.113114,-0.351801,0.115398,-0.714920,0.539777,-0.779678,0.499929,-1.494567,-1.657847,20.000000,-0.083052,0.081962,0.536726,0.672767,-20.000000,-0.058964,-0.125833,-0.284823,-0.226336,-1.749294,1.756348,0.172964,0.078636,-0.160876,-0.122894,4.457639,-20.000000,20.000000,6.594744
8041.886284,1.235304,0.682584,-0.083646,-0.469476,0.014888,-0.801648,0.574363,-0.730127,0.732977,-1.418038,-1.577668,20.000000,-0.094695,-0.062836,0.577584,0.610761,-20.000000,-0.090335,-0.191132,-0.309737,-0.189383,-1.736969,1.726728,0.193206,0.037006,-0.200006,-0.122528,4.520174,-20.000000,20.000000,6.546007
8041.904236,1.395249,0.747847,-0.061489,-0.410352,0.060119,-0.484008,0.552108,-0.729740,0.864465,-1.398293,-1.484081,20.000000,-0.105894,-0.046579,0.851130,0.825953,-20.000000,-0.064951,-0.169884,-0.390925,-0.277377,-1.716520,1.767260,0.262397,0.087165,-0.233310,-0.168804,4.657923,-20.000000,20.000000,6.476375
8041.922070,1.418200,0.648265,-0.084277,-0.408985,0.115037,-0.157677,0.603513,-0.686677,0.779811,-1.426901,-1.565209,20.000000,-0.180405,-0.089168,0.747772,0.756879,-20.000000,0.004112,-0.063226,-0.356817,-0.193413,-1.712477,1.770643,0.257507,0.035983,-0.212096,-0.170909,4.754661,-20.000000,20.000000,6.492768
8041.940255,1.338188,0.571133,-0.098908,-0.474013,0.072788,0.123849,0.586630,-0.655143,0.272806,-1.494943,-1.676510,20.000000,-0.196827,-0.095136,0.565542,0.581373,-20.000000,0.065165,-0.019148,-0.279485,-0.014766,-1.714895,1.772409,0.250169,0.003243,-0.179612,-0.176688,4.800364,-20.000000,20.000000,6.538399
8041.960366,1.270199,0.443053,-0.085220,-0.475762,0.090177,0.485238,0.588804,-0.615870,-0.336991,-1.575262,-1.775081,20.000000,-0.233410,-0.138481,0.296767,0.303455,-20.000000,0.111346,0.006039,-0.189204,0.258364,-1.721689,1.752792,0.240215,-0.040674,-0.143879,-0.138395,4.778436,-20.000000,20.000000,6.609896
8041.976108,1.212032,0.215259,-0.096416,-0.495047,0.174503,0.750421,0.599315,-0.641384,-0.967861,-1.625625,-1.946410,20.000000,-0.195807,-0.125427,0.000181,-0.165043,-20.000000,0.106294,0.014704,-0.030480,0.485427,-1.741702,1.732376,0.212828,-0.037364,-0.116869,-0.119530,4.656240,-20.000000,20.000000,6.685053
8041.994119,0.432238,0.630408,0.167021,-0.125052,0.073039,0.710149,0.348315,-1.106099,-1.350141,-1.946070,-1.672732,20.000000,0.402463,-0.582267,-0.123502,-0.058467,-20.000000,-0.045549,-0.085670,0.022356,0.523109,-1.860507,1.656637,0.395632,-0.221149,0.002201,0.113161,4.530162,-20.000000,20.000000,6.747578
8042.013251,0.029777,1.013445,0.149856,0.046630,-0.014438,0.457767,0.316223,-1.270452,-1.273284,-2.092778,-1.486119,20.000000,0.232295,-0.509979,-0.161249,0.218042,-20.000000,-0.121098,-0.100764,0.042541,0.359851,-1.825160,1.668505,0.202472,-0.169765,0.011716,0.186431,4.383595,-20.000000,20.000000,6.694082
8042.031181,-0.136225,1.216093,0.100237,0.212485,0.014792,0.067623,0.311529,-1.250568,-0.802606,-2.137541,-1.273478,20.000000,0.147874,-0.425226,-0.101026,0.617216,-20.000000,-0.145758,-0.154340,0.077259,0.037229,-1.825180,1.654763,0.180475,-0.099419,-0.015394,0.210640,4.282593,-20.000000,20.000000,6.588030
8042.048135,-0.266335,1.380978,0.024451,0.514403,0.122237,-0.475171,0.336977,-1.296319,0.048978,-2.238963,-0.902747,20.000000,0.058178,-0.330036,0.021987,1.000652,-20.000000,-0.172868,-0.241782,0.243922,-0.271540,-1.822213,1.645397,0.159341,-0.006072,-0.049943,0.183648,4.238743,-20.000000,20.000000,6.383868
8042.066117,-0.168960,1.563870,0.016978,0.610741,0.077551,-0.366663,0.439814,-1.262869,0.819496,-2.258280,-0.649643,20.000000,0.102979,-0.258001,-0.109554,0.885119,-20.000000,-0.186696,-0.284772,0.334255,-0.241623,-1.833755,1.673116,0.258595,0.097370,-0.084940,0.149297,4.302235,-20.000000,20.000000,6.353585
8042.084118,0.240664,1.535315,-0.012893,0.317869,-0.111983,-0.048928,0.414004,-1.147520,0.793733,-1.971412,-0.879829,20.000000,0.078818,-0.164357,0.219161,1.079283,-20.000000,-0.151688,-0.273304,0.113279,-0.289580,-1.868413,1.706028,0.299213,0.083580,-0.120043,0.108619,4.440189,-20.000000,20.000000,6.396402
8042.102075,0.500683,1.317783,-0.075407,0.117335,-0.205463,0.121181,0.403564,-1.057609,0.553829,-1.824006,-1.169249,20.000000,-0.035185,-0.152336,0.334640,1.103558,-20.000000,-0.078727,-0.178063,-0.074859,-0.200874,-1.830404,1.687178,0.319767,0.032941,-0.129700,0.111772,4.604043,-20.000000,20.000000,6.417830
8042.120128,0.624750,1.097978,-0.091642,-0.010809,-0.274449,0.168192,0.309458,-1.042831,0.196164,-1.770520,-1.377130,20.000000,-0.117282,-0.131464,0.139342,0.927698,-20.000000,-0.001685,-0.070227,-0.078663,0.017862,-1.774567,1.725827,0.308871,0.021868,-0.158846,0.130408,4.717640,-20.000000,20.000000,6.545419
8042.138878,0.624729,0.909896,-0.122546,-0.059283,-0.305635,0.271876,0.263858,-1.054814,-0.321956,-1.771239,-1.482081,20.000000,-0.165637,-0.132699,-0.106534,0.494315,-20.000000,0.075520,-0.011458,-0.053852,0.395314,-1.766916,1.723009,0.298908,0.005584,-0.119793,0.159960,4.729660,-20.000000,20.000000,6.667264
8042.156120,0.654725,0.721689,-0.169069,0.066357,-0.097379,0.405878,0.258555,-1.047668,-0.433661,-1.788528,-1.518510,20.000000,-0.230456,-0.008511,0.022044,0.663319,-20.000000,0.153358,0.019022,-0.098685,0.245186,-1.783379,1.702887,0.191379,0.036746,-0.074588,0.149430,4.615981,-20.000000,20.000000,6.650976
8042.174309,0.688131,0.647565,-0.154968,0.006701,-0.125805,0.376071,0.313869,-1.017957,-0.481367,-1.776209,-1.612207,20.000000,-0.178528,0.015374,0.035335,0.489520,-20.000000,0.106775,0.032081,-0.047412,0.460833,-1.802268,1.702817,0.187092,0.033247,-0.086741,0.162933,4.435076,-20.000000,20.000000,6.671659
8042.192153,0.692318,0.669211,-0.123226,-0.067261,-0.158060,0.188026,0.307881,-1.044489,-0.573807,-1.760026,-1.658693,20.000000,-0.033447,0.029269,0.012941,0.360860,-20.000000,0.010692,0.019355,-0.111413,0.450521,-1.841906,1.678107,0.221145,-0.006464,-0.087485,0.172114,4.287579,-20.000000,20.000000,6.685877
8042.210693,0.713960,0.692106,-0.111013,-0.138308,-0.095624,-0.010174,0.290445,-1.061223,-0.253126,-1.716620,-1.624647,20.000000,-0.064159,0.060075,0.175544,0.511968,-20.000000,-0.041291,-0.053447,-0.142188,0.292566,-1.828384,1.664361,0.190117,0.067836,-0.115003,0.164596,4.188200,-20.000000,20.000000,6.628875
