t,qw,qx,qy,qz,wx,wy,wz
8019.034995,-0.451394,0.002769,0.005713,0.892302,0.002819,0.001897,-0.002341
8019.054991,-0.451394,0.002775,0.005733,0.892302,-0.000290,-0.002180,-0.003362
8019.074979,-0.451394,0.002780,0.005732,0.892302,0.001789,-0.001077,-0.004700
8019.094978,-0.451394,0.002779,0.005741,0.892302,0.000112,0.000998,-0.007096
8019.114993,-0.451394,0.002815,0.005739,0.892302,0.006002,0.001161,-0.004215
8019.134981,-0.451394,0.002830,0.005751,0.892302,0.001772,-0.000274,-0.003127
8019.154979,-0.451394,0.002821,0.005778,0.892302,0.001825,-0.002119,-0.003647
8019.174989,-0.451394,0.002825,0.005791,0.892301,-0.000178,0.003132,-0.004983
8019.194977,-0.451394,0.002800,0.005785,0.892302,0.000681,0.002381,-0.001260
8019.214981,-0.451394,0.002817,0.005787,0.892302,0.000169,0.001037,-0.003109
8019.235407,-0.451394,0.002807,0.005784,0.892302,-0.000887,0.000728,-0.002037
8019.255010,-0.451394,0.002815,0.005793,0.892302,-0.000822,-0.003258,-0.004949
8019.274997,-0.451394,0.002813,0.005796,0.892302,0.004427,0.000589,-0.003146
8019.294975,-0.451394,0.002814,0.005795,0.892302,0.001593,-0.003463,-0.001510
8019.314975,-0.451394,0.002838,0.005805,0.892301,-0.001331,-0.002190,0.000634
8019.334976,-0.451394,0.002827,0.005799,0.892301,0.000215,-0.000284,-0.000983
8019.354994,-0.451394,0.002847,0.005804,0.892301,0.002558,0.001886,-0.001543
8019.374996,-0.451394,0.002852,0.005813,0.892301,0.002648,-0.002097,-0.001531
8019.394977,-0.451394,0.002874,0.005813,0.892301,-0.001104,-0.001652,-0.001764
8019.414971,-0.451394,0.002876,0.005821,0.892301,-0.002422,-0.002495,-0.002279
8019.434972,-0.451394,0.002895,0.005804,0.892301,0.000990,0.001327,0.001126
8019.454970,-0.451394,0.002891,0.005804,0.892301,0.004747,-0.000453,0.000846
8019.474970,-0.451394,0.002905,0.005809,0.892301,-0.000059,-0.000296,-0.000715
8019.494967,-0.451394,0.002903,0.005809,0.892301,-0.004069,0.000674,-0.001742
8019.514980,-0.451394,0.002897,0.005826,0.892301,0.003369,0.000833,-0.000741
8019.536556,-0.451394,0.002888,0.005816,0.892301,0.000181,-0.000556,-0.003634
8019.554977,-0.451394,0.002905,0.005793,0.892301,0.001230,0.003198,0.001917
8019.575052,-0.451394,0.002904,0.005805,0.892301,0.001468,0.003727,0.001630
8019.594985,-0.451394,0.002912,0.005803,0.892301,-0.004705,0.004901,-0.003092
8019.614992,-0.451394,0.002912,0.005807,0.892301,-0.004349,0.000141,-0.002811
8019.635020,-0.451394,0.002899,0.005809,0.892301,0.001481,0.001870,-0.002585
8019.654999,-0.451394,0.002884,0.005813,0.892301,-0.004286,-0.000113,0.003291
8019.674986,-0.451394,0.002887,0.005814,0.892301,-0.000398,0.003692,0.002190
8019.695060,-0.451394,0.002893,0.005819,0.892301,0.001452,0.003717,0.001646
8019.714982,-0.451394,0.002900,0.005815,0.892301,-0.000146,0.004501,0.001665
8019.734988,-0.451394,0.002900,0.005815,0.892301,-0.001391,-0.000320,-0.000962
8019.754987,-0.451394,0.002896,0.005818,0.892301,0.000935,0.002653,-0.001002
8019.774997,-0.451394,0.002894,0.005807,0.892301,-0.000087,0.001290,0.000075
8019.794995,-0.451394,0.002886,0.005807,0.892301,-0.001142,0.000202,-0.002569
8019.815021,-0.451394,0.002889,0.005801,0.892301,0.004154,0.001122,-0.002604
8019.835864,-0.451394,0.002888,0.005793,0.892301,-0.000364,0.000475,-0.003363
8019.854951,-0.451394,0.002878,0.005794,0.892301,-0.000108,0.002638,0.001401
8019.874973,-0.451394,0.002875,0.005784,0.892301,-0.002438,-0.000879,0.000368
8019.894996,-0.451394,0.002867,0.005783,0.892301,-0.002220,0.000444,-0.002815
8019.914968,-0.451394,0.002859,0.005771,0.892302,0.000728,-0.001076,-0.003901
8019.935176,-0.451394,0.002855,0.005769,0.892302,0.003383,0.000854,0.000313
8019.954949,-0.451394,0.002857,0.005765,0.892302,0.004128,0.001909,-0.002601
8019.974994,-0.451394,0.002839,0.005774,0.892302,-0.000785,-0.003530,-0.001743
8019.995019,-0.451394,0.002829,0.005770,0.892302,-0.001452,0.001788,-0.002559
8020.015011,-0.451394,0.002835,0.005745,0.892302,-0.001610,-0.002198,0.000905
8020.034969,-0.451394,0.002834,0.005734,0.892302,0.000218,-0.000828,0.000092
8020.054978,-0.451394,0.002833,0.005728,0.892302,0.001880,-0.002922,0.001151
8020.075011,-0.451394,0.002806,0.005728,0.892302,0.001330,-0.002927,-0.000175
8020.095011,-0.451394,0.002803,0.005751,0.892302,-0.001937,-0.000621,-0.003593
8020.115021,-0.451394,0.002795,0.005768,0.892302,0.000531,-0.004021,-0.002814
8020.135021,-0.451394,0.002784,0.005767,0.892302,0.000830,-0.003454,0.001421
8020.154954,-0.451394,0.002761,0.005776,0.892302,-0.002199,0.000175,-0.000693
8020.174940,-0.451394,0.002766,0.005768,0.892302,-0.000045,-0.001386,-0.003353
8020.194974,-0.451394,0.002781,0.005775,0.892302,0.001548,0.000810,0.004863
8020.215368,-0.451394,0.002775,0.005786,0.892302,0.003740,-0.003133,0.001141
8020.234964,-0.451394,0.002783,0.005791,0.892302,0.001851,-0.002925,-0.000975
8020.255306,-0.451394,0.002784,0.005789,0.892302,-0.000760,-0.003506,0.002755
8020.274950,-0.451394,0.002792,0.005802,0.892302,0.047710,-0.089455,-0.012117
8020.294945,-0.451230,0.005776,0.008914,0.892345,0.071689,-0.553725,-0.093347
8020.314961,-0.449440,0.009140,0.010056,0.893207,-0.066184,-0.102728,-0.157176
8020.334963,-0.447674,0.008851,0.009975,0.894097,-0.001737,0.134837,-0.178827
8020.354936,-0.446096,0.008044,0.009750,0.894896,-0.011534,0.008109,-0.156459
8020.374935,-0.444713,0.008424,0.010026,0.895577,-0.007596,-0.040663,-0.130516
8020.394957,-0.443612,0.008682,0.010101,0.896120,-0.011919,-0.110709,-0.131263
8020.414957,-0.442820,0.010789,0.011106,0.896477,-0.023048,-0.293851,-0.032195
8020.434959,-0.442127,0.013287,0.012124,0.896772,-0.000465,-0.204476,-0.156681
8020.454945,-0.438878,0.014549,0.012890,0.898336,0.033472,-0.148731,-0.493463
8020.474931,-0.433780,0.015933,0.013898,0.900771,0.000470,-0.206302,-0.598862
8020.498147,-0.433780,0.015933,0.013898,0.900771,0.000470,-0.206302,-0.598862
8020.516070,-0.433780,0.015933,0.013898,0.900771,0.000470,-0.206302,-0.598862
8020.534901,-0.418935,0.019914,0.015853,0.907659,-0.052399,-0.087430,-0.643847
8020.554942,-0.411041,0.020799,0.016208,0.911236,-0.005746,-0.114053,-0.764035
8020.574943,-0.404360,0.021781,0.016893,0.914185,-0.054425,-0.112750,-0.706076
8020.594933,-0.397931,0.023112,0.016730,0.916972,-0.112427,-0.087081,-0.677368
8020.614988,-0.391811,0.023819,0.016520,0.919589,-0.056706,-0.021037,-0.703537
8020.637402,-0.386285,0.024377,0.016537,0.921909,-0.039912,-0.080192,-0.760744
8020.667971,-0.386285,0.024377,0.016537,0.921909,-0.039912,-0.080192,-0.760744
8020.676439,-0.386285,0.024377,0.016537,0.921909,-0.039912,-0.080192,-0.760744
8020.694865,-0.363581,0.027714,0.019081,0.930955,-0.008706,-0.138838,-0.632537
8020.714915,-0.356377,0.028981,0.019924,0.933680,0.115143,-0.200321,-1.111987
8020.735130,-0.344851,0.030589,0.021235,0.937918,-0.053459,-0.201203,-1.182674
8020.754935,-0.334087,0.032249,0.020665,0.941764,-0.178663,-0.122082,-0.936039
8020.774910,-0.325975,0.032637,0.019773,0.944608,-0.096982,0.010611,-0.809007
8020.794976,-0.318836,0.032017,0.019046,0.947077,-0.050580,0.040046,-0.699858
8020.814943,-0.312809,0.031651,0.018851,0.949101,0.017104,0.082509,-0.578988
8020.836893,-0.310720,0.031278,0.018915,0.949798,0.029908,0.051632,-0.520290
8020.854951,-0.303648,0.029836,0.019632,0.952115,0.113549,0.158200,-0.424484
8020.874925,-0.299617,0.028998,0.020335,0.953402,0.052077,0.069873,-0.416493
8020.894928,-0.296198,0.028705,0.020250,0.954480,-0.019057,0.027051,-0.290512
8020.915150,-0.294126,0.029065,0.020220,0.955111,-0.041403,-0.105111,-0.223167
8020.934930,-0.292690,0.030034,0.020257,0.955521,-0.056244,-0.188185,-0.285071
8020.954935,-0.287279,0.031957,0.020488,0.957094,-0.016102,0.155125,-0.225791
8020.974930,-0.286839,0.028779,0.018859,0.957361,-0.212404,0.528991,0.041374
8020.995376,-0.289778,0.026577,0.015143,0.956605,-0.355782,0.310002,0.599106
8021.016441,-0.300429,0.027191,0.010087,0.953363,-0.445193,0.045381,1.210015
8021.034954,-0.314573,0.028054,0.003478,0.948812,-0.546366,0.087060,1.543669
8021.054930,-0.328905,0.029588,-0.001417,0.943898,-0.368134,-0.048219,1.510816
8021.074963,-0.342785,0.030484,-0.003259,0.938914,0.079821,0.035329,1.471865
8021.094929,-0.355262,0.029395,-0.001643,0.934303,0.376394,-0.041875,1.204870
8021.115405,-0.362934,0.028116,0.001797,0.931389,0.573621,-0.064184,0.916332
8021.134937,-0.368271,0.025236,0.004987,0.929362,0.417087,0.343223,0.396634
8021.154917,-0.369410,0.017302,0.005622,0.929089,0.072431,0.743020,-0.367998
8021.175151,-0.362945,0.010327,0.001865,0.931751,-0.278497,0.607438,-0.815543
8021.194899,-0.355781,0.006546,-0.001526,0.934545,-0.098232,0.448163,-0.684269
8021.215279,-0.350566,0.004037,-0.000815,0.936529,0.134514,0.260688,-0.581669
8021.235413,-0.347548,0.002995,0.000050,0.937657,0.152552,0.114514,-0.518016
8021.254936,-0.341674,0.002622,0.001643,0.939813,0.055763,-0.178136,-0.263908
8021.274921,-0.339652,0.005672,0.003614,0.940527,0.168318,-0.483665,-0.208229
8021.294912,-0.337611,0.010124,0.007461,0.941202,0.279504,-0.552799,-0.348372
8021.314909,-0.332640,0.012980,0.009938,0.942912,0.152069,-0.341847,-0.681154
8021.334905,-0.325832,0.014924,0.011713,0.945237,0.064293,-0.335068,-0.749022
8021.354919,-0.319163,0.016810,0.012066,0.947474,-0.202499,-0.418841,-0.526132
8021.374912,-0.317269,0.020876,0.010283,0.948050,-0.396854,-0.238773,-0.068163
8021.394906,-0.319331,0.024116,0.009535,0.947288,-0.062723,-0.314104,0.487342
8021.414937,-0.325704,0.025076,0.010899,0.945077,0.156861,0.117722,0.858957
8021.434929,-0.332276,0.022100,0.011007,0.942859,0.063933,0.665671,0.705202
8021.454909,-0.337669,0.016929,0.009402,0.941066,0.025747,0.352196,0.436329
8021.474929,-0.340148,0.016725,0.009982,0.940170,0.168162,-0.151164,0.104882
8021.494906,-0.340105,0.018171,0.012042,0.940135,0.134719,-0.165714,-0.075047
8021.514914,-0.339511,0.019967,0.012862,0.940302,0.009580,-0.177482,-0.120000
8021.534828,-0.338205,0.022382,0.013431,0.940710,0.020868,-0.278282,-0.110893
8021.554914,-0.337037,0.025059,0.014723,0.941043,0.030937,-0.396957,-0.109391
8021.575308,-0.335747,0.028760,0.016321,0.941372,-0.009883,-0.444798,-0.134363
8021.596702,-0.335747,0.028760,0.016321,0.941372,-0.009883,-0.444798,-0.134363
8021.621874,-0.332513,0.032260,0.018886,0.942358,0.015696,-0.157072,-0.232389
8021.635188,-0.330527,0.033042,0.019469,0.943017,-0.099190,-0.021415,-0.315725
8021.654931,-0.325473,0.033044,0.017806,0.944806,-0.217909,0.013737,-0.498929
8021.674924,-0.319352,0.033373,0.016703,0.946901,-0.050625,0.044883,-0.690070
8021.694908,-0.312533,0.032933,0.017727,0.949170,0.243409,0.025207,-0.738059
8021.714911,-0.305898,0.030961,0.020332,0.951344,0.282003,0.215740,-0.732263
8021.735274,-0.301830,0.029796,0.021147,0.952661,0.140634,0.096948,-0.704171
8021.754892,-0.293230,0.031981,0.022053,0.955252,0.020261,-0.314086,-0.648978
8021.774892,-0.286886,0.035990,0.023165,0.957008,-0.078215,-0.359452,-0.669038
8021.794962,-0.279876,0.038891,0.023280,0.958966,-0.132028,-0.190559,-0.762757
8021.814923,-0.271933,0.040205,0.022735,0.961207,-0.191645,-0.166824,-0.884269
8021.835645,-0.270164,0.040328,0.022605,0.961704,-0.222593,-0.158906,-0.917777
8021.854906,-0.254258,0.042116,0.020155,0.966009,-0.260854,-0.009016,-0.872752
8021.874887,-0.244777,0.041397,0.017199,0.968543,-0.326101,0.343560,-1.064863
8021.894884,-0.234120,0.039621,0.014079,0.971298,-0.205720,0.209557,-1.123051
8021.914827,-0.224846,0.039137,0.013187,0.973519,0.015042,0.123393,-0.838199
8021.934880,-0.219741,0.038728,0.013464,0.974696,0.059666,0.180273,-0.321739
8021.954881,-0.216704,0.038268,0.012113,0.975412,-0.119570,0.122345,-0.310085
8021.974898,-0.213783,0.037869,0.012605,0.976065,0.342230,-0.050399,-0.318860
8021.995441,-0.211398,0.037114,0.016096,0.976563,0.497728,-0.001669,-0.193073
8022.014894,-0.208980,0.034076,0.021394,0.977092,0.464615,0.192468,-0.285205
8022.034922,-0.204894,0.030650,0.023170,0.978030,-0.024549,0.412180,-0.844152
8022.054888,-0.195502,0.026248,0.018078,0.980185,-0.679906,0.469447,-0.818079
8022.074884,-0.187777,0.021812,0.011148,0.981906,-0.552362,0.611743,-0.741861
8022.094896,-0.180993,0.016960,0.009730,0.983290,0.089833,0.452562,-0.706095
8022.114880,-0.174992,0.015175,0.011839,0.984382,0.161769,-0.016566,-0.490169
8022.134840,-0.172756,0.016682,0.012944,0.984738,0.049797,-0.153999,0.000914
8022.154884,-0.173881,0.017956,0.014116,0.984502,0.143757,-0.070814,0.238465
8022.174943,-0.176742,0.019169,0.016071,0.983939,0.219685,-0.292337,0.295119
8022.194823,-0.181489,0.019548,0.016844,0.983054,0.031922,0.003591,0.689386
8022.214901,-0.192964,0.020290,0.016665,0.980854,-0.061056,-0.186945,1.291771
8022.234889,-0.207351,0.022967,0.016487,0.977858,-0.095863,-0.341457,1.614114
8022.254898,-0.222558,0.025998,0.016632,0.974431,0.039318,-0.196708,1.472891
8022.274797,-0.234202,0.026071,0.017005,0.971689,0.047302,0.069431,0.953614
8022.294889,-0.240849,0.025102,0.017142,0.970087,0.047718,0.043119,0.512331
8022.315516,-0.245687,0.025686,0.017570,0.968850,0.019838,-0.090295,0.438787
8022.338219,-0.247290,0.026236,0.017629,0.968426,0.003677,-0.083935,0.393504
8022.354874,-0.251341,0.027592,0.017818,0.967341,-0.045024,-0.089292,0.013016
8022.374867,-0.250693,0.028039,0.017585,0.967501,-0.006077,0.067490,-0.106040
8022.395930,-0.250235,0.027662,0.017562,0.967631,0.013188,0.124621,-0.096871
8022.416339,-0.250235,0.027662,0.017562,0.967631,0.013188,0.124621,-0.096871
8022.436075,-0.247125,0.027718,0.017710,0.968425,-0.053824,-0.154987,-0.254173
8022.454874,-0.246073,0.028474,0.017728,0.968671,-0.045845,-0.224320,-0.276775
8022.474846,-0.238913,0.033538,0.018907,0.970277,-0.053588,-0.312744,-0.508029
8022.497577,-0.238913,0.033538,0.018907,0.970277,-0.053588,-0.312744,-0.508029
8022.515552,-0.238913,0.033538,0.018907,0.970277,-0.053588,-0.312744,-0.508029
8022.541443,-0.238913,0.033538,0.018907,0.970277,-0.053588,-0.312744,-0.508029
8022.554884,-0.221777,0.033433,0.018639,0.974346,-0.019544,0.166630,-0.368599
8022.574882,-0.217960,0.031437,0.017699,0.975291,-0.035284,0.305797,-0.465425
8022.594924,-0.214035,0.029549,0.016887,0.976233,-0.095723,0.187412,-0.654244
8022.614877,-0.205634,0.028345,0.014957,0.978104,-0.110389,0.068561,-0.622046
8022.634833,-0.200122,0.028136,0.014765,0.979255,-0.011100,-0.026991,-0.657948
8022.654994,-0.194230,0.027494,0.014070,0.980470,-0.197732,0.332090,-0.556686
8022.674961,-0.189315,0.021680,0.011834,0.981606,-0.053709,0.757503,-0.427674
8022.694919,-0.185801,0.017161,0.010931,0.982377,-0.047076,-0.042325,-0.260839
8022.714855,-0.183370,0.021545,0.011166,0.982744,-0.061408,-0.636971,-0.270121
8022.734894,-0.183533,0.025423,0.012413,0.982606,0.132365,-0.111476,0.436487
8022.754866,-0.190006,0.024098,0.013325,0.981397,0.067033,0.077662,0.844864
8022.774870,-0.201929,0.023864,0.011851,0.979038,-0.076683,-0.060071,1.561539
8022.794856,-0.217802,0.024389,0.011116,0.975625,0.057499,0.018268,1.449009
8022.814891,-0.229757,0.023399,0.010571,0.972909,-0.085326,0.136475,1.027029
8022.834856,-0.237831,0.021836,0.009810,0.971012,0.010998,0.223048,0.673215
8022.854868,-0.243554,0.021005,0.009316,0.969615,-0.090664,0.043052,0.539894
8022.874877,-0.248548,0.021808,0.009508,0.968327,0.005584,-0.067299,0.482861
8022.894849,-0.252086,0.022196,0.009792,0.967401,0.071544,0.027610,0.243895
8022.914902,-0.254194,0.021836,0.010698,0.966848,0.088040,-0.029182,0.189347
8022.934867,-0.256466,0.023422,0.011142,0.966205,0.038687,-0.258357,0.229172
8022.954861,-0.258292,0.026167,0.011956,0.965638,0.063051,-0.265273,0.096042
8022.974940,-0.258688,0.028092,0.012377,0.965473,0.020743,-0.170721,-0.025085
8022.994872,-0.257966,0.029332,0.012752,0.965624,-0.014592,-0.102569,-0.080563
8023.014849,-0.257221,0.030008,0.012833,0.965801,-0.041379,-0.127224,-0.039412
8023.034888,-0.256766,0.030675,0.013032,0.965899,-0.014221,-0.012517,-0.047252
8023.054882,-0.256097,0.030604,0.013130,0.966077,-0.028375,0.009995,-0.059978
8023.074913,-0.255209,0.030332,0.013381,0.966317,0.000707,0.024934,-0.139625
8023.094855,-0.253555,0.030101,0.013373,0.966760,0.002129,0.034542,-0.203640
8023.114885,-0.251670,0.029945,0.013320,0.967258,0.030796,0.059651,-0.205030
8023.134772,-0.249744,0.029354,0.013128,0.967778,-0.012187,0.056400,-0.244244
8023.154859,-0.246594,0.028930,0.012680,0.968604,-0.004707,0.040286,-0.319333
8023.174855,-0.243248,0.028584,0.012899,0.969457,0.011361,0.029260,-0.371691
8023.194842,-0.239645,0.028135,0.012762,0.970369,-0.033978,0.027882,-0.329681
8023.215070,-0.237013,0.027936,0.012600,0.971023,-0.003413,0.025010,-0.229034
8023.235193,-0.234994,0.027665,0.012704,0.971520,-0.007230,0.014238,-0.238252
8023.254970,-0.232015,0.027791,0.012612,0.972233,-0.012204,-0.022457,-0.335487
8023.274862,-0.227937,0.028030,0.012575,0.973191,-0.021385,-0.048211,-0.464817
8023.294843,-0.223434,0.028036,0.012725,0.974233,0.002862,0.048131,-0.455322
8023.314783,-0.219863,0.027495,0.012609,0.975062,-0.024218,0.051189,-0.342858
8023.334845,-0.216874,0.027134,0.012353,0.975744,-0.038487,0.004834,-0.219682
8023.354853,-0.214418,0.026990,0.012302,0.976292,-0.025860,0.022911,-0.288851
8023.374838,-0.211268,0.026969,0.012197,0.976980,-0.041273,0.005618,-0.338577
8023.394831,-0.208134,0.027001,0.012037,0.977653,-0.011520,0.004798,-0.306128
8023.414958,-0.205054,0.026951,0.012044,0.978305,0.017956,0.011499,-0.324410
8023.434817,-0.203838,0.026866,0.012014,0.978562,0.017564,0.050189,-0.295922
8023.454858,-0.199974,0.026138,0.011697,0.979383,-0.009201,0.051001,-0.215580
8023.474847,-0.197504,0.025620,0.011505,0.979900,-0.014943,0.036495,-0.279440
8023.494858,-0.194578,0.025357,0.011273,0.980494,-0.010586,0.023024,-0.341516
8023.515666,-0.191239,0.025147,0.011228,0.981157,-0.023514,0.020776,-0.301600
8023.536167,-0.191239,0.025147,0.011228,0.981157,-0.023514,0.020776,-0.301600
8023.554858,-0.186998,0.025542,0.011119,0.981965,-0.022232,-0.013716,-0.162899
8023.574846,-0.184926,0.025452,0.011101,0.982360,0.002928,0.010581,-0.275734
8023.611784,-0.184926,0.025452,0.011101,0.982360,0.002928,0.010581,-0.275734
8023.619287,-0.184926,0.025452,0.011101,0.982360,0.002928,0.010581,-0.275734
8023.634900,-0.179318,0.026316,0.011198,0.983375,-0.019879,-0.016611,-0.105853
8023.655936,-0.179121,0.026355,0.011172,0.983411,-0.015344,-0.013273,-0.092637
8023.674788,-0.178949,0.026372,0.011147,0.983442,-0.018340,-0.003686,-0.075133
8023.694946,-0.178592,0.026405,0.011077,0.983506,-0.000074,-0.035692,-0.070100
8023.714783,-0.178315,0.026538,0.011119,0.983553,0.011027,-0.063075,-0.121551
8023.734763,-0.178066,0.026530,0.011035,0.983599,0.006995,-0.068845,-0.146183
8023.754749,-0.177349,0.026787,0.011162,0.983720,0.019522,-0.094916,-0.213839
8023.774848,-0.156264,0.032948,0.012248,0.987090,-0.146520,0.012641,-0.507690
8023.794791,-0.154236,0.032945,0.011810,0.987414,-0.087305,0.009389,-0.516329
8023.818272,-0.152688,0.033062,0.011871,0.987650,-0.040142,0.001645,-0.519834
8023.839355,-0.152688,0.033062,0.011871,0.987650,-0.040142,0.001645,-0.519834
8023.857756,-0.152688,0.033062,0.011871,0.987650,-0.040142,0.001645,-0.519834
8023.874766,-0.150110,0.033159,0.012037,0.988040,-0.026910,-0.011362,-0.526785
8023.894749,-0.147183,0.033169,0.012181,0.988478,0.030731,0.064746,-0.378879
8023.914886,-0.146825,0.033079,0.012212,0.988534,0.027145,0.113594,-0.322002
8023.946503,-0.146825,0.033079,0.012212,0.988534,0.027145,0.113594,-0.322002
8023.954861,-0.144811,0.014903,0.009999,0.989296,-0.045979,0.398499,0.004303
8023.974824,-0.144859,0.013112,0.009103,0.989324,-0.003916,0.114380,-0.034854
8023.995210,-0.144624,0.012890,0.008977,0.989362,0.034759,0.013792,-0.060464
8024.014835,-0.143071,0.014057,0.008576,0.989576,-0.162397,-0.506380,-0.245503
8024.039218,-0.143071,0.014057,0.008576,0.989576,-0.162397,-0.506380,-0.245503
8024.054744,-0.142439,0.015186,0.008398,0.989652,-0.185268,-0.591341,-0.401325
8024.074830,-0.133715,0.030056,0.009322,0.990520,-0.072256,-1.393595,-0.922678
8024.094766,-0.120740,0.044612,0.011141,0.991619,-0.137988,-0.597960,-0.767910
8024.124321,-0.111246,0.048403,0.012152,0.992539,-0.012465,-0.142548,-0.681861
8024.148949,-0.111246,0.048403,0.012152,0.992539,-0.012465,-0.142548,-0.681861
8024.156559,-0.111246,0.048403,0.012152,0.992539,-0.012465,-0.142548,-0.681861
8024.174793,-0.134246,0.036836,0.014269,0.990160,0.008099,0.692204,0.983637
8024.194755,-0.139132,0.033064,0.013439,0.989630,0.045525,0.782322,0.963606
8024.224198,-0.145648,0.027131,0.012707,0.988883,0.098143,0.865254,0.859877
8024.246727,-0.145648,0.027131,0.012707,0.988883,0.098143,0.865254,0.859877
8024.255767,-0.145648,0.027131,0.012707,0.988883,0.098143,0.865254,0.859877
8024.274737,-0.165090,0.003763,0.015251,0.986153,0.761130,0.689121,0.161158
8024.294810,-0.157380,-0.001620,0.014720,0.987427,-0.256252,-0.278900,-1.252255
8024.314801,-0.146231,0.008982,0.012725,0.989128,-0.530440,-0.884907,-0.868932
8024.334821,-0.142159,0.019822,0.013446,0.989554,-0.116260,-0.710709,0.081980
8024.354805,-0.146214,0.026101,0.015843,0.988782,0.023915,-0.509593,0.593962
8024.374809,-0.150448,0.028391,0.016094,0.988079,-0.160716,-0.090981,0.230987
8024.394836,-0.151919,0.023221,0.012161,0.988045,-0.538405,1.054924,0.139713
8024.414939,-0.153314,0.011890,0.001985,0.988104,-0.671652,0.840276,0.098361
8024.435173,-0.154485,0.010943,-0.001457,0.987933,-0.160969,-0.688183,0.044300
8024.454756,-0.154183,0.021042,-0.000744,0.987818,-0.202886,-0.927464,-0.019948
8024.475355,-0.156055,0.030253,-0.003950,0.987277,-0.257790,-0.583008,0.321405
8024.494831,-0.161279,0.034443,-0.001966,0.986306,0.635922,-0.271298,0.543338
8024.514795,-0.166758,0.034626,0.005462,0.985375,1.003950,-0.082759,0.351925
8024.534808,-0.167482,0.031550,0.013364,0.985279,0.920007,0.312613,-0.013843
8024.554805,-0.164686,0.027963,0.021459,0.985716,0.783394,-0.055204,-0.467808
8024.574821,-0.154982,0.026369,0.027673,0.987178,0.311136,0.227357,-1.423394
8024.594791,-0.136289,0.021502,0.024019,0.990144,-0.820616,0.438619,-2.201079
8024.614792,-0.113955,0.015575,0.014970,0.993251,-0.673189,1.616922,-2.567328
8024.634795,-0.091298,-0.008858,0.010509,0.995729,-0.275628,2.175579,-0.994906
8024.654792,-0.098113,-0.022631,0.007937,0.994886,-0.197998,0.742925,1.376875
8024.674826,-0.119019,-0.026496,0.008906,0.992498,0.385722,0.332284,2.256092
8024.694806,-0.137601,-0.025865,0.014913,0.990038,0.900093,-0.108203,1.292890
8024.714848,-0.142986,-0.021376,0.023855,0.989206,0.456553,-0.590932,-0.124937
8024.734802,-0.134985,-0.014956,0.023559,0.990455,-0.564929,-0.494682,-1.200482
8024.754799,-0.123114,-0.009301,0.019346,0.992160,-0.409106,-0.667118,-0.898893
8024.774804,-0.116747,-0.002353,0.019818,0.992961,0.152942,-0.933833,-0.391486
8024.794818,-0.114575,0.005371,0.022734,0.993140,0.063878,-0.876627,0.144817
8024.814787,-0.118373,0.010255,0.022161,0.992669,-0.333863,-0.373820,0.629989
8024.834793,-0.125346,0.011493,0.018112,0.991881,-0.327891,0.062865,0.760813
8024.854790,-0.131963,0.009521,0.015797,0.991083,-0.063618,0.300723,0.440407
8024.874828,-0.135402,0.005941,0.014698,0.990664,-0.037672,0.563645,0.071241
8024.894781,-0.133011,-0.000993,0.013102,0.991028,-0.121564,0.784119,-0.438950
8024.914788,-0.126943,-0.006608,0.008811,0.991849,-0.472428,0.573244,-0.574019
8024.934702,-0.123519,-0.006131,0.006331,0.992303,-0.091008,-0.255567,-0.126881
8024.954784,-0.124005,-0.001700,0.008236,0.992246,0.062393,-0.424030,0.181391
8024.974795,-0.125534,0.002096,0.009046,0.992046,-0.071743,-0.244871,0.167026
8024.994799,-0.126949,0.004840,0.008986,0.991857,-0.006562,-0.320392,0.142439
8025.014804,-0.128379,0.009424,0.010189,0.991628,0.189869,-0.741219,0.172765
8025.034783,-0.130129,0.014001,0.012576,0.991318,0.320608,-0.492047,0.097516
8025.054795,-0.130507,0.015316,0.014420,0.991224,0.131132,0.092508,-0.011087
8025.074794,-0.129986,0.013127,0.013524,0.991337,-0.047332,0.218572,-0.138507
8025.094802,-0.128293,0.011312,0.011893,0.991600,-0.173058,0.207052,-0.188227
8025.114775,-0.125760,0.009844,0.009252,0.991969,-0.316800,0.293039,-0.229456
8025.134774,-0.124475,0.007565,0.006493,0.992173,-0.270078,0.381052,-0.043341
8025.154704,-0.125064,0.005715,0.005164,0.992119,-0.100593,0.089106,0.099720
8025.174795,-0.125866,0.007440,0.005320,0.992005,-0.047987,-0.214454,0.062400
8025.194771,-0.126464,0.010829,0.005808,0.991895,0.010765,-0.244030,0.053868
8025.214784,-0.126792,0.013558,0.007005,0.991812,0.195233,-0.239070,0.058324
8025.234770,-0.128131,0.016837,0.010387,0.991560,0.366870,-0.492689,0.070881
8025.254786,-0.128305,0.019553,0.012248,0.991466,0.208385,-0.229991,-0.004440
8025.274807,-0.127740,0.019848,0.013051,0.991523,0.137751,-0.056284,-0.129402
8025.294788,-0.126229,0.019055,0.012739,0.991736,-0.057745,0.109642,-0.178556
8025.314782,-0.124384,0.017646,0.011344,0.992012,-0.198656,0.290743,-0.201942
8025.334739,-0.122386,0.015219,0.008153,0.992332,-0.385455,0.370803,-0.093676
8025.354775,-0.122301,0.012358,0.005195,0.992403,-0.252695,0.279198,0.062075
8025.374782,-0.123271,0.010840,0.003963,0.992306,-0.134396,0.156638,0.146652
