t,qw,qx,qy,qz,wx,wy,wz
8048.184206,0.724085,0.034509,-0.027856,0.688284,0.034514,-0.177791,-0.264294
8048.204733,0.725036,0.035280,-0.028934,0.687198,-0.007705,-0.219872,-0.174619
8048.235330,0.725036,0.035280,-0.028934,0.687198,-0.007705,-0.219872,-0.174619
8048.248158,0.725036,0.035280,-0.028934,0.687198,-0.007705,-0.219872,-0.174619
8048.261163,0.727301,0.035822,-0.031571,0.684656,-0.016459,0.031899,-0.038406
8048.280854,0.727948,0.035646,-0.031672,0.683972,-0.061126,-0.000417,-0.281887
8048.300051,0.731275,0.034949,-0.033401,0.680367,-0.375596,-0.164849,-0.760574
8048.326702,0.736220,0.034590,-0.035021,0.674949,-0.080376,0.029860,-0.558395
8048.340094,0.736220,0.034590,-0.035021,0.674949,-0.080376,0.029860,-0.558395
8048.358555,0.741952,0.032883,-0.031844,0.668888,-0.124741,0.146566,-0.152220
8048.378062,0.743099,0.031346,-0.031059,0.667725,-0.051750,0.189997,-0.206013
8048.397584,0.744691,0.030418,-0.029905,0.666045,0.213796,0.163820,-0.320407
8048.419018,0.746504,0.030844,-0.027863,0.664082,0.179412,0.101433,-0.167555
8048.436519,0.746624,0.029005,-0.028223,0.664014,-0.119679,0.092080,0.145769
8048.456110,0.743111,0.028001,-0.029366,0.667936,0.050976,0.007693,0.803100
8048.475602,0.736201,0.028715,-0.029913,0.675491,0.175018,-0.200240,1.112025
8048.495125,0.728738,0.030298,-0.031012,0.683419,0.062636,-0.148406,0.939302
8048.514608,0.723541,0.030506,-0.031328,0.688895,-0.049694,0.022908,0.663626
8048.534104,0.720866,0.029463,-0.031225,0.691744,-0.101316,0.105047,0.292609
8048.553608,0.718125,0.029249,-0.030422,0.694634,0.034241,0.048050,0.497819
8048.573131,0.714303,0.030186,-0.029264,0.698572,0.093072,0.010358,0.581690
8048.592621,0.709857,0.030868,-0.028828,0.703079,0.185140,-0.016903,0.634221
8048.612152,0.705948,0.031785,-0.027242,0.707025,0.264348,0.048287,0.339543
8048.631634,0.704479,0.031709,-0.026821,0.708509,0.037736,0.025511,0.049613
8048.651111,0.705008,0.031636,-0.026986,0.707979,-0.005440,-0.027160,-0.157934
8048.670664,0.706270,0.031192,-0.027821,0.706708,-0.098085,-0.040657,-0.157198
8048.691135,0.707601,0.030749,-0.028850,0.705353,-0.160493,-0.082274,-0.105601
8048.710565,0.708296,0.031560,-0.029063,0.704610,-0.040545,-0.062792,-0.094622
8048.729182,0.709069,0.032191,-0.029046,0.703805,-0.059073,-0.061812,-0.080434
8048.748665,0.709950,0.032316,-0.029489,0.702892,-0.033578,-0.032103,-0.169662
8048.768196,0.711062,0.033372,-0.029144,0.701731,0.133185,-0.071909,-0.215825
8048.787696,0.712349,0.034108,-0.029229,0.700387,0.038673,-0.004495,-0.192605
8048.807201,0.713994,0.033247,-0.029460,0.698742,0.016236,0.064546,-0.289343
8048.826727,0.716348,0.032867,-0.029211,0.696356,0.022330,0.053334,-0.394971
8048.846196,0.719320,0.032513,-0.029299,0.693299,-0.044138,0.002028,-0.415761
8048.865699,0.722132,0.032287,-0.029710,0.690362,-0.071869,-0.017738,-0.343811
8048.885231,0.724726,0.031838,-0.030258,0.687636,-0.118518,-0.028705,-0.368621
8048.904718,0.727280,0.032261,-0.030562,0.684901,-0.029183,-0.075855,-0.349711
8048.924198,0.729845,0.033238,-0.031028,0.682098,-0.034084,-0.136134,-0.364026
8048.943721,0.732250,0.034227,-0.031691,0.679437,-0.007663,-0.107905,-0.370178
8048.963248,0.734629,0.035139,-0.032100,0.676797,0.073374,-0.051712,-0.342081
8048.983058,0.736502,0.035131,-0.032014,0.674763,0.035398,0.048063,-0.264193
8049.002245,0.738731,0.034215,-0.031584,0.672390,0.014911,0.082496,-0.380442
8049.028443,0.741482,0.033851,-0.031165,0.669393,-0.005781,0.045180,-0.413840
8049.041278,0.741482,0.033851,-0.031165,0.669393,-0.005781,0.045180,-0.413840
8049.060768,0.745748,0.034251,-0.032135,0.664570,-0.063520,-0.042103,-0.367395
8049.080535,0.748772,0.034595,-0.033105,0.661095,-0.013854,-0.078076,-0.330977
8049.099783,0.751216,0.035331,-0.032827,0.658292,-0.012056,0.053607,-0.270247
8049.119295,0.753014,0.035220,-0.032072,0.656278,0.006440,0.077124,-0.283742
8049.139229,0.753203,0.035190,-0.031999,0.656066,0.028437,0.066684,-0.287314
8049.158225,0.757750,0.035021,-0.030975,0.650867,0.080064,-0.051013,-0.402923
8049.177824,0.760509,0.035739,-0.030803,0.647611,0.041718,-0.016445,-0.455326
8049.197495,0.763378,0.035418,-0.030764,0.644247,-0.035482,0.015746,-0.423582
8049.217901,0.766437,0.035208,-0.031086,0.640601,-0.027188,-0.059915,-0.493397
8049.236369,0.769552,0.035665,-0.031031,0.636831,-0.017390,0.061838,-0.565120
8049.256123,0.772015,0.035488,-0.030551,0.633877,-0.018694,0.107153,-0.535302
8049.275867,0.777235,0.034665,-0.029201,0.627576,-0.062759,0.106939,-0.605297
8049.295607,0.781377,0.034057,-0.028998,0.622454,-0.045414,-0.005485,-0.675298
8049.315433,0.785084,0.034813,-0.029015,0.617730,0.010681,-0.064291,-0.663518
8049.335132,0.787082,0.035200,-0.029193,0.615151,0.009075,-0.083816,-0.615125
8049.354928,0.792492,0.035475,-0.030059,0.608107,-0.016676,0.070293,-0.518425
8049.374655,0.795559,0.034923,-0.029015,0.604173,0.031934,0.057977,-0.481324
8049.396050,0.798657,0.034336,-0.028615,0.600124,-0.059873,0.058071,-0.540886
8049.414246,0.802332,0.033830,-0.028089,0.595256,-0.006683,0.081186,-0.637732
8049.433878,0.806112,0.033552,-0.026958,0.590195,0.016450,0.146139,-0.621452
8049.453642,0.809772,0.032726,-0.025687,0.585269,-0.036797,0.143809,-0.577265
8049.473416,0.812787,0.032154,-0.024791,0.581145,0.000173,0.113546,-0.446027
8049.493163,0.815247,0.031922,-0.023695,0.577747,0.037576,0.122995,-0.424575
8049.513429,0.815753,0.031849,-0.023407,0.577048,0.029984,0.144762,-0.450364
8049.533288,0.819902,0.031050,-0.021562,0.571254,0.025580,0.079261,-0.379982
8049.552401,0.822173,0.031015,-0.020774,0.568013,0.036483,-0.015969,-0.374336
8049.572182,0.824603,0.031683,-0.020162,0.564465,0.036663,0.004127,-0.468126
8049.594456,0.827645,0.031687,-0.020004,0.559999,-0.055695,-0.020578,-0.603754
8049.652836,0.827645,0.031687,-0.020004,0.559999,-0.055695,-0.020578,-0.603754
8049.670925,0.836055,0.030426,-0.016760,0.547545,0.082341,0.220391,-0.085861
8049.690678,0.830506,0.028938,-0.012245,0.556122,0.003304,0.677131,1.536036
8049.710515,0.820091,0.025754,-0.009622,0.571573,-0.047013,0.447090,2.006639
8049.730505,0.809307,0.025126,-0.010745,0.586750,0.010341,-0.398814,2.145744
8049.749956,0.795384,0.028524,-0.016208,0.605217,0.180628,-0.620292,1.896219
8049.769714,0.785597,0.032422,-0.019499,0.617581,0.108823,-0.322212,1.240424
8049.791343,0.781761,0.032023,-0.020675,0.622413,-0.202121,0.034474,0.174488
8049.809211,0.781726,0.031502,-0.020403,0.622491,-0.050126,-0.053998,-0.105205
8049.828894,0.782219,0.031332,-0.020899,0.621864,-0.131271,-0.034233,-0.032224
8049.848944,0.782204,0.030930,-0.020462,0.621917,-0.072136,0.104282,0.077943
8049.868439,0.782204,0.030930,-0.020462,0.621917,-0.072136,0.104282,0.077943
8049.889876,0.780532,0.029923,-0.017599,0.624151,-0.046114,0.115104,0.108753
8049.915569,0.780001,0.029999,-0.017665,0.624809,0.003083,-0.049957,0.130075
8049.927660,0.779388,0.030698,-0.018409,0.625519,0.075926,-0.096406,0.145924
8049.947482,0.779034,0.031981,-0.019293,0.625868,0.036788,-0.162563,-0.130336
8049.967222,0.780621,0.031887,-0.021280,0.623828,-0.064777,-0.173597,-0.317717
8049.991037,0.782317,0.031999,-0.022705,0.621644,-0.004433,-0.224924,-0.319003
8050.006730,0.784354,0.032901,-0.024015,0.618974,0.018459,-0.167865,-0.284652
8050.026481,0.786056,0.033198,-0.024633,0.616771,-0.114206,-0.001326,-0.208201
8050.046258,0.787011,0.030810,-0.024858,0.615668,-0.280357,0.248982,0.106196
8050.065999,0.785619,0.029187,-0.022392,0.617616,-0.005560,0.239245,0.317620
8050.085782,0.783616,0.029241,-0.020332,0.620224,0.034286,0.118616,0.254141
8050.105500,0.783061,0.029126,-0.020016,0.620941,-0.076090,0.176950,-0.071429
8050.125257,0.785714,0.021393,-0.004380,0.618204,0.649710,1.864959,0.147682
8050.145017,0.779030,0.008603,0.009881,0.626850,-0.627018,1.622240,1.913532
8050.164766,0.766400,-0.001731,0.015330,0.642178,0.175693,0.531247,1.814060
8050.184520,0.755541,0.002922,0.016329,0.654892,0.659798,-0.473428,1.501629
8050.204283,0.746448,0.009462,0.009961,0.665302,-0.019091,-0.922767,1.257444
8050.224022,0.744084,0.010868,0.001729,0.667996,-0.442466,-0.588822,-0.448535
8050.243848,0.750372,0.009427,-0.001419,0.660947,-0.220775,0.147159,-0.950681
8050.263671,0.754635,0.005773,0.002744,0.656114,-0.058442,0.870609,-0.447215
8050.283732,0.756499,-0.001517,0.009802,0.653920,-0.291336,0.969561,-0.160310
8050.304235,0.755849,-0.008738,0.011610,0.654585,-0.529011,0.204255,0.349247
8050.323428,0.752160,-0.009197,0.011080,0.658824,-0.038621,-0.035251,0.625849
8050.343483,0.747946,-0.008857,0.011190,0.663606,-0.076929,0.069541,0.571810
8050.363317,0.745423,-0.008858,0.011382,0.666436,-0.018750,0.010607,0.228176
8050.383557,0.744634,-0.007659,0.011788,0.667325,0.259995,-0.102807,-0.077557
8050.403011,0.745777,-0.005013,0.012589,0.666058,0.370794,-0.271842,-0.313353
8050.422925,0.748544,-0.001965,0.011666,0.662979,0.187136,-0.305957,-0.364134
8050.442818,0.749883,-0.000941,0.009792,0.661497,-0.074445,-0.168119,-0.037654
8050.462653,0.749433,-0.001567,0.008214,0.662027,-0.230333,-0.053353,0.189689
8050.482614,0.747369,-0.004694,0.006544,0.664360,-0.352712,0.094490,0.380240
8050.502492,0.744904,-0.006042,0.005926,0.667118,-0.048085,-0.014959,0.312921
8050.522384,0.743851,-0.004934,0.005822,0.668302,0.011399,-0.100078,-0.002483
8050.542299,0.744722,-0.003847,0.004901,0.667346,0.026521,-0.086763,-0.142794
8050.562241,0.745602,-0.002654,0.004640,0.666370,0.126415,-0.126047,-0.146005
8050.582087,0.746154,-0.001053,0.004332,0.665758,0.146111,-0.129287,-0.076881
8050.601989,0.746131,0.000677,0.003736,0.665788,0.071031,-0.143141,0.065736
8050.621897,0.745337,0.001187,0.002840,0.666681,0.015787,-0.116269,0.108761
8050.641784,0.744898,0.001758,0.002057,0.667173,0.022199,-0.090191,0.010403
8050.661681,0.744989,0.002472,0.001525,0.667070,-0.013254,-0.101703,-0.003358
8050.681566,0.745044,0.002870,0.000902,0.667009,-0.050246,-0.060222,0.000456
8050.701456,0.745070,0.003618,0.000585,0.666976,0.035280,-0.059072,0.007251
8050.721348,0.744907,0.004308,0.000318,0.667155,0.006872,-0.051366,0.028661
8050.741265,0.744885,0.004726,-0.000042,0.667176,0.018067,-0.034020,-0.017944
8050.761243,0.745016,0.005029,-0.000154,0.667028,0.029321,0.024527,-0.009521
8050.781057,0.745064,0.004720,-0.000025,0.666977,-0.000326,0.048117,-0.000382
8050.800876,0.745081,0.004631,0.000111,0.666958,0.019778,0.013675,-0.005687
8050.820840,0.745073,0.004710,0.000184,0.666966,0.005113,0.017098,-0.002668
8050.840758,0.745097,0.004870,0.000224,0.666938,0.004093,0.003232,-0.005251
8050.860664,0.745143,0.004960,0.000263,0.666886,-0.003715,0.019819,-0.004751
8050.882587,0.745126,0.004913,0.000455,0.666906,-0.000580,0.037492,0.006318
8050.900516,0.745081,0.004698,0.000640,0.666957,-0.000759,0.033749,0.005272
8050.920315,0.745068,0.004496,0.000811,0.666973,0.005314,0.033877,0.000975
8050.940213,0.745091,0.004257,0.000994,0.666948,0.001177,0.038268,-0.005918
8050.960570,0.745160,0.004023,0.001308,0.666873,-0.001103,0.041369,-0.016523
8050.980036,0.745216,0.003785,0.001644,0.666810,-0.003002,0.047775,-0.003276
8050.999902,0.745224,0.003461,0.002030,0.666802,-0.003572,0.052860,0.006263
8051.019789,0.745210,0.003165,0.002344,0.666818,-0.009642,0.048693,-0.000575
8051.039704,0.745195,0.002845,0.002643,0.666835,0.001746,0.040992,0.004415
8051.059613,0.745156,0.002494,0.002973,0.666879,-0.008939,0.053769,0.001258
8051.080090,0.745110,0.002125,0.003287,0.666930,-0.011173,0.048976,0.008995
8051.099411,0.745077,0.001739,0.003589,0.666967,-0.006848,0.040759,-0.005864
8051.119289,0.745095,0.001383,0.003874,0.666946,-0.007559,0.039432,-0.000022
8051.139187,0.745056,0.001060,0.004150,0.666988,-0.007882,0.045869,0.010577
8051.159071,0.744986,0.000689,0.004428,0.667065,-0.008016,0.038669,0.010599
8051.178938,0.744954,0.000373,0.004677,0.667099,-0.007900,0.029565,-0.002103
8051.198907,0.744972,0.000096,0.004869,0.667078,-0.002494,0.024363,-0.006631
8051.218728,0.744996,-0.000091,0.004983,0.667051,-0.000671,0.004482,0.003798
8051.238684,0.745028,-0.000174,0.004977,0.667015,-0.002131,-0.005979,-0.011546
8051.258632,0.745096,-0.000164,0.004945,0.666939,0.000634,-0.008551,-0.002271
8051.278596,0.745094,-0.000132,0.004932,0.666941,0.005326,-0.015334,0.001453
8051.298588,0.745092,-0.000062,0.004874,0.666944,0.010765,-0.020262,0.002754
8051.318544,0.745076,0.000085,0.004785,0.666962,0.006095,-0.024338,0.005463
8051.338501,0.745049,0.000282,0.004663,0.666994,0.005831,-0.027020,0.001229
8051.358474,0.745015,0.000501,0.004517,0.667032,0.001453,-0.017249,0.008919
8051.378507,0.745009,0.000697,0.004405,0.667039,0.007759,-0.029648,0.000429
8051.398442,0.744996,0.000932,0.004241,0.667054,0.002586,-0.033210,0.007371
8051.418384,0.744984,0.001183,0.004026,0.667069,0.003168,-0.037453,0.003404
8051.438361,0.744976,0.001433,0.003805,0.667079,0.002946,-0.039857,0.000502
8051.458367,0.744980,0.001670,0.003591,0.667075,-0.001904,-0.037055,-0.000519
8051.479242,0.744967,0.001946,0.003306,0.667090,0.000030,-0.039376,0.004757
8051.498286,0.744945,0.002235,0.003054,0.667115,0.006722,-0.041364,0.003931
8051.518237,0.744920,0.002528,0.002799,0.667143,0.006147,-0.038698,0.005253
8051.538186,0.744893,0.002815,0.002535,0.667173,0.005920,-0.028606,0.004676
8051.558171,0.744896,0.003101,0.002292,0.667169,0.003194,-0.030307,-0.009093
8051.578140,0.744915,0.003357,0.002080,0.667148,0.005308,-0.028131,-0.003282
8051.598053,0.744902,0.003613,0.001912,0.667161,0.004641,-0.019329,0.005446
8051.618079,0.744885,0.003821,0.001784,0.667179,-0.000982,-0.017337,0.003626
8051.638050,0.744925,0.003955,0.001679,0.667134,-0.006081,-0.017467,-0.002971
8051.657936,0.744957,0.004078,0.001583,0.667098,-0.001582,-0.019524,-0.010957
8051.679311,0.745076,0.004204,0.001500,0.666965,0.003266,-0.012545,-0.018460
8051.698677,0.745195,0.004259,0.001413,0.666831,-0.001937,-0.004922,-0.016592
8051.717914,0.745249,0.004258,0.001359,0.666771,0.002178,0.005329,-0.004983
8051.737890,0.745220,0.004168,0.001421,0.666804,-0.003685,0.021731,0.007461
8051.757841,0.745204,0.004035,0.001490,0.666822,-0.001922,0.022521,-0.004771
8051.777818,0.745237,0.003911,0.001619,0.666786,0.005030,0.022420,0.001557
8051.797811,0.745287,0.003803,0.001757,0.666731,0.006595,0.021657,-0.005616
8051.817743,0.745340,0.003666,0.001970,0.666671,-0.000720,0.028413,-0.002678
8051.837735,0.745326,0.003472,0.002176,0.666687,0.002063,0.037271,0.003109
8051.857684,0.745293,0.003278,0.002423,0.666725,-0.002464,0.025181,0.001866
8051.877711,0.745300,0.003136,0.002574,0.666717,-0.006961,0.024299,-0.001029
8051.898624,0.745314,0.002982,0.002769,0.666701,-0.000080,0.023895,-0.003999
8051.917549,0.745334,0.002862,0.002878,0.666679,-0.007238,0.024538,-0.001290
8051.937547,0.745312,0.002577,0.003111,0.666703,-0.002764,0.027852,0.005571
8051.957533,0.745270,0.002353,0.003255,0.666751,-0.003961,0.032608,-0.000291
8051.977505,0.745261,0.002063,0.003439,0.666760,-0.011218,0.024453,0.000076
8051.997466,0.745245,0.001816,0.003604,0.666778,-0.004487,0.032840,0.001052
8052.017419,0.745210,0.001567,0.003812,0.666817,-0.005740,0.030181,0.003458
8052.037391,0.745190,0.001327,0.003997,0.666839,-0.000092,0.026295,0.001570
8052.057367,0.745178,0.001144,0.004156,0.666852,-0.000764,0.019888,-0.001061
8052.077359,0.745185,0.000990,0.004280,0.666843,-0.003635,0.016639,-0.003145
8052.097363,0.745190,0.000865,0.004405,0.666837,-0.001411,0.013249,0.002696
8052.117261,0.745154,0.000745,0.004517,0.666877,0.003126,0.012811,0.001074
8052.137243,0.745155,0.000657,0.004597,0.666876,-0.001011,0.006846,-0.001267
8052.157200,0.745179,0.000580,0.004656,0.666848,-0.000914,0.000983,-0.004679
8052.177187,0.745195,0.000529,0.004694,0.666830,-0.003259,0.000689,-0.000687
8052.197181,0.745204,0.000490,0.004721,0.666820,0.005601,-0.004174,-0.001528
8052.217110,0.745214,0.000484,0.004742,0.666808,0.002280,-0.009828,-0.000423
8052.237087,0.745220,0.000508,0.004735,0.666802,-0.000702,-0.007781,-0.001993
8052.257082,0.745216,0.000547,0.004720,0.666807,0.000145,-0.009340,0.001461
8052.277129,0.745221,0.000587,0.004674,0.666801,0.002526,-0.008764,0.001169
8052.297070,0.745204,0.000644,0.004626,0.666820,0.005466,-0.007344,0.005659
8052.317068,0.745164,0.000724,0.004573,0.666866,0.004066,-0.019657,-0.002774
8052.337067,0.745195,0.000885,0.004457,0.666831,0.001688,-0.020214,-0.002750
8052.357099,0.745201,0.001036,0.004339,0.666825,-0.000377,-0.021044,0.003375
8052.377705,0.745188,0.001187,0.004238,0.666840,0.000096,-0.020009,-0.001410
8052.397078,0.745185,0.001346,0.004105,0.666844,0.004424,-0.021484,0.003339
8052.417063,0.745173,0.001500,0.003962,0.666858,0.001026,-0.024209,0.002580
8052.437064,0.745160,0.001661,0.003819,0.666873,-0.000592,-0.023719,0.002324
8052.457074,0.745150,0.001818,0.003656,0.666885,-0.000317,-0.024251,-0.000329
8052.477123,0.745135,0.001963,0.003507,0.666901,0.004078,-0.017221,0.004649
8052.497207,0.745118,0.002062,0.003428,0.666920,0.005657,-0.017726,0.001727
8052.517051,0.745098,0.002261,0.003227,0.666944,0.001754,-0.021268,0.003617
8052.537043,0.745085,0.002413,0.003103,0.666958,0.003206,-0.016724,-0.003309
8052.557095,0.745068,0.002539,0.002982,0.666977,0.005361,-0.016928,0.001186
8052.578084,0.745068,0.002701,0.002873,0.666977,0.002862,-0.011667,0.001454
8052.597163,0.745063,0.002835,0.002790,0.666983,0.006885,-0.013182,0.000627
8052.617048,0.745055,0.002964,0.002730,0.666991,0.004990,-0.012437,0.001174
8052.637067,0.745053,0.003081,0.002677,0.666993,-0.000089,-0.010133,0.002791
8052.657053,0.745043,0.003183,0.002631,0.667004,-0.001533,-0.004864,0.001720
8052.677282,0.745037,0.003239,0.002587,0.667010,0.003696,-0.004224,-0.005225
8052.697809,0.745039,0.003292,0.002551,0.667008,-0.002920,-0.002769,-0.001471
8052.717050,0.745033,0.003320,0.002511,0.667014,-0.008296,-0.000229,-0.000372
8052.737059,0.745042,0.003306,0.002470,0.667005,0.000150,0.001008,-0.003626
8052.757061,0.745060,0.003275,0.002458,0.666985,-0.001075,-0.001651,0.001968
8052.777084,0.745078,0.003236,0.002454,0.666965,0.002806,0.001884,-0.003124
8052.798254,0.745102,0.003212,0.002467,0.666938,0.000629,0.005033,0.000598
8052.817039,0.745093,0.003180,0.002495,0.666949,0.001633,0.007719,0.000835
8052.837046,0.745082,0.003141,0.002540,0.666961,0.001355,0.008510,0.000314
8052.857053,0.745075,0.003108,0.002614,0.666969,-0.003761,0.012125,0.003250
8052.877062,0.745068,0.003053,0.002678,0.666976,-0.004306,0.012644,0.002732
8052.896992,0.745075,0.002960,0.002746,0.666968,-0.002788,0.013717,-0.004457
8052.917480,0.745073,0.002859,0.002824,0.666970,-0.002308,0.018278,0.001887
8052.937065,0.745064,0.002741,0.002889,0.666981,0.000362,0.017528,0.001341
8052.957051,0.745067,0.002626,0.002990,0.666977,-0.001288,0.018272,-0.003696
8052.977058,0.745064,0.002503,0.003090,0.666981,-0.001915,0.012683,0.001381
8052.997018,0.745043,0.002398,0.003208,0.667004,-0.002202,0.013210,0.001382
8053.017046,0.745047,0.002260,0.003353,0.666999,0.000375,0.027628,-0.002409
8053.037028,0.745032,0.002053,0.003567,0.667017,-0.005754,0.029356,0.000012
8053.057027,0.745032,0.001851,0.003775,0.667015,-0.007872,0.027965,-0.003677
8053.077083,0.745049,0.001629,0.003972,0.666996,-0.004571,0.034162,-0.003206
8053.097197,0.745058,0.001373,0.004211,0.666985,-0.003779,0.035231,-0.003485
8053.117026,0.745036,0.001158,0.004397,0.667009,-0.004665,0.028320,-0.000788
8053.137048,0.745048,0.000988,0.004523,0.666995,0.001194,0.014874,-0.002367
8053.157031,0.745076,0.000929,0.004579,0.666963,-0.002125,0.008147,-0.003376
8053.177043,0.745102,0.000871,0.004655,0.666934,0.000575,0.006091,-0.001271
8053.196994,0.745102,0.000844,0.004729,0.666933,0.001659,0.004765,-0.003134
8053.217013,0.745108,0.000828,0.004800,0.666926,0.004778,-0.003395,-0.003107
8053.237042,0.745112,0.000841,0.004818,0.666922,0.004791,-0.004180,-0.002051
8053.257033,0.745115,0.000854,0.004842,0.666918,-0.003144,-0.005434,-0.000665
8053.277132,0.745117,0.000871,0.004833,0.666916,0.001651,-0.006131,-0.003345
8053.297061,0.745121,0.000890,0.004804,0.666911,0.002459,-0.005300,0.001422
8053.317059,0.745131,0.000915,0.004772,0.666900,-0.001256,-0.006180,0.000661
8053.337066,0.745135,0.000979,0.004701,0.666896,0.002325,-0.011418,-0.000400
8053.357067,0.745136,0.001041,0.004629,0.666895,-0.000012,-0.013869,0.000949
8053.377108,0.745135,0.001119,0.004546,0.666897,-0.000776,-0.014143,0.003080
8053.398826,0.745129,0.001209,0.004461,0.666905,-0.001840,-0.016044,-0.000352
8053.417109,0.745120,0.001306,0.004368,0.666915,0.002402,-0.015943,-0.001448
8053.437098,0.745110,0.001414,0.004261,0.666927,-0.001089,-0.013625,-0.000106
8053.457136,0.745097,0.001511,0.004166,0.666941,0.001550,-0.011693,0.003578
8053.478081,0.745087,0.001616,0.004071,0.666953,0.003133,-0.011667,0.002252
8053.497134,0.745071,0.001698,0.003966,0.666971,0.000232,-0.011992,0.001996
8053.517130,0.745065,0.001776,0.003873,0.666978,-0.000883,-0.010700,0.000145
8053.537174,0.745041,0.001838,0.003823,0.667005,0.001464,-0.007705,0.005166
8053.557145,0.745006,0.001890,0.003783,0.667044,-0.001545,-0.002980,0.005689
8053.577367,0.744987,0.001912,0.003777,0.667066,0.003492,-0.002341,0.005122
8053.597903,0.744958,0.001916,0.003798,0.667097,0.006215,0.004357,-0.000510
8053.617171,0.744953,0.001919,0.003839,0.667103,-0.002504,0.002037,-0.000439
8053.637178,0.744938,0.001930,0.003858,0.667120,0.000453,0.001051,0.001688
8053.657190,0.744924,0.001948,0.003874,0.667135,0.005690,0.004891,0.000565
8053.677202,0.744924,0.001918,0.003935,0.667135,0.002600,0.012000,0.000019
8053.697210,0.744937,0.001876,0.003994,0.667120,0.002069,0.010373,-0.002617
8053.717210,0.744956,0.001840,0.004054,0.667099,-0.002141,0.009751,-0.001004
8053.737240,0.744951,0.001819,0.004109,0.667104,-0.000764,0.006854,-0.002592
8053.757239,0.744957,0.001800,0.004134,0.667098,0.002951,0.006933,-0.003935
8053.777244,0.744972,0.001791,0.004172,0.667080,0.001177,0.004779,0.000588
8053.798389,0.744968,0.001790,0.004186,0.667084,-0.000499,0.007394,-0.000990
8053.817279,0.744977,0.001761,0.004214,0.667074,0.003627,0.001385,0.000597
8053.837269,0.744968,0.001735,0.004245,0.667085,-0.001546,0.007118,-0.000462
8053.857267,0.744979,0.001688,0.004262,0.667072,-0.004217,0.006502,-0.003882
8053.877375,0.744981,0.001648,0.004300,0.667070,0.002896,0.010942,0.000558
8053.903663,0.744992,0.001611,0.004332,0.667057,-0.000457,0.004723,-0.003905
8053.917309,0.745005,0.001587,0.004370,0.667043,-0.002247,0.002294,-0.002022
8053.937242,0.745008,0.001555,0.004411,0.667039,0.000023,0.007941,-0.002065
8053.957308,0.745015,0.001526,0.004425,0.667032,-0.002200,0.000986,0.000370
8053.977335,0.745019,0.001491,0.004451,0.667027,-0.000737,0.005266,-0.002844
8054.000835,0.745028,0.001456,0.004474,0.667017,-0.003633,0.005467,0.000632
8054.017676,0.745035,0.001422,0.004486,0.667009,0.001905,0.007190,0.000313
8054.037399,0.745040,0.001379,0.004508,0.667003,0.004699,0.000866,-0.001804
8054.057350,0.745045,0.001353,0.004536,0.666997,-0.004882,0.001983,0.001180
8054.077358,0.745044,0.001327,0.004549,0.666998,-0.000531,-0.002705,0.000640
8054.097434,0.745048,0.001318,0.004559,0.666994,0.002294,0.002411,0.000066
8054.117389,0.745051,0.001326,0.004565,0.666991,-0.000041,-0.000582,-0.000709
8054.137408,0.745049,0.001324,0.004571,0.666993,-0.001328,-0.001112,0.004091
8054.157387,0.745056,0.001319,0.004584,0.666984,-0.000828,-0.002730,-0.002536
8054.179190,0.745058,0.001327,0.004581,0.666982,-0.000825,-0.001377,0.000102
8054.197406,0.745061,0.001330,0.004581,0.666979,0.000538,-0.002419,-0.000164
8054.217437,0.745059,0.001354,0.004562,0.666982,0.000041,-0.003747,0.001688
8054.237477,0.745064,0.001395,0.004559,0.666976,0.003741,-0.004198,-0.000722
8054.257491,0.745055,0.001439,0.004559,0.666986,-0.000535,-0.002986,-0.000948
8054.277481,0.745053,0.001445,0.004550,0.666989,-0.002050,-0.005403,0.000941
8054.297459,0.745051,0.001485,0.004532,0.666990,0.007720,-0.003860,-0.002870
8054.317460,0.745051,0.001512,0.004509,0.666990,0.003019,-0.006064,0.001962
8054.337624,0.745051,0.001549,0.004461,0.666991,0.001076,-0.004549,-0.002286
8054.357480,0.745055,0.001593,0.004446,0.666986,0.002964,-0.005294,-0.000963
8054.377568,0.745059,0.001625,0.004432,0.666982,0.000230,-0.000290,0.003820
8054.397501,0.745062,0.001654,0.004414,0.666978,0.002670,-0.003431,-0.001502
8054.417519,0.745067,0.001698,0.004390,0.666973,-0.000492,-0.004841,-0.000145
8054.437536,0.745063,0.001721,0.004374,0.666978,0.001620,-0.004529,-0.002036
8054.457536,0.745061,0.001753,0.004351,0.666980,0.001406,-0.005312,0.002765
8054.479460,0.745053,0.001818,0.004348,0.666989,-0.001882,-0.001148,0.001433
8054.497921,0.745044,0.001843,0.004349,0.666998,-0.000288,-0.002163,-0.000432
8054.517611,0.745039,0.001876,0.004341,0.667004,-0.002664,-0.002480,0.000927
8054.537578,0.745039,0.001894,0.004323,0.667004,0.001514,0.000535,-0.000442
8054.557573,0.745041,0.001909,0.004310,0.667002,-0.001276,-0.005391,-0.000415
8054.577619,0.745048,0.001917,0.004295,0.666995,-0.000072,-0.000313,-0.002819
8054.597691,0.745051,0.001932,0.004296,0.666991,-0.001633,-0.000344,0.000894
8054.617610,0.745051,0.001939,0.004287,0.666991,0.000994,0.000248,-0.000702
8054.637630,0.745046,0.001941,0.004273,0.666997,0.001130,0.006662,0.002180
8054.657616,0.745041,0.001946,0.004294,0.667002,0.000432,0.001837,-0.000458
