t,q_left_hip_pitch_joint,q_left_hip_roll_joint,q_left_hip_yaw_joint,q_left_knee_joint,q_left_ankle_pitch_joint,q_left_ankle_roll_joint,q_right_hip_pitch_joint,q_right_hip_roll_joint,q_right_hip_yaw_joint,q_right_knee_joint,q_right_ankle_pitch_joint,q_right_ankle_roll_joint,q_waist_yaw_joint,q_waist_pitch_joint,q_waist_roll_joint,q_left_shoulder_pitch_joint,q_left_shoulder_roll_joint,q_left_shoulder_yaw_joint,q_left_elbow_joint,q_left_wrist_yaw_joint,q_left_wrist_pitch_joint,q_left_wrist_roll_joint,q_right_shoulder_pitch_joint,q_right_shoulder_roll_joint,q_right_shoulder_yaw_joint,q_right_elbow_joint,q_right_wrist_yaw_joint,q_right_wrist_pitch_joint,q_right_wrist_roll_joint,q_head_yaw_joint,q_head_pitch_joint
8025.394779,-0.159627,-0.002972,0.197401,0.249364,-0.141028,0.023297,-0.184746,-0.047457,-0.208523,0.211399,-0.062988,0.044197,-0.082546,0.019625,0.022570,0.047073,0.123388,-0.730644,-0.561525,-0.203921,0.177196,0.050546,0.158286,-0.128757,0.637072,-0.612338,0.120704,0.178340,-0.147058,0.010115,0.000000
8025.414770,-0.155793,-0.006615,0.197209,0.254350,-0.156559,0.020421,-0.184555,-0.051675,-0.206989,0.220027,-0.064714,0.040554,-0.078328,0.017446,0.028229,0.054743,0.109774,-0.730260,-0.561141,-0.205071,0.177196,0.050546,0.165188,-0.138727,0.636497,-0.607927,0.120704,0.178721,-0.147058,0.010115,0.000000
8025.434762,-0.142370,-0.012751,0.199318,0.252624,-0.169790,0.013710,-0.177460,-0.058195,-0.202962,0.227122,-0.075451,0.039403,-0.076985,0.020449,0.028290,0.061838,0.101912,-0.730260,-0.562867,-0.205071,0.177196,0.050546,0.168640,-0.144864,0.636305,-0.604475,0.120704,0.178721,-0.147058,0.010307,0.000000
8025.454775,-0.126264,-0.018120,0.203537,0.247830,-0.186855,0.006615,-0.165572,-0.063563,-0.200086,0.230957,-0.093476,0.039403,-0.075451,0.026009,0.025013,0.066631,0.099420,-0.730452,-0.564401,-0.205071,0.177196,0.050546,0.166147,-0.145822,0.635730,-0.601216,0.120704,0.178721,-0.147058,0.010115,0.000000
8025.474785,-0.114184,-0.023489,0.205647,0.239777,-0.197784,0.003739,-0.160970,-0.069124,-0.199894,0.237093,-0.111308,0.045348,-0.075260,0.033132,0.017516,0.068357,0.104788,-0.730644,-0.565360,-0.204880,0.177196,0.050164,0.161545,-0.139878,0.635538,-0.600257,0.121087,0.178721,-0.147058,0.010019,0.000000
8025.494752,-0.108240,-0.025023,0.208523,0.231148,-0.202770,0.004314,-0.160395,-0.070658,-0.199318,0.241311,-0.131633,0.051867,-0.075643,0.038697,0.008629,0.066248,0.114759,-0.730452,-0.565551,-0.204304,0.177196,0.050546,0.156368,-0.129524,0.635538,-0.601024,0.122621,0.178721,-0.147058,0.010115,0.000000
8025.514766,-0.108240,-0.023297,0.209865,0.225012,-0.199894,0.005465,-0.160586,-0.067974,-0.199510,0.237093,-0.138344,0.055894,-0.079286,0.040051,0.000570,0.061454,0.127990,-0.729301,-0.565551,-0.204113,0.177577,0.050164,0.152150,-0.117252,0.635346,-0.602942,0.124155,0.178721,-0.147058,0.010019,0.000000
8025.534815,-0.114951,-0.016778,0.209673,0.221369,-0.186664,0.011409,-0.163270,-0.059537,-0.200086,0.225780,-0.127414,0.055702,-0.080629,0.035602,0.000731,0.054168,0.138152,-0.727001,-0.566127,-0.203921,0.177577,0.050546,0.150999,-0.110541,0.635538,-0.610995,0.125881,0.178721,-0.147058,0.010019,0.000000
8025.554773,-0.130291,-0.007190,0.206414,0.223287,-0.161929,0.017929,-0.169981,-0.049183,-0.201044,0.211782,-0.104597,0.054360,-0.082930,0.031518,0.003888,0.047841,0.140645,-0.720481,-0.566127,-0.204304,0.177577,0.050164,0.154067,-0.110157,0.636114,-0.617323,0.128757,0.178721,-0.147058,0.010115,0.000000
8025.574747,-0.148123,-0.002013,0.201236,0.232683,-0.134509,0.023681,-0.175351,-0.044964,-0.204880,0.202578,-0.085614,0.054168,-0.082355,0.026082,0.008876,0.044964,0.137960,-0.713770,-0.566894,-0.205071,0.177577,0.050546,0.157327,-0.115143,0.636114,-0.619049,0.130482,0.178721,-0.147058,0.010019,0.000000
8025.594706,-0.159819,-0.000288,0.198168,0.246105,-0.129140,0.026365,-0.180912,-0.044197,-0.206222,0.202003,-0.064522,0.048415,-0.082163,0.021659,0.013996,0.044005,0.130099,-0.711853,-0.566702,-0.205838,0.177577,0.050164,0.161545,-0.123963,0.636114,-0.617898,0.130482,0.178721,-0.147058,0.010211,0.000000
8025.614710,-0.162887,-0.001438,0.197593,0.254158,-0.135659,0.026749,-0.184363,-0.045539,-0.205647,0.207948,-0.057811,0.041896,-0.080629,0.017547,0.021814,0.048416,0.117444,-0.711661,-0.565743,-0.206989,0.177577,0.050164,0.167106,-0.134317,0.635730,-0.615022,0.130482,0.179103,-0.147058,0.010019,0.000000
8025.634766,-0.156560,-0.005656,0.197593,0.254158,-0.143905,0.022338,-0.183979,-0.050333,-0.204304,0.215425,-0.063755,0.039787,-0.078903,0.016005,0.026597,0.056086,0.104213,-0.711661,-0.565360,-0.207947,0.177577,0.050164,0.173049,-0.145439,0.635346,-0.612913,0.130482,0.179484,-0.147058,0.010019,0.000000
8025.654778,-0.141987,-0.011409,0.201236,0.248789,-0.150807,0.013518,-0.175542,-0.056661,-0.201236,0.221753,-0.074301,0.039979,-0.076410,0.019792,0.026268,0.062797,0.099228,-0.711853,-0.566510,-0.207947,0.177577,0.050164,0.173241,-0.149273,0.635155,-0.611379,0.130674,0.179866,-0.147058,0.010211,0.000000
8025.674773,-0.127990,-0.014285,0.203154,0.241886,-0.155025,0.007382,-0.168064,-0.059920,-0.199318,0.227122,-0.085998,0.044964,-0.075451,0.025281,0.023065,0.066248,0.100186,-0.711853,-0.566510,-0.207564,0.177577,0.050164,0.167872,-0.147548,0.634580,-0.610995,0.133742,0.179866,-0.147058,0.010115,0.000000
8025.694866,-0.118978,-0.015244,0.204304,0.236326,-0.159052,0.007766,-0.164038,-0.061071,-0.198743,0.232299,-0.099995,0.053209,-0.077177,0.030910,0.017408,0.067015,0.108240,-0.712045,-0.566510,-0.206605,0.177577,0.050164,0.162120,-0.138344,0.634388,-0.611570,0.140453,0.179866,-0.147058,0.010019,0.000000
8025.714757,-0.117444,-0.013518,0.204688,0.233449,-0.160586,0.008341,-0.163462,-0.059920,-0.198743,0.235175,-0.111500,0.057428,-0.079862,0.032168,0.007212,0.064714,0.120895,-0.711470,-0.566510,-0.206414,0.177958,0.050164,0.157518,-0.125881,0.634196,-0.613872,0.142946,0.179866,-0.147058,0.010115,0.000000
8025.734754,-0.118402,-0.010067,0.204688,0.232874,-0.158861,0.009299,-0.164038,-0.056086,-0.199510,0.234408,-0.111500,0.058961,-0.081779,0.031444,0.001053,0.058195,0.133934,-0.710702,-0.566510,-0.206414,0.177958,0.050164,0.155409,-0.113801,0.634004,-0.619240,0.143905,0.179866,-0.147058,0.010019,0.000000
8025.754696,-0.123004,-0.001246,0.203920,0.233641,-0.148698,0.011984,-0.165380,-0.047457,-0.199894,0.228464,-0.102488,0.057620,-0.084272,0.028509,0.004365,0.049183,0.140070,-0.709168,-0.566510,-0.206414,0.177958,0.050164,0.156752,-0.109965,0.634771,-0.626143,0.143905,0.179866,-0.147440,0.010115,0.000000
8025.774770,-0.134509,0.005465,0.201236,0.239585,-0.136618,0.019462,-0.167297,-0.039979,-0.201428,0.217343,-0.087532,0.054168,-0.084656,0.026222,0.007101,0.044197,0.139494,-0.707251,-0.566894,-0.206605,0.177958,0.050164,0.160011,-0.110733,0.635155,-0.627485,0.143905,0.179866,-0.147440,0.010307,0.000000
8025.794723,-0.141220,0.006807,0.199894,0.247255,-0.134509,0.021955,-0.167681,-0.038253,-0.201620,0.210440,-0.073726,0.047073,-0.082546,0.023224,0.010951,0.043046,0.132591,-0.705334,-0.567469,-0.208906,0.177958,0.050164,0.160586,-0.117252,0.635155,-0.624226,0.143905,0.179866,-0.147440,0.010115,0.000000
8025.814752,-0.144096,0.006807,0.199511,0.249364,-0.132016,0.020804,-0.169790,-0.038253,-0.201620,0.209481,-0.066631,0.043622,-0.080054,0.019117,0.021197,0.046307,0.119170,-0.705334,-0.567277,-0.210248,0.177958,0.050164,0.162887,-0.129524,0.634963,-0.624226,0.142946,0.180247,-0.147440,0.010115,0.000000
8025.834754,-0.144672,0.005465,0.199318,0.248597,-0.132783,0.020613,-0.170941,-0.039787,-0.201620,0.209481,-0.068165,0.038253,-0.079094,0.015318,0.030428,0.053401,0.103830,-0.705525,-0.567085,-0.210632,0.177958,0.050164,0.165380,-0.144288,0.634388,-0.623267,0.142370,0.180247,-0.147440,0.010115,0.000000
8025.854684,-0.140836,-0.002013,0.199318,0.244571,-0.131824,0.018504,-0.170557,-0.046498,-0.200852,0.213125,-0.071808,0.037103,-0.076794,0.015389,0.030349,0.060112,0.096352,-0.706868,-0.567661,-0.210632,0.177958,0.050164,0.164038,-0.151958,0.633429,-0.621733,0.142370,0.180629,-0.147440,0.010115,0.000000
8025.874790,-0.129332,-0.006807,0.201044,0.236134,-0.129524,0.011217,-0.168831,-0.052059,-0.198360,0.222903,-0.080629,0.039403,-0.075451,0.019959,0.029646,0.063755,0.095201,-0.707634,-0.567852,-0.210632,0.177958,0.050164,0.158093,-0.152150,0.631512,-0.620390,0.142370,0.180629,-0.147440,0.010019,0.000000
8025.894749,-0.120704,-0.007766,0.202770,0.227505,-0.126072,0.008916,-0.168064,-0.053018,-0.195867,0.229998,-0.085231,0.048032,-0.076602,0.024730,0.026442,0.063947,0.102104,-0.707826,-0.567852,-0.209865,0.177958,0.050164,0.153492,-0.144480,0.630744,-0.620390,0.143330,0.180629,-0.147440,0.009923,0.000000
8025.914752,-0.118211,-0.006615,0.203345,0.222712,-0.122813,0.009299,-0.167872,-0.052059,-0.195675,0.231340,-0.088682,0.053977,-0.078711,0.027542,0.017124,0.061263,0.113801,-0.707826,-0.567661,-0.209673,0.178340,0.050164,0.152150,-0.132400,0.630744,-0.621349,0.144672,0.180629,-0.147440,0.010019,0.000000
8025.934724,-0.118402,-0.002589,0.202770,0.222328,-0.118211,0.009875,-0.167872,-0.048223,-0.196826,0.231148,-0.088682,0.054360,-0.081204,0.027658,0.009047,0.055318,0.128565,-0.707443,-0.567661,-0.209673,0.178340,0.050164,0.151382,-0.118402,0.630744,-0.622308,0.145439,0.180629,-0.147440,0.010019,0.000000
8025.954794,-0.122813,0.005081,0.202003,0.225396,-0.117060,0.012176,-0.167872,-0.040746,-0.197018,0.226930,-0.085231,0.053209,-0.082546,0.026087,0.010812,0.048224,0.137385,-0.705717,-0.567469,-0.209865,0.178340,0.050164,0.154450,-0.110349,0.631703,-0.625376,0.145439,0.180629,-0.147440,0.010115,0.000000
8025.974777,-0.131249,0.012943,0.199894,0.231340,-0.118019,0.015819,-0.168639,-0.032692,-0.198743,0.216576,-0.078136,0.049566,-0.084656,0.023945,0.012729,0.043046,0.138344,-0.704566,-0.567277,-0.211207,0.178340,0.050164,0.160395,-0.110157,0.632470,-0.627485,0.145439,0.180629,-0.147440,0.010019,0.000000
8025.994715,-0.138152,0.014477,0.199127,0.237092,-0.118402,0.016202,-0.168831,-0.030967,-0.199702,0.209098,-0.072959,0.045731,-0.082546,0.020951,0.015757,0.040170,0.133550,-0.703800,-0.567469,-0.215234,0.178340,0.050164,0.162504,-0.115527,0.632662,-0.624801,0.145439,0.180629,-0.147440,0.010115,0.000000
8026.014749,-0.141220,0.014477,0.198552,0.239010,-0.117444,0.015819,-0.168831,-0.030967,-0.199894,0.205455,-0.068932,0.040362,-0.080629,0.018357,0.025599,0.039979,0.121470,-0.703800,-0.567661,-0.219644,0.178340,0.050164,0.163654,-0.127798,0.632662,-0.624609,0.144096,0.180629,-0.147440,0.010211,0.000000
8026.034841,-0.139878,0.013134,0.198552,0.236901,-0.116677,0.015435,-0.169023,-0.032309,-0.199894,0.204880,-0.066631,0.034418,-0.080054,0.018300,0.036514,0.043814,0.106322,-0.703991,-0.567469,-0.224437,0.178340,0.050164,0.163463,-0.143905,0.632278,-0.623458,0.143713,0.181010,-0.147440,0.010115,0.000000
8026.054788,-0.134701,0.005848,0.198935,0.231532,-0.114951,0.014285,-0.168256,-0.038253,-0.199702,0.207756,-0.067974,0.032117,-0.077752,0.020665,0.036978,0.048991,0.097311,-0.705717,-0.568811,-0.227889,0.178340,0.050164,0.159436,-0.155218,0.631320,-0.622692,0.143713,0.181010,-0.147440,0.010019,0.000000
8026.074785,-0.125305,0.000288,0.200852,0.223287,-0.109582,0.010642,-0.167489,-0.044005,-0.196443,0.215425,-0.072959,0.032309,-0.076219,0.024545,0.038693,0.051484,0.094626,-0.706292,-0.568811,-0.228080,0.178340,0.050164,0.153492,-0.156368,0.627869,-0.621541,0.143713,0.181010,-0.147440,0.010019,0.000000
8026.094722,-0.120128,-0.002205,0.202003,0.216959,-0.105172,0.007382,-0.167489,-0.046498,-0.193950,0.221753,-0.077177,0.039212,-0.077752,0.026450,0.035758,0.052443,0.100379,-0.706292,-0.567469,-0.228080,0.178340,0.050164,0.149465,-0.149657,0.628060,-0.620774,0.143713,0.181392,-0.147440,0.010019,0.000000
8026.114675,-0.118594,-0.000671,0.202386,0.214275,-0.103638,0.006423,-0.168064,-0.045731,-0.194141,0.223862,-0.079478,0.049758,-0.081012,0.027039,0.029069,0.052059,0.111500,-0.706292,-0.567469,-0.227889,0.178340,0.050164,0.148123,-0.138152,0.629594,-0.621158,0.144288,0.181392,-0.147440,0.010019,0.000000
8026.134733,-0.118211,0.003164,0.202195,0.213316,-0.103446,0.007190,-0.168064,-0.041704,-0.195292,0.224246,-0.080054,0.052059,-0.081971,0.027482,0.019789,0.047841,0.125497,-0.705717,-0.567277,-0.227889,0.178340,0.050164,0.147931,-0.124155,0.629594,-0.621541,0.144288,0.181392,-0.147440,0.010019,0.000000
8026.154765,-0.118019,0.009108,0.202003,0.215425,-0.103446,0.008341,-0.168256,-0.036527,-0.195292,0.224437,-0.080245,0.050717,-0.082738,0.026249,0.016301,0.042088,0.137768,-0.703991,-0.567085,-0.227889,0.178340,0.050164,0.148123,-0.111883,0.629978,-0.621924,0.144480,0.181392,-0.147440,0.010019,0.000000
8026.174762,-0.122429,0.016778,0.201236,0.220219,-0.107857,0.010067,-0.168256,-0.029049,-0.195867,0.219644,-0.077944,0.048607,-0.085039,0.026458,0.014770,0.036335,0.142371,-0.703608,-0.566894,-0.227889,0.178340,0.050164,0.150999,-0.108815,0.631320,-0.626143,0.144288,0.181392,-0.147440,0.010019,0.000000
8026.194716,-0.129140,0.019654,0.199318,0.227505,-0.111308,0.011600,-0.167681,-0.025981,-0.198552,0.212166,-0.074876,0.045923,-0.085231,0.025743,0.015085,0.032692,0.140070,-0.702841,-0.566319,-0.230573,0.178340,0.050164,0.152916,-0.111308,0.631512,-0.626910,0.144288,0.181392,-0.147440,0.010211,0.000000
8026.214677,-0.132592,0.020038,0.198552,0.230957,-0.111308,0.011409,-0.167297,-0.025598,-0.199127,0.208906,-0.072000,0.041129,-0.083122,0.026343,0.021064,0.030008,0.129907,-0.703033,-0.566127,-0.234025,0.178340,0.050164,0.152916,-0.121470,0.631512,-0.625759,0.144096,0.181392,-0.147440,0.010115,0.000000
8026.234727,-0.132783,0.019079,0.198360,0.231148,-0.111883,0.010833,-0.167297,-0.026365,-0.199127,0.207948,-0.069891,0.039212,-0.080245,0.027626,0.030859,0.029816,0.114568,-0.703033,-0.565935,-0.234983,0.178340,0.050164,0.151958,-0.136043,0.630361,-0.623842,0.143521,0.181392,-0.147440,0.010115,0.000000
8026.254742,-0.132400,0.013518,0.198360,0.229423,-0.112459,0.010642,-0.167297,-0.031734,-0.199127,0.208906,-0.071042,0.036719,-0.078328,0.028873,0.034364,0.033267,0.101720,-0.703800,-0.567852,-0.235175,0.178340,0.050164,0.150999,-0.149465,0.627485,-0.622883,0.141987,0.181773,-0.147440,0.010115,0.000000
8026.274662,-0.128948,0.007765,0.199127,0.225204,-0.110733,0.008533,-0.167872,-0.036911,-0.198552,0.213700,-0.076026,0.035952,-0.076410,0.030242,0.035288,0.037103,0.095009,-0.704183,-0.567469,-0.235175,0.178340,0.050164,0.148123,-0.155984,0.627485,-0.621349,0.141987,0.181773,-0.147440,0.010115,0.000000
8026.294667,-0.125113,0.004506,0.200661,0.220027,-0.107857,0.005081,-0.170749,-0.040362,-0.196826,0.220986,-0.080629,0.038828,-0.077752,0.029867,0.033417,0.041704,0.096735,-0.704183,-0.565360,-0.235175,0.178340,0.050164,0.145439,-0.153108,0.627485,-0.619624,0.141987,0.181773,-0.147440,0.010115,0.000000
8026.314676,-0.122813,0.004889,0.201044,0.217918,-0.107281,0.004506,-0.171516,-0.040362,-0.196059,0.225012,-0.083697,0.044389,-0.082163,0.028317,0.027479,0.045923,0.104980,-0.704183,-0.565168,-0.234792,0.178340,0.050164,0.144864,-0.144288,0.629403,-0.619624,0.142370,0.181773,-0.147440,0.010115,0.000000
8026.334767,-0.120128,0.007574,0.201236,0.217343,-0.107089,0.004698,-0.170557,-0.038253,-0.196059,0.226930,-0.086573,0.047073,-0.084080,0.027042,0.017521,0.046882,0.117444,-0.704375,-0.564018,-0.234408,0.178340,0.050164,0.146589,-0.130866,0.629403,-0.619815,0.142562,0.181773,-0.147440,0.010019,0.000000
8026.354774,-0.119361,0.012367,0.201236,0.219644,-0.107281,0.005081,-0.167681,-0.033843,-0.196443,0.226930,-0.087148,0.046881,-0.085806,0.025814,0.014844,0.043814,0.129715,-0.703800,-0.563826,-0.234217,0.178340,0.050164,0.149849,-0.118402,0.629594,-0.619815,0.142754,0.181773,-0.147440,0.010019,0.000000
8026.374739,-0.119936,0.019462,0.200469,0.224629,-0.112459,0.005848,-0.165380,-0.027324,-0.197593,0.222903,-0.085039,0.045539,-0.087915,0.025954,0.014038,0.037869,0.134317,-0.703608,-0.563634,-0.234217,0.178340,0.050164,0.154067,-0.114376,0.630744,-0.621733,0.142754,0.181773,-0.147440,0.010019,0.000000
8026.394728,-0.123004,0.020996,0.198168,0.230189,-0.115718,0.007574,-0.162120,-0.025406,-0.199702,0.217726,-0.084272,0.042663,-0.088107,0.026313,0.014284,0.033076,0.133934,-0.703416,-0.563634,-0.234408,0.178340,0.050164,0.156560,-0.115335,0.631128,-0.621924,0.142754,0.181773,-0.147440,0.010402,0.000000
8026.414728,-0.125305,0.020996,0.197401,0.233833,-0.117060,0.007766,-0.161545,-0.025215,-0.200469,0.216001,-0.083122,0.039020,-0.087532,0.027706,0.021327,0.030392,0.125113,-0.703416,-0.563634,-0.234983,0.178340,0.050164,0.155793,-0.124538,0.631128,-0.621924,0.142754,0.181773,-0.147440,0.010211,0.000000
8026.434928,-0.125689,0.019654,0.197401,0.235175,-0.118786,0.007574,-0.161353,-0.026557,-0.200469,0.215234,-0.080245,0.038061,-0.085614,0.029278,0.031461,0.030200,0.111500,-0.703416,-0.563634,-0.234983,0.178340,0.050164,0.152533,-0.137960,0.629211,-0.621733,0.142370,0.181773,-0.147440,0.010115,0.000000
8026.454773,-0.125689,0.013326,0.198360,0.234217,-0.119170,0.007574,-0.161353,-0.032309,-0.200277,0.215617,-0.081779,0.039595,-0.084080,0.030704,0.030521,0.033843,0.100570,-0.704375,-0.564593,-0.235175,0.178340,0.050164,0.147356,-0.150424,0.627677,-0.621541,0.142179,0.181773,-0.147440,0.010115,0.000000
8026.474749,-0.123580,0.007190,0.199511,0.229614,-0.117827,0.005081,-0.163270,-0.037869,-0.199127,0.219835,-0.085998,0.037294,-0.082738,0.031292,0.032316,0.037678,0.097119,-0.704950,-0.564785,-0.234983,0.178340,0.050164,0.140836,-0.154259,0.627101,-0.620007,0.142370,0.181773,-0.147440,0.010115,0.000000
8026.494741,-0.121470,0.004314,0.201044,0.223095,-0.114568,0.002397,-0.167297,-0.041129,-0.197018,0.225012,-0.088107,0.042855,-0.084656,0.030713,0.031655,0.040362,0.099995,-0.705142,-0.563442,-0.234792,0.178340,0.050164,0.138344,-0.150424,0.626526,-0.619049,0.142754,0.181773,-0.147440,0.009540,0.000000
8026.514732,-0.120512,0.004889,0.201236,0.219452,-0.112075,0.002205,-0.168639,-0.041129,-0.196826,0.226738,-0.088682,0.047457,-0.085998,0.029244,0.026931,0.041129,0.108816,-0.705142,-0.563442,-0.234408,0.178340,0.050164,0.139878,-0.140645,0.629594,-0.619049,0.143713,0.181773,-0.147440,0.010019,0.000000
8026.534745,-0.119745,0.006999,0.200852,0.218685,-0.109582,0.002589,-0.168447,-0.039020,-0.197784,0.227122,-0.089066,0.048223,-0.086189,0.028335,0.018346,0.040746,0.121662,-0.704759,-0.563442,-0.234408,0.178340,0.050164,0.144096,-0.126839,0.629786,-0.619049,0.144096,0.181773,-0.147440,0.010019,0.000000
8026.554700,-0.119361,0.011792,0.199511,0.220603,-0.109007,0.003356,-0.166722,-0.034610,-0.198552,0.227314,-0.089449,0.047265,-0.085806,0.027255,0.017120,0.038828,0.132591,-0.703800,-0.563251,-0.234408,0.178340,0.050164,0.148315,-0.115143,0.630169,-0.619049,0.144288,0.181773,-0.147440,0.010019,0.000000
8026.574745,-0.120128,0.018312,0.198743,0.225780,-0.113609,0.004889,-0.164804,-0.028474,-0.199127,0.224437,-0.087340,0.045348,-0.086957,0.027899,0.017048,0.036719,0.136618,-0.703416,-0.563251,-0.234408,0.178340,0.050164,0.151958,-0.111691,0.630744,-0.620390,0.144288,0.181773,-0.147440,0.010019,0.000000
8026.594730,-0.123196,0.019462,0.197977,0.231340,-0.117252,0.006615,-0.162887,-0.026940,-0.200277,0.219835,-0.088107,0.042088,-0.086381,0.029119,0.017466,0.036335,0.136043,-0.703225,-0.563442,-0.234600,0.178340,0.050164,0.153684,-0.112842,0.631128,-0.620966,0.144288,0.181773,-0.147440,0.010115,0.000000
8026.614723,-0.125881,0.019654,0.197977,0.234792,-0.119170,0.006615,-0.162695,-0.026749,-0.200277,0.217726,-0.088107,0.039595,-0.084464,0.030227,0.023874,0.036335,0.127798,-0.703225,-0.563442,-0.235175,0.178340,0.050164,0.152533,-0.121854,0.631128,-0.621733,0.144288,0.181773,-0.147440,0.010115,0.000000
8026.634965,-0.127990,0.019270,0.197977,0.236326,-0.122237,0.006615,-0.163270,-0.027132,-0.200277,0.216959,-0.087532,0.039212,-0.084272,0.031083,0.033041,0.039020,0.117252,-0.703225,-0.563442,-0.235175,0.178340,0.050164,0.150232,-0.132208,0.630553,-0.621541,0.144288,0.181773,-0.147440,0.010115,0.000000
8026.654754,-0.129332,0.013710,0.197977,0.235942,-0.123963,0.006423,-0.164421,-0.032117,-0.200277,0.216384,-0.087340,0.039787,-0.082355,0.032727,0.032511,0.044772,0.101337,-0.703416,-0.564209,-0.235367,0.178340,0.050164,0.146398,-0.149273,0.628252,-0.621541,0.144288,0.181773,-0.147440,0.010019,0.000000
8026.674740,-0.127606,0.006040,0.199127,0.230573,-0.120895,0.003547,-0.166914,-0.039403,-0.199894,0.220411,-0.090600,0.039979,-0.080629,0.032735,0.033485,0.050141,0.097311,-0.704183,-0.564593,-0.235367,0.178340,0.049783,0.141795,-0.153492,0.628635,-0.619815,0.144288,0.182155,-0.147440,0.010019,0.000000
8026.694678,-0.125113,0.004506,0.200277,0.222903,-0.115526,-0.001055,-0.171133,-0.041321,-0.197977,0.225588,-0.090791,0.043046,-0.081204,0.031367,0.032723,0.053976,0.098653,-0.704375,-0.564209,-0.235367,0.178340,0.049783,0.141028,-0.151191,0.627677,-0.619624,0.144480,0.182155,-0.147440,0.009827,0.000000
8026.714753,-0.124730,0.004698,0.200277,0.218877,-0.111308,-0.000863,-0.172475,-0.041321,-0.198168,0.226930,-0.090983,0.046690,-0.083313,0.027099,0.027375,0.054743,0.107281,-0.704566,-0.564018,-0.235367,0.178340,0.049401,0.144288,-0.141412,0.629594,-0.619624,0.145247,0.182155,-0.147440,0.010019,0.000000
8026.734758,-0.124730,0.006999,0.198360,0.217726,-0.108240,-0.000288,-0.172475,-0.039212,-0.200277,0.227122,-0.091558,0.047265,-0.083505,0.023612,0.018929,0.053593,0.119361,-0.704375,-0.563442,-0.235367,0.178721,0.049401,0.149657,-0.128181,0.629786,-0.619624,0.145439,0.182155,-0.147440,0.010019,0.000000
8026.754654,-0.124155,0.013134,0.197401,0.219069,-0.106322,0.002589,-0.170749,-0.033460,-0.200661,0.226930,-0.088299,0.045731,-0.083505,0.022538,0.018673,0.049566,0.129140,-0.703800,-0.563251,-0.235175,0.178721,0.049401,0.154067,-0.117827,0.629978,-0.619624,0.145439,0.182155,-0.147440,0.010115,0.000000
8026.774716,-0.123580,0.018887,0.197401,0.224054,-0.108240,0.005848,-0.167106,-0.027707,-0.200852,0.223095,-0.084272,0.043238,-0.081971,0.023242,0.016105,0.045156,0.132975,-0.703416,-0.563059,-0.235175,0.178721,0.049401,0.157135,-0.113993,0.630361,-0.621541,0.145439,0.182155,-0.147440,0.010115,0.000000
8026.794682,-0.123771,0.019462,0.197401,0.227505,-0.110157,0.006807,-0.164229,-0.026940,-0.200852,0.219644,-0.083889,0.040554,-0.081012,0.024022,0.014261,0.043238,0.133358,-0.703416,-0.563059,-0.235175,0.178721,0.049401,0.157710,-0.114376,0.630553,-0.621924,0.145439,0.182155,-0.147440,0.010211,0.000000
8026.814724,-0.124538,0.020038,0.197401,0.228656,-0.113034,0.006807,-0.163654,-0.025981,-0.200852,0.218302,-0.083889,0.037678,-0.081971,0.025911,0.020574,0.043046,0.125880,-0.703416,-0.563059,-0.235175,0.178721,0.049401,0.154067,-0.122429,0.630553,-0.622116,0.145247,0.182155,-0.147440,0.010115,0.000000
8026.834741,-0.126072,0.020038,0.196059,0.229806,-0.115143,0.006807,-0.163654,-0.025981,-0.202195,0.216576,-0.081204,0.037678,-0.082546,0.027758,0.029408,0.043622,0.113225,-0.703416,-0.563059,-0.235367,0.178721,0.049401,0.149657,-0.134892,0.628635,-0.622308,0.144864,0.182155,-0.147821,0.010019,0.000000
8026.854758,-0.126839,0.014669,0.196059,0.230189,-0.115143,0.006615,-0.163654,-0.031158,-0.202387,0.215617,-0.080245,0.037486,-0.081396,0.028358,0.032815,0.044197,0.101720,-0.703416,-0.563251,-0.235367,0.178721,0.049401,0.145822,-0.147356,0.626526,-0.621924,0.144672,0.182155,-0.147821,0.010115,0.000000
8026.874796,-0.127031,0.010067,0.196443,0.227122,-0.113993,0.004889,-0.165572,-0.035185,-0.201620,0.216576,-0.081588,0.037294,-0.079670,0.030384,0.035129,0.047073,0.095777,-0.703991,-0.565168,-0.235367,0.178721,0.049401,0.141795,-0.154450,0.626526,-0.620966,0.144672,0.182155,-0.147821,0.010115,0.000000
8026.894672,-0.125881,0.006999,0.197977,0.221753,-0.110733,0.003739,-0.168639,-0.038061,-0.200469,0.220027,-0.082738,0.039212,-0.079286,0.030530,0.035457,0.049566,0.095585,-0.704183,-0.564976,-0.235367,0.178721,0.049020,0.139302,-0.154067,0.626143,-0.620007,0.144672,0.182155,-0.147821,0.010115,0.000000
8026.916143,-0.124155,0.006040,0.198935,0.218110,-0.106514,0.003547,-0.170557,-0.039212,-0.199318,0.223095,-0.082930,0.042471,-0.079286,0.029851,0.031474,0.049758,0.103254,-0.704183,-0.562675,-0.234792,0.178721,0.049020,0.138727,-0.145822,0.627485,-0.619815,0.144672,0.182155,-0.147821,0.010115,0.000000
