t,q_left_hip_pitch_joint,q_left_hip_roll_joint,q_left_hip_yaw_joint,q_left_knee_joint,q_left_ankle_pitch_joint,q_left_ankle_roll_joint,q_right_hip_pitch_joint,q_right_hip_roll_joint,q_right_hip_yaw_joint,q_right_knee_joint,q_right_ankle_pitch_joint,q_right_ankle_roll_joint,q_waist_yaw_joint,q_waist_pitch_joint,q_waist_roll_joint,q_left_shoulder_pitch_joint,q_left_shoulder_roll_joint,q_left_shoulder_yaw_joint,q_left_elbow_joint,q_left_wrist_yaw_joint,q_left_wrist_pitch_joint,q_left_wrist_roll_joint,q_right_shoulder_pitch_joint,q_right_shoulder_roll_joint,q_right_shoulder_yaw_joint,q_right_elbow_joint,q_right_wrist_yaw_joint,q_right_wrist_pitch_joint,q_right_wrist_roll_joint,q_head_yaw_joint,q_head_pitch_joint
8060.338285,-0.148123,0.024639,0.182254,0.242845,-0.111116,-0.020996,-0.190690,-0.092325,-0.155409,0.225588,-0.050141,0.090983,-0.092517,0.024512,0.010800,0.031542,0.115335,-0.709360,-0.555006,-0.235751,0.177196,0.031472,0.130674,-0.123388,0.635730,-0.600449,0.115527,0.177958,-0.146677,0.010019,0.000000
8060.358248,-0.148123,0.025215,0.182829,0.242653,-0.110733,-0.020996,-0.190690,-0.091750,-0.154642,0.225204,-0.050141,0.091175,-0.098269,0.023292,0.009422,0.031542,0.115526,-0.709360,-0.555006,-0.235751,0.177196,0.031472,0.127606,-0.123388,0.635538,-0.600641,0.115527,0.177958,-0.146677,0.010019,0.000000
8060.378446,-0.147548,0.025598,0.184555,0.242653,-0.110733,-0.020996,-0.190690,-0.091175,-0.152725,0.223479,-0.048607,0.091175,-0.103446,0.021642,0.007560,0.031734,0.115526,-0.709360,-0.555006,-0.235751,0.177196,0.031472,0.124538,-0.123963,0.635538,-0.600832,0.115527,0.177958,-0.146677,0.010019,0.000000
8060.398292,-0.146205,0.026365,0.187814,0.242653,-0.110925,-0.020996,-0.190690,-0.090408,-0.150041,0.222328,-0.046498,0.091175,-0.109199,0.020280,0.006026,0.031734,0.114759,-0.709360,-0.555006,-0.235751,0.177196,0.031472,0.121854,-0.124730,0.635538,-0.601216,0.115527,0.177958,-0.146677,0.010019,0.000000
8060.418281,-0.144672,0.026556,0.191074,0.243037,-0.112267,-0.020996,-0.190690,-0.090216,-0.146205,0.221753,-0.043814,0.091175,-0.117444,0.018633,0.004013,0.032117,0.114184,-0.709360,-0.555006,-0.235751,0.177196,0.031472,0.117636,-0.125305,0.635538,-0.601408,0.115527,0.177958,-0.146677,0.010019,0.000000
8060.438261,-0.143330,0.026556,0.194334,0.244762,-0.115143,-0.020996,-0.190690,-0.090216,-0.143138,0.220794,-0.041321,0.091175,-0.126072,0.017988,0.002166,0.032501,0.113609,-0.709360,-0.555006,-0.235751,0.177196,0.031472,0.112075,-0.126456,0.635538,-0.601408,0.115527,0.177958,-0.146677,0.010115,0.000000
8060.458218,-0.141795,0.026173,0.199702,0.247063,-0.119170,-0.020996,-0.190307,-0.090216,-0.139303,0.218877,-0.037294,0.091175,-0.136618,0.017916,0.001444,0.032692,0.113225,-0.709360,-0.555006,-0.235751,0.177196,0.031472,0.105364,-0.127990,0.635538,-0.601408,0.115527,0.177958,-0.146677,0.010115,0.000000
8060.478224,-0.139494,0.024447,0.206414,0.248981,-0.124347,-0.020996,-0.190115,-0.091175,-0.138727,0.217918,-0.033076,0.091175,-0.145630,0.018273,0.000722,0.032692,0.112842,-0.709360,-0.555006,-0.235751,0.177196,0.031472,0.097502,-0.129524,0.635538,-0.601408,0.115527,0.177958,-0.146677,0.010115,0.000000
8060.499470,-0.135468,0.021955,0.214083,0.249939,-0.130482,-0.020996,-0.190115,-0.093092,-0.139303,0.217343,-0.030392,0.090024,-0.152916,0.018845,-0.000080,0.032692,0.112459,-0.708977,-0.555006,-0.235751,0.177196,0.031472,0.090791,-0.131058,0.635538,-0.601408,0.115527,0.177958,-0.146677,0.010115,0.000000
8060.518267,-0.130674,0.018504,0.224437,0.250706,-0.138919,-0.020996,-0.190115,-0.095968,-0.140645,0.216959,-0.029241,0.088107,-0.161737,0.019703,-0.000723,0.033267,0.112459,-0.708402,-0.555006,-0.235751,0.177196,0.031472,0.083122,-0.132208,0.635538,-0.601408,0.115527,0.177958,-0.146677,0.010019,0.000000
8060.538307,-0.126456,0.014669,0.230573,0.251282,-0.149273,-0.020996,-0.190115,-0.098461,-0.142754,0.216959,-0.026749,0.087532,-0.170365,0.022135,-0.001368,0.035569,0.112267,-0.707059,-0.555006,-0.235559,0.177196,0.031472,0.075068,-0.133167,0.635538,-0.601408,0.115527,0.177958,-0.146677,0.010019,0.000000
8060.558257,-0.123771,0.010642,0.235367,0.251665,-0.156559,-0.020996,-0.190115,-0.099228,-0.145247,0.216959,-0.026749,0.086957,-0.179953,0.023066,-0.000805,0.038061,0.112267,-0.705142,-0.555389,-0.235367,0.177196,0.031472,0.068165,-0.133742,0.635538,-0.601791,0.117252,0.177958,-0.146677,0.010019,0.000000
8060.578322,-0.122429,0.006423,0.241886,0.252432,-0.164613,-0.020996,-0.190115,-0.099420,-0.148890,0.216959,-0.026749,0.086765,-0.188006,0.023065,-0.000644,0.040937,0.112267,-0.703033,-0.556156,-0.235175,0.177196,0.031472,0.063947,-0.133934,0.635538,-0.603325,0.120895,0.177958,-0.146677,0.010019,0.000000
8060.598349,-0.121470,0.000288,0.247639,0.252624,-0.173242,-0.020996,-0.190115,-0.099036,-0.155793,0.218110,-0.026173,0.086189,-0.195484,0.023280,-0.000403,0.042855,0.112459,-0.702266,-0.556923,-0.235175,0.177196,0.031472,0.061454,-0.134125,0.635730,-0.606776,0.126072,0.177958,-0.146677,0.010019,0.000000
8060.618220,-0.121470,-0.005081,0.252432,0.252432,-0.181487,-0.020804,-0.190115,-0.096160,-0.160970,0.220219,-0.024064,0.085614,-0.202770,0.024354,0.000645,0.045732,0.112459,-0.701691,-0.558457,-0.235175,0.177196,0.031472,0.059154,-0.134701,0.635538,-0.609653,0.137769,0.177958,-0.146677,0.010019,0.000000
8060.638275,-0.121470,-0.010450,0.261061,0.248981,-0.191266,-0.016395,-0.190115,-0.091750,-0.165380,0.224629,-0.018695,0.084080,-0.208523,0.027361,0.002261,0.048991,0.112459,-0.701499,-0.559608,-0.234408,0.177196,0.031472,0.057620,-0.135468,0.635538,-0.614063,0.146014,0.177958,-0.146677,0.010019,0.000000
8060.658267,-0.121470,-0.015244,0.271799,0.243804,-0.202195,-0.011025,-0.190115,-0.083889,-0.169215,0.232682,-0.012751,0.081971,-0.213316,0.029655,0.004206,0.052443,0.112459,-0.701499,-0.560566,-0.232874,0.177196,0.031472,0.057236,-0.137193,0.635538,-0.619049,0.148507,0.177958,-0.146677,0.010019,0.000000
8060.678363,-0.125305,-0.021380,0.280044,0.236901,-0.206605,-0.006615,-0.186280,-0.072383,-0.175735,0.244954,-0.006615,0.076985,-0.219069,0.031020,0.006559,0.056852,0.111883,-0.701499,-0.560758,-0.230573,0.177196,0.031472,0.057236,-0.138535,0.635538,-0.622692,0.152725,0.177958,-0.146677,0.010019,0.000000
8060.698579,-0.130866,-0.027132,0.286562,0.227314,-0.207372,-0.000288,-0.179186,-0.059154,-0.185321,0.253966,-0.017353,0.066440,-0.223670,0.031317,0.011095,0.060304,0.110733,-0.701499,-0.560950,-0.227889,0.177196,0.031472,0.056469,-0.141028,0.635538,-0.625567,0.158286,0.177958,-0.146677,0.010019,0.000000
8060.718296,-0.137960,-0.030967,0.290781,0.215617,-0.205263,0.006807,-0.172858,-0.044005,-0.196059,0.258568,-0.019654,0.054935,-0.225588,0.034723,0.020296,0.062029,0.107857,-0.701499,-0.560950,-0.224246,0.177196,0.031472,0.054168,-0.145247,0.635155,-0.628827,0.169598,0.177958,-0.146677,0.010019,0.000000
8060.738225,-0.148698,-0.034035,0.291932,0.205263,-0.194717,0.011217,-0.170174,-0.031350,-0.195675,0.262211,-0.016586,0.047265,-0.226163,0.035916,0.027626,0.063372,0.105939,-0.701691,-0.562100,-0.221178,0.177196,0.031472,0.051100,-0.148698,0.634580,-0.632087,0.178994,0.177958,-0.146677,0.010019,0.000000
8060.758283,-0.162504,-0.038828,0.291548,0.193183,-0.179378,0.010642,-0.168064,-0.022338,-0.192224,0.263553,-0.014093,0.033843,-0.226355,0.034016,0.032378,0.067015,0.105939,-0.701691,-0.564018,-0.213892,0.177196,0.031472,0.048223,-0.149657,0.634196,-0.634004,0.179953,0.177958,-0.146677,0.010019,0.000000
8060.779129,-0.174009,-0.044197,0.288096,0.181678,-0.168256,0.007574,-0.167106,-0.019270,-0.190115,0.263745,-0.014860,0.024256,-0.226546,0.031741,0.034596,0.073151,0.108240,-0.701691,-0.565743,-0.206222,0.177196,0.031472,0.047265,-0.148890,0.634004,-0.635538,0.183787,0.177958,-0.146677,0.010019,0.000000
8060.798678,-0.184555,-0.048032,0.281194,0.171899,-0.150041,0.005465,-0.164229,-0.016778,-0.187239,0.263553,-0.019079,0.018695,-0.226546,0.029743,0.035518,0.082163,0.111308,-0.701499,-0.567277,-0.203537,0.177196,0.031472,0.046498,-0.147931,0.634004,-0.640716,0.187431,0.177958,-0.146677,0.010019,0.000000
8060.818795,-0.194141,-0.049183,0.272565,0.168447,-0.126839,0.005273,-0.160011,-0.015627,-0.184938,0.263170,-0.024064,0.011792,-0.226546,0.030470,0.036670,0.088682,0.113417,-0.701499,-0.567277,-0.202003,0.177196,0.031472,0.046114,-0.147739,0.633812,-0.646084,0.192800,0.177958,-0.146677,0.010019,0.000000
8060.838277,-0.204112,-0.049566,0.258184,0.167297,-0.107857,0.005081,-0.152533,-0.015435,-0.180912,0.262594,-0.032884,0.005465,-0.226546,0.032497,0.038830,0.099803,0.114759,-0.701499,-0.567277,-0.201620,0.177196,0.031472,0.048415,-0.148507,0.633812,-0.654521,0.203345,0.177958,-0.146677,0.010019,0.000000
8060.858229,-0.212549,-0.049950,0.243612,0.169023,-0.114568,0.001438,-0.143521,-0.017545,-0.175926,0.262211,-0.047457,0.001630,-0.226546,0.035398,0.041997,0.109582,0.114184,-0.701115,-0.567277,-0.201620,0.177196,0.031472,0.052826,-0.149465,0.633812,-0.656438,0.207756,0.177958,-0.146677,0.010019,0.000000
8060.880142,-0.215617,-0.052251,0.234216,0.171324,-0.138535,-0.008341,-0.133550,-0.022913,-0.171899,0.264704,-0.053977,0.000288,-0.226546,0.037727,0.044995,0.117636,0.111883,-0.700731,-0.567277,-0.201620,0.177196,0.031472,0.057428,-0.150616,0.633621,-0.657014,0.208139,0.177958,-0.146677,0.010115,0.000000
8060.898335,-0.220603,-0.057044,0.219260,0.170941,-0.157135,-0.029433,-0.117060,-0.032692,-0.169598,0.265279,-0.060688,0.000288,-0.226546,0.041613,0.045932,0.121470,0.108240,-0.700540,-0.567469,-0.201812,0.177196,0.031472,0.064714,-0.153108,0.631895,-0.658164,0.208139,0.177958,-0.146677,0.010019,0.000000
8060.918226,-0.225204,-0.061071,0.205647,0.165380,-0.174776,-0.057811,-0.100762,-0.039979,-0.166530,0.267388,-0.064331,0.001438,-0.226546,0.044958,0.049309,0.123196,0.105556,-0.700540,-0.569386,-0.201812,0.177196,0.031472,0.070849,-0.155601,0.631128,-0.659890,0.208139,0.177958,-0.146677,0.010019,0.000000
8060.938271,-0.227505,-0.061263,0.204688,0.150616,-0.193950,-0.079862,-0.084272,-0.042088,-0.164038,0.270648,-0.064906,0.002205,-0.225780,0.049859,0.055794,0.124347,0.104597,-0.700540,-0.573030,-0.202003,0.177196,0.031472,0.074685,-0.157327,0.630937,-0.659890,0.208139,0.177958,-0.146677,0.010019,0.000000
8060.958275,-0.229614,-0.061263,0.211015,0.126647,-0.193183,-0.085423,-0.068165,-0.041512,-0.163654,0.271031,-0.064331,0.002013,-0.224629,0.053247,0.061187,0.124538,0.105939,-0.700540,-0.575522,-0.202003,0.177196,0.031472,0.076026,-0.157327,0.630937,-0.660082,0.208139,0.177958,-0.146677,0.010019,0.000000
8060.978263,-0.237285,-0.061071,0.220219,0.104980,-0.180912,-0.085039,-0.056852,-0.038637,-0.164229,0.269114,-0.062221,0.002013,-0.222520,0.052911,0.062736,0.126839,0.111308,-0.700540,-0.576673,-0.202003,0.177196,0.031472,0.076410,-0.153684,0.630937,-0.660657,0.208139,0.177958,-0.146677,0.010019,0.000000
8061.000521,-0.249748,-0.057428,0.223862,0.092134,-0.150041,-0.083313,-0.047073,-0.032884,-0.165188,0.261636,-0.059920,0.001822,-0.219069,0.052045,0.062535,0.131633,0.120128,-0.700540,-0.578015,-0.202003,0.177196,0.031472,0.076410,-0.147931,0.630937,-0.663341,0.208139,0.177958,-0.146677,0.010115,0.000000
8061.018189,-0.267580,-0.048800,0.218110,0.094818,-0.100570,-0.073342,-0.040746,-0.023106,-0.165572,0.251090,-0.061071,0.002780,-0.213508,0.052325,0.062054,0.138152,0.128181,-0.700348,-0.577823,-0.202003,0.177577,0.031472,0.072767,-0.143713,0.631128,-0.668902,0.208139,0.177958,-0.146677,0.010115,0.000000
8061.038254,-0.287330,-0.035569,0.198552,0.110541,-0.036527,-0.048799,-0.038253,-0.011025,-0.165763,0.239777,-0.065289,0.011217,-0.203729,0.055481,0.065893,0.148315,0.133550,-0.699773,-0.577439,-0.202195,0.177958,0.031472,0.069316,-0.142370,0.631320,-0.678681,0.208139,0.177958,-0.146677,0.010211,0.000000
8061.058253,-0.301519,-0.023681,0.165572,0.135468,0.010067,-0.036527,-0.037486,0.001822,-0.167489,0.230573,-0.080437,0.021188,-0.193183,0.061375,0.073597,0.158477,0.134317,-0.698239,-0.577056,-0.202195,0.177958,0.031472,0.067015,-0.147356,0.631512,-0.692103,0.207948,0.177958,-0.146677,0.010115,0.000000
8061.078219,-0.303628,-0.021572,0.132783,0.159052,0.019079,-0.023872,-0.034418,0.007574,-0.167681,0.227122,-0.104597,0.023489,-0.185130,0.065180,0.076767,0.167106,0.132591,-0.696897,-0.576673,-0.202195,0.177958,0.031472,0.066440,-0.155218,0.631320,-0.700156,0.207948,0.177958,-0.147058,0.010115,0.000000
8061.098203,-0.302861,-0.032309,0.116485,0.169790,0.003931,-0.031926,-0.033076,0.002780,-0.168831,0.226355,-0.135659,0.024831,-0.184555,0.064360,0.071420,0.171133,0.129715,-0.694596,-0.575714,-0.202195,0.177958,0.031472,0.071808,-0.160203,0.631128,-0.701307,0.207948,0.177958,-0.147058,0.009540,0.000000
8061.118213,-0.294041,-0.044389,0.111116,0.172475,-0.039979,-0.077561,-0.032884,-0.007957,-0.176885,0.226546,-0.161545,0.028474,-0.186472,0.060425,0.064539,0.167489,0.125497,-0.689227,-0.576289,-0.202579,0.178340,0.031472,0.083122,-0.166530,0.630937,-0.700348,0.207756,0.178340,-0.147058,0.010019,0.000000
8061.138227,-0.285412,-0.055702,0.127031,0.171899,-0.102871,-0.120320,-0.032692,-0.020421,-0.191457,0.225780,-0.171707,0.028283,-0.186664,0.063713,0.058299,0.158861,0.118211,-0.681174,-0.578207,-0.202579,0.178340,0.031472,0.094243,-0.175351,0.630937,-0.699389,0.207564,0.178721,-0.147058,0.010115,0.000000
8061.158220,-0.276208,-0.067206,0.186089,0.174584,-0.164996,-0.113225,-0.025215,-0.038828,-0.219835,0.208714,-0.171324,0.017929,-0.188964,0.076502,0.043249,0.144671,0.117252,-0.680023,-0.584342,-0.202579,0.177958,0.031472,0.096927,-0.178227,0.629786,-0.698431,0.207756,0.179103,-0.147058,0.010019,0.000000
8061.178258,-0.281961,-0.074109,0.280044,0.206030,-0.193758,-0.067974,-0.009491,-0.064522,-0.261252,0.174392,-0.167681,-0.007190,-0.199894,0.082370,0.029246,0.128757,0.123388,-0.678681,-0.587794,-0.202387,0.177958,0.031472,0.093668,-0.174009,0.627677,-0.698622,0.210440,0.179484,-0.147058,0.010019,0.000000
8061.198298,-0.322419,-0.061454,0.342360,0.306313,-0.141220,0.011600,-0.006423,-0.080629,-0.303245,0.148698,-0.158286,-0.024447,-0.216384,0.084423,0.022822,0.114759,0.126647,-0.679640,-0.577056,-0.198935,0.177958,0.031854,0.090983,-0.167106,0.623842,-0.698814,0.218877,0.179484,-0.147058,0.010019,0.000000
8061.218221,-0.361727,-0.030392,0.358659,0.434014,-0.092134,0.068549,-0.020804,-0.093668,-0.339484,0.149082,-0.152916,-0.033267,-0.224821,0.080356,0.019081,0.112459,0.128181,-0.679832,-0.565360,-0.194141,0.178340,0.031854,0.090983,-0.158093,0.621158,-0.698047,0.234600,0.179484,-0.147058,0.010499,0.000000
8061.238242,-0.356166,-0.008916,0.334883,0.486361,-0.070083,0.072000,-0.035377,-0.106706,-0.362686,0.155984,-0.153108,-0.035760,-0.223095,0.069781,0.009642,0.121662,0.128757,-0.680407,-0.547911,-0.188964,0.178340,0.031854,0.093284,-0.149273,0.620966,-0.698622,0.249173,0.179484,-0.147058,0.010115,0.000000
8061.258201,-0.318009,0.003164,0.285412,0.464310,-0.048607,0.054743,-0.039787,-0.111308,-0.378217,0.160011,-0.148890,-0.026749,-0.222328,0.057593,0.004700,0.138535,0.128757,-0.680598,-0.537748,-0.181678,0.178340,0.031854,0.094818,-0.142179,0.621924,-0.699197,0.255884,0.179484,-0.147058,0.010115,0.000000
8061.278240,-0.257609,0.017353,0.222903,0.385119,-0.009491,0.021380,-0.039595,-0.103638,-0.391064,0.163463,-0.143521,-0.009299,-0.225396,0.052794,0.013973,0.157327,0.128757,-0.680790,-0.538323,-0.178035,0.178721,0.031854,0.097119,-0.139494,0.624226,-0.699389,0.265854,0.179484,-0.147058,0.009827,0.000000
8061.298230,-0.202195,0.039595,0.183787,0.299602,0.020996,-0.016395,-0.037869,-0.083313,-0.396433,0.174776,-0.142370,0.008533,-0.229039,0.063354,0.024006,0.161161,0.127414,-0.680790,-0.542350,-0.178035,0.178721,0.031854,0.098077,-0.145630,0.626143,-0.701882,0.271415,0.179484,-0.147440,0.010115,0.000000
8061.318211,-0.156752,0.049758,0.173241,0.246871,0.004889,-0.034610,-0.036335,-0.071425,-0.399500,0.194909,-0.152533,0.025790,-0.235367,0.080803,0.032231,0.149657,0.130099,-0.679256,-0.553663,-0.178035,0.178721,0.031854,0.093092,-0.149465,0.627485,-0.698622,0.273333,0.179484,-0.147440,0.009540,0.000000
8061.338270,-0.144288,0.047266,0.174009,0.221945,-0.003931,-0.040554,-0.039595,-0.076026,-0.398350,0.213892,-0.172474,0.043046,-0.250515,0.085043,0.029043,0.126839,0.135276,-0.678873,-0.556348,-0.179378,0.178721,0.032235,0.090024,-0.147739,0.629403,-0.689802,0.273524,0.179866,-0.147440,0.010115,0.000000
8061.358185,-0.157518,0.041896,0.170173,0.215425,-0.001055,-0.037294,-0.061646,-0.084464,-0.389146,0.234216,-0.189157,0.054168,-0.259527,0.079804,0.023927,0.104405,0.137385,-0.677147,-0.555197,-0.183596,0.178721,0.032235,0.091558,-0.145247,0.635922,-0.679640,0.273333,0.180247,-0.147440,0.010115,0.000000
8061.378301,-0.176501,0.039787,0.167681,0.224821,0.003739,-0.029049,-0.087340,-0.089641,-0.372081,0.253199,-0.196443,0.052251,-0.259527,0.074297,0.020676,0.094051,0.137577,-0.676955,-0.554814,-0.193375,0.178721,0.032617,0.091750,-0.140453,0.638989,-0.672354,0.273141,0.180247,-0.147440,0.010211,0.000000
8061.398234,-0.192800,0.040362,0.170749,0.252240,0.005848,-0.014093,-0.108240,-0.094243,-0.337567,0.276976,-0.202962,0.032309,-0.259527,0.070952,0.014974,0.092134,0.138727,-0.676955,-0.554047,-0.204496,0.178721,0.032617,0.087723,-0.132783,0.638798,-0.668902,0.268539,0.180247,-0.147440,0.010115,0.000000
8061.418233,-0.201620,0.044389,0.178419,0.295959,0.004889,-0.002972,-0.112650,-0.097502,-0.298068,0.297492,-0.208906,-0.002588,-0.259143,0.075333,0.007425,0.098653,0.138919,-0.679256,-0.551938,-0.205263,0.178721,0.032617,0.083122,-0.128373,0.637839,-0.668902,0.265087,0.180247,-0.147440,0.010211,0.000000
8061.438223,-0.220027,0.045540,0.187623,0.362110,-0.027515,-0.000288,-0.105939,-0.107281,-0.252624,0.310147,-0.221561,-0.052826,-0.256267,0.079160,-0.007025,0.112650,0.137960,-0.679832,-0.551554,-0.204880,0.178721,0.032617,0.080821,-0.124730,0.637839,-0.669094,0.249939,0.180247,-0.147440,0.010115,0.000000
8061.458352,-0.252816,0.032117,0.197785,0.420593,-0.079478,-0.025981,-0.107665,-0.121662,-0.199702,0.314941,-0.252048,-0.074301,-0.254733,0.060847,-0.026197,0.129140,0.137768,-0.683091,-0.549062,-0.204688,0.178721,0.032617,0.087532,-0.119745,0.636689,-0.668518,0.232491,0.180247,-0.147440,0.009635,0.000000
8061.478192,-0.289822,0.010258,0.211399,0.402952,-0.158477,-0.055318,-0.129332,-0.137960,-0.173242,0.326446,-0.283687,-0.069508,-0.246296,0.028045,-0.029413,0.141796,0.135851,-0.686926,-0.548870,-0.203921,0.178721,0.032617,0.096927,-0.120512,0.635155,-0.666217,0.225012,0.180629,-0.147440,0.010019,0.000000
8061.498191,-0.335649,-0.001055,0.238051,0.320310,-0.165955,-0.056086,-0.162504,-0.141412,-0.169023,0.351756,-0.289247,-0.041321,-0.239202,0.005036,-0.018834,0.143330,0.127414,-0.696321,-0.556348,-0.204113,0.178721,0.032617,0.099611,-0.130674,0.627869,-0.666792,0.213508,0.180629,-0.147440,0.010019,0.000000
8061.518197,-0.379559,-0.016969,0.277742,0.239202,-0.091175,-0.041129,-0.176310,-0.151191,-0.163846,0.393365,-0.299218,0.000096,-0.238243,0.002714,-0.006902,0.132591,0.128181,-0.710127,-0.575905,-0.205647,0.178721,0.032617,0.096735,-0.136043,0.610420,-0.667560,0.202386,0.180629,-0.147821,0.009923,0.000000
8061.538242,-0.416182,-0.029816,0.323953,0.207564,0.000863,-0.002013,-0.174392,-0.156176,-0.141028,0.462009,-0.321460,0.047840,-0.238051,0.024139,-0.001853,0.114759,0.135276,-0.715496,-0.592012,-0.212358,0.178340,0.032617,0.092134,-0.136618,0.594889,-0.667751,0.199702,0.180629,-0.147821,0.010019,0.000000
8061.558230,-0.435740,-0.017545,0.362111,0.216001,0.067398,0.068932,-0.164229,-0.140261,-0.114759,0.538132,-0.334307,0.098077,-0.232299,0.056728,0.003379,0.111691,0.141028,-0.713770,-0.594697,-0.224629,0.178340,0.032617,0.092325,-0.130099,0.586452,-0.669094,0.200086,0.181010,-0.147821,0.010594,0.000000
8061.578374,-0.429413,0.028666,0.377066,0.253966,0.113417,0.155409,-0.148698,-0.105556,-0.097119,0.607160,-0.331240,0.105939,-0.212741,0.086651,0.031425,0.129907,0.140645,-0.713579,-0.592204,-0.242462,0.178340,0.032998,0.098077,-0.128565,0.580124,-0.675997,0.201620,0.181010,-0.147440,0.010307,0.000000
8061.598292,-0.406211,0.113034,0.354057,0.323953,0.125689,0.221561,-0.114951,-0.040362,-0.078328,0.645893,-0.299410,0.100379,-0.188773,0.092183,0.083988,0.177460,0.126456,-0.714537,-0.586068,-0.253774,0.179484,0.032998,0.113993,-0.138344,0.575905,-0.684433,0.203154,0.181010,-0.147440,0.010307,0.000000
8061.618200,-0.382627,0.151382,0.345045,0.424044,-0.003931,0.146973,-0.054552,-0.023106,-0.073534,0.618473,-0.276976,0.070849,-0.200852,0.071183,0.088225,0.215617,0.117636,-0.717222,-0.563251,-0.257417,0.180247,0.032617,0.136618,-0.126072,0.573605,-0.674654,0.200086,0.181010,-0.147821,0.008581,0.000000
8061.638324,-0.354824,0.145055,0.308997,0.401610,0.003739,0.070083,0.006999,-0.026173,-0.081012,0.525669,-0.269690,0.029433,-0.220027,0.042980,0.081689,0.232874,0.103830,-0.719522,-0.541200,-0.253774,0.181773,0.032235,0.184171,-0.123580,0.576481,-0.678106,0.190115,0.181773,-0.147821,0.009635,0.000000
8061.658196,-0.294424,0.132400,0.226546,0.304012,0.018504,0.025790,0.063372,-0.027324,-0.090408,0.413306,-0.236134,0.017161,-0.214275,0.019751,0.100347,0.228848,0.087723,-0.718947,-0.550787,-0.235751,0.182536,0.032617,0.220986,-0.136235,0.579741,-0.686926,0.188006,0.181773,-0.148203,0.009827,0.000000
8061.678966,-0.252816,0.130482,0.178994,0.235559,0.037678,0.004889,0.091558,-0.028090,-0.101720,0.335074,-0.190498,0.016969,-0.195867,0.013327,0.114415,0.206797,0.081396,-0.718947,-0.567661,-0.214850,0.182536,0.032998,0.214658,-0.150232,0.581275,-0.689802,0.186089,0.181773,-0.148203,0.010307,0.000000
8061.699649,-0.244187,0.121470,0.176310,0.206989,0.069699,-0.005273,0.101529,-0.037869,-0.126647,0.277359,-0.146973,0.023106,-0.185897,0.021108,0.116503,0.169981,0.084655,-0.723549,-0.586260,-0.185321,0.181010,0.032998,0.180336,-0.159052,0.581083,-0.689419,0.185513,0.182155,-0.148203,0.009923,0.000000
8061.718173,-0.250323,0.098653,0.201428,0.212549,0.111883,-0.003547,0.109199,-0.061454,-0.158861,0.249556,-0.133934,0.040746,-0.182062,0.041360,0.101948,0.114376,0.099995,-0.726617,-0.595655,-0.161545,0.181010,0.033380,0.128948,-0.158477,0.579357,-0.690569,0.185897,0.182155,-0.148584,0.009540,0.000000
8061.738199,-0.254158,0.076411,0.217726,0.220219,0.140453,0.014668,0.106131,-0.091750,-0.171899,0.252432,-0.144480,0.082738,-0.176501,0.051083,0.080905,0.061838,0.118594,-0.726809,-0.596039,-0.158669,0.181010,0.033380,0.088490,-0.148123,0.581083,-0.692486,0.188581,0.182155,-0.148966,0.009923,0.000000
8061.758156,-0.262594,0.061454,0.227314,0.221753,0.157518,0.026365,0.085423,-0.118594,-0.168639,0.269306,-0.165380,0.132592,-0.169406,0.047921,0.065313,0.033651,0.134125,-0.725658,-0.589903,-0.160395,0.181010,0.033761,0.071233,-0.136618,0.584534,-0.692103,0.197018,0.182155,-0.148966,0.010307,0.000000
8061.778846,-0.260293,0.058386,0.237668,0.222328,0.157327,0.029049,0.068549,-0.131058,-0.159627,0.297875,-0.185321,0.164613,-0.163463,0.037416,0.048972,0.023872,0.146397,-0.723741,-0.587602,-0.163270,0.181010,0.033761,0.066056,-0.126072,0.587410,-0.692295,0.206797,0.182155,-0.148966,0.010019,0.000000
8061.798225,-0.240928,0.063372,0.245337,0.235559,0.131633,0.064331,0.047840,-0.135276,-0.141220,0.371697,-0.203920,0.190307,-0.161161,0.029961,0.042970,0.023872,0.156368,-0.713387,-0.586260,-0.176693,0.181010,0.033761,0.065097,-0.116485,0.586644,-0.694979,0.210248,0.182155,-0.148966,0.009827,0.000000
8061.818158,-0.224629,0.076986,0.242270,0.260293,0.089833,0.096543,0.021955,-0.130291,-0.135084,0.461051,-0.204112,0.201236,-0.163463,0.025226,0.042181,0.029433,0.160395,-0.708210,-0.582233,-0.185705,0.181010,0.033761,0.066056,-0.110733,0.586452,-0.694596,0.210440,0.182155,-0.148966,0.010019,0.000000
8061.838225,-0.214083,0.102871,0.227314,0.286562,0.037103,0.128181,-0.030200,-0.114376,-0.129907,0.573988,-0.182062,0.174967,-0.171899,0.012874,0.055326,0.041321,0.158477,-0.708210,-0.572071,-0.198168,0.181010,0.034142,0.076219,-0.109582,0.586452,-0.689227,0.210057,0.182155,-0.148966,0.010019,0.000000
8061.858160,-0.207564,0.139878,0.194141,0.294616,-0.015436,0.133934,-0.092709,-0.081588,-0.124155,0.675422,-0.172283,0.114184,-0.179569,0.007827,0.078092,0.058195,0.147548,-0.709360,-0.564209,-0.200086,0.181392,0.034142,0.086189,-0.116868,0.586644,-0.680023,0.210248,0.182155,-0.148966,0.010019,0.000000
