t,target_left_hip_pitch_joint,target_left_hip_roll_joint,target_left_hip_yaw_joint,target_left_knee_joint,target_left_ankle_pitch_joint,target_left_ankle_roll_joint,target_right_hip_pitch_joint,target_right_hip_roll_joint,target_right_hip_yaw_joint,target_right_knee_joint,target_right_ankle_pitch_joint,target_right_ankle_roll_joint,target_waist_yaw_joint,target_waist_pitch_joint,target_waist_roll_joint,target_left_shoulder_pitch_joint,target_left_shoulder_roll_joint,target_left_shoulder_yaw_joint,target_left_elbow_joint,target_left_wrist_yaw_joint,target_left_wrist_pitch_joint,target_left_wrist_roll_joint,target_right_shoulder_pitch_joint,target_right_shoulder_roll_joint,target_right_shoulder_yaw_joint,target_right_elbow_joint,target_right_wrist_yaw_joint,target_right_wrist_pitch_joint,target_right_wrist_roll_joint,target_head_yaw_joint,target_head_pitch_joint
8056.718186,-0.178322,-0.139982,0.218224,0.205140,-0.099329,-0.242812,-0.147226,0.092301,-0.183553,0.214866,-0.041450,0.121662,-0.097833,-0.033164,-0.003278,0.011672,0.239533,-0.680224,-0.593871,-0.248174,0.185055,0.042227,0.138836,-0.227461,0.613199,-0.646941,0.134369,0.186408,-0.159914,0.010000,-0.010000
8056.738216,-0.178034,-0.139977,0.218232,0.205286,-0.098017,-0.242762,-0.147420,0.092374,-0.183455,0.214878,-0.040537,0.121691,-0.097748,-0.033675,-0.003123,0.011726,0.239567,-0.680245,-0.593814,-0.248194,0.185055,0.042227,0.138873,-0.227515,0.613172,-0.646941,0.134357,0.186408,-0.159914,0.010000,-0.010000
8056.758179,-0.177890,-0.139976,0.218157,0.205441,-0.096889,-0.242762,-0.147318,0.092398,-0.183460,0.215016,-0.039383,0.121590,-0.097954,-0.034659,-0.002491,0.011681,0.239549,-0.680228,-0.593806,-0.248229,0.185055,0.042227,0.139085,-0.227538,0.613203,-0.646883,0.134352,0.186408,-0.159914,0.010000,-0.010000
8056.778223,-0.178008,-0.140009,0.218061,0.205536,-0.094960,-0.243010,-0.147132,0.092357,-0.183440,0.215252,-0.037552,0.121398,-0.097926,-0.035326,-0.001787,0.011693,0.239500,-0.680209,-0.593847,-0.248259,0.185055,0.042227,0.139233,-0.227539,0.613247,-0.646876,0.134324,0.186408,-0.159914,0.010000,-0.010000
8056.798345,-0.178938,-0.138831,0.217793,0.205163,-0.093610,-0.242557,-0.145352,0.092875,-0.184404,0.215628,-0.035608,0.122405,-0.095141,-0.035851,-0.005740,0.008828,0.240138,-0.678904,-0.594254,-0.246453,0.185055,0.042227,0.133853,-0.228353,0.613416,-0.648786,0.131768,0.186408,-0.159914,0.010000,-0.010000
8056.818151,-0.179099,-0.138207,0.217614,0.205682,-0.090986,-0.241918,-0.144175,0.091810,-0.187082,0.215421,-0.032699,0.122271,-0.100759,-0.030499,-0.003090,0.004303,0.242124,-0.676970,-0.594252,-0.243969,0.185055,0.042227,0.138428,-0.229219,0.613893,-0.646121,0.129347,0.186408,-0.159914,0.010000,-0.010000
8056.838157,-0.179441,-0.137928,0.217442,0.205697,-0.089811,-0.241631,-0.143570,0.091181,-0.187721,0.215590,-0.031092,0.122072,-0.100428,-0.027178,0.000354,0.004416,0.241751,-0.676858,-0.593652,-0.242396,0.185055,0.042227,0.140434,-0.229053,0.614421,-0.645147,0.127941,0.186408,-0.159914,0.010000,-0.010000
8056.858219,-0.178953,-0.139024,0.217452,0.206080,-0.088723,-0.241977,-0.144869,0.090425,-0.186963,0.215687,-0.030001,0.121029,-0.102404,-0.025744,0.007413,0.008821,0.240305,-0.678412,-0.592618,-0.243268,0.185055,0.042227,0.145695,-0.227661,0.614491,-0.643453,0.129567,0.186408,-0.159914,0.010000,-0.010000
8056.878200,-0.179280,-0.139311,0.217150,0.206140,-0.087499,-0.242412,-0.145254,0.090342,-0.186962,0.215961,-0.029495,0.120624,-0.101352,-0.026120,0.007130,0.009928,0.240034,-0.678568,-0.592643,-0.243871,0.185055,0.042227,0.145956,-0.227557,0.613947,-0.643587,0.130882,0.186408,-0.159914,0.010000,-0.010000
8056.898342,-0.179752,-0.139412,0.217053,0.205976,-0.088719,-0.242542,-0.145109,0.090523,-0.187183,0.216218,-0.030835,0.120819,-0.100381,-0.028544,0.005663,0.009231,0.240179,-0.678193,-0.593054,-0.244168,0.185055,0.042227,0.143940,-0.227671,0.613276,-0.644524,0.131778,0.186408,-0.159914,0.010000,-0.010000
8056.918150,-0.180013,-0.139414,0.217019,0.205715,-0.089480,-0.242598,-0.144890,0.090734,-0.187371,0.216445,-0.032056,0.121144,-0.099982,-0.030140,0.004058,0.008446,0.240380,-0.677819,-0.593315,-0.244327,0.185055,0.042227,0.142244,-0.227715,0.612856,-0.645204,0.132322,0.186408,-0.159914,0.010000,-0.010000
8056.938261,-0.179963,-0.139363,0.217068,0.205640,-0.089796,-0.242548,-0.144751,0.090887,-0.187480,0.216711,-0.032238,0.121286,-0.099787,-0.031075,0.002670,0.008446,0.240483,-0.677743,-0.593208,-0.244334,0.185055,0.042227,0.141465,-0.227818,0.612600,-0.645507,0.132650,0.186408,-0.159914,0.010000,-0.010000
8056.958264,-0.180048,-0.139326,0.217080,0.205630,-0.089775,-0.242666,-0.144589,0.090909,-0.187616,0.216952,-0.031922,0.121397,-0.099823,-0.031168,0.001555,0.008668,0.240460,-0.677761,-0.593144,-0.244217,0.185055,0.042227,0.141340,-0.228001,0.612520,-0.645500,0.132795,0.186408,-0.159914,0.010000,-0.010000
8056.978243,-0.178392,-0.139947,0.216918,0.206033,-0.088681,-0.242765,-0.144092,0.091007,-0.187504,0.217069,-0.028889,0.121735,-0.103402,-0.039787,0.002331,0.005312,0.239828,-0.676973,-0.595034,-0.245222,0.185055,0.042227,0.146556,-0.226855,0.614573,-0.645274,0.131565,0.186408,-0.159914,0.010000,-0.010000
8056.998238,-0.177469,-0.140279,0.216916,0.206326,-0.087193,-0.242831,-0.144059,0.091220,-0.187284,0.217309,-0.026411,0.122024,-0.103183,-0.041694,0.001738,0.004661,0.239720,-0.676789,-0.595255,-0.245747,0.185055,0.042227,0.147744,-0.226807,0.615159,-0.645612,0.130906,0.186408,-0.159914,0.010000,-0.010000
8057.018258,-0.177746,-0.140533,0.216815,0.206158,-0.087169,-0.243147,-0.143776,0.091452,-0.187233,0.217575,-0.026122,0.122047,-0.102401,-0.040566,0.003534,0.005407,0.239969,-0.676799,-0.594781,-0.246066,0.185055,0.042227,0.147073,-0.227208,0.615122,-0.645925,0.130671,0.186408,-0.159914,0.010000,-0.010000
8057.038196,-0.177937,-0.140727,0.216759,0.206112,-0.086807,-0.243328,-0.143699,0.091590,-0.187172,0.217728,-0.025213,0.122146,-0.101589,-0.038520,0.004815,0.006366,0.240105,-0.676892,-0.594368,-0.246238,0.185055,0.042227,0.146284,-0.227416,0.615071,-0.646152,0.130533,0.186408,-0.159914,0.010000,-0.010000
8057.058205,-0.178126,-0.140842,0.216771,0.206087,-0.086543,-0.243624,-0.143740,0.091587,-0.187137,0.217777,-0.024685,0.122172,-0.101224,-0.036817,0.005263,0.007066,0.240204,-0.676924,-0.594121,-0.246304,0.185055,0.042227,0.145804,-0.227586,0.615014,-0.646282,0.130414,0.186408,-0.159914,0.010000,-0.010000
8057.078290,-0.178411,-0.140883,0.216803,0.205862,-0.087324,-0.243732,-0.143733,0.091616,-0.187202,0.217749,-0.025316,0.122267,-0.101290,-0.035900,0.004254,0.007224,0.240186,-0.676930,-0.594119,-0.246352,0.185055,0.042227,0.145645,-0.227404,0.615067,-0.646361,0.130358,0.186408,-0.159914,0.010000,-0.010000
8057.099397,-0.178325,-0.140853,0.216917,0.205782,-0.088336,-0.243657,-0.143895,0.091639,-0.187197,0.217596,-0.026466,0.122501,-0.101369,-0.035908,0.002368,0.007118,0.240182,-0.676905,-0.594188,-0.246390,0.185055,0.042227,0.145599,-0.227306,0.615093,-0.646404,0.130295,0.186408,-0.159914,0.010000,-0.010000
8057.118219,-0.178027,-0.140807,0.216915,0.205815,-0.088565,-0.243437,-0.143966,0.091718,-0.187223,0.217480,-0.027105,0.122792,-0.101556,-0.036092,0.000699,0.006937,0.240152,-0.676884,-0.594255,-0.246404,0.185055,0.042227,0.145765,-0.227273,0.615107,-0.646346,0.130237,0.186408,-0.159914,0.010000,-0.010000
8057.138309,-0.177893,-0.140926,0.216986,0.205878,-0.089269,-0.243394,-0.144158,0.091724,-0.187246,0.217292,-0.028225,0.122808,-0.101810,-0.036095,-0.001010,0.006759,0.240111,-0.676879,-0.594326,-0.246431,0.185055,0.042227,0.145883,-0.227253,0.615128,-0.646303,0.130172,0.186408,-0.159914,0.010000,-0.010000
8057.158259,-0.177853,-0.141059,0.217029,0.205819,-0.090615,-0.243342,-0.144341,0.091743,-0.187354,0.217046,-0.029915,0.122989,-0.101923,-0.035681,-0.001202,0.006482,0.240146,-0.676799,-0.594486,-0.246464,0.185055,0.042227,0.145864,-0.227240,0.615158,-0.646257,0.130092,0.186408,-0.159914,0.010000,-0.010000
8057.178293,-0.177863,-0.141124,0.217075,0.205705,-0.091947,-0.243338,-0.144406,0.091732,-0.187425,0.216857,-0.031465,0.123101,-0.102111,-0.035006,-0.000923,0.006244,0.240164,-0.676763,-0.594581,-0.246446,0.185055,0.042227,0.145885,-0.227188,0.615208,-0.646214,0.130026,0.186408,-0.159914,0.010000,-0.010000
8057.198220,-0.177902,-0.141107,0.217154,0.205539,-0.093472,-0.243219,-0.144514,0.091723,-0.187501,0.216634,-0.033264,0.123257,-0.101989,-0.033787,-0.001258,0.006188,0.240236,-0.676755,-0.594571,-0.246432,0.185055,0.042227,0.145734,-0.227116,0.615223,-0.646245,0.130015,0.186408,-0.159914,0.010000,-0.010000
8057.218230,-0.177993,-0.141130,0.217209,0.205410,-0.094735,-0.243181,-0.144558,0.091643,-0.187572,0.216459,-0.034693,0.123351,-0.101885,-0.032481,-0.001590,0.006191,0.240303,-0.676725,-0.594559,-0.246429,0.185055,0.042227,0.145602,-0.227151,0.615245,-0.646241,0.129997,0.186408,-0.159914,0.010000,-0.010000
8057.238231,-0.177921,-0.141420,0.217334,0.204849,-0.095551,-0.243479,-0.144699,0.092642,-0.184978,0.216954,-0.034766,0.123800,-0.096716,-0.036338,-0.004176,0.010717,0.238156,-0.678563,-0.594216,-0.247773,0.185055,0.042227,0.140306,-0.226282,0.615367,-0.649034,0.130555,0.186408,-0.159914,0.010000,-0.010000
8057.258261,-0.179525,-0.141036,0.217706,0.204230,-0.098680,-0.243794,-0.145386,0.092998,-0.184457,0.216736,-0.039616,0.123799,-0.093929,-0.029479,-0.006727,0.014791,0.238813,-0.679751,-0.592553,-0.247586,0.185055,0.042227,0.134576,-0.227562,0.613376,-0.649394,0.132177,0.186408,-0.159914,0.010000,-0.010000
8057.278349,-0.179782,-0.140899,0.218045,0.204128,-0.101063,-0.243895,-0.146184,0.093058,-0.184259,0.216065,-0.042570,0.123645,-0.095582,-0.027928,-0.007981,0.014246,0.239603,-0.679830,-0.592811,-0.247586,0.185055,0.042227,0.135354,-0.228076,0.612967,-0.648172,0.132987,0.186408,-0.159914,0.010000,-0.010000
8057.298447,-0.179234,-0.140741,0.218412,0.204258,-0.102993,-0.243713,-0.147064,0.092985,-0.184101,0.215383,-0.044837,0.123561,-0.097753,-0.027533,-0.008565,0.012325,0.239725,-0.679764,-0.593568,-0.247595,0.185055,0.042227,0.137562,-0.228038,0.613083,-0.647132,0.133358,0.186408,-0.159914,0.010000,-0.010000
8057.318251,-0.178601,-0.140505,0.218591,0.204347,-0.103772,-0.243266,-0.147656,0.092926,-0.184079,0.214901,-0.045889,0.123349,-0.098887,-0.026946,-0.007659,0.010960,0.239637,-0.679784,-0.594024,-0.247658,0.185055,0.042227,0.139155,-0.227698,0.613300,-0.646598,0.133529,0.186408,-0.159914,0.010000,-0.010000
8057.338256,-0.178360,-0.140529,0.218717,0.204385,-0.106049,-0.242990,-0.148248,0.092787,-0.184078,0.214376,-0.048697,0.123219,-0.099073,-0.027501,-0.008163,0.010186,0.239604,-0.679815,-0.594306,-0.247667,0.185055,0.042227,0.139513,-0.227547,0.613340,-0.646448,0.133666,0.186408,-0.159914,0.010000,-0.010000
8057.358276,-0.178473,-0.140541,0.218665,0.204313,-0.106407,-0.242785,-0.148364,0.092683,-0.184164,0.214125,-0.049475,0.123103,-0.098923,-0.026876,-0.007824,0.010030,0.239766,-0.679862,-0.594396,-0.247646,0.185055,0.042227,0.139398,-0.227593,0.613374,-0.646516,0.133754,0.186408,-0.159914,0.010000,-0.010000
8057.379654,-0.178593,-0.140561,0.218725,0.204261,-0.107600,-0.242740,-0.148511,0.092662,-0.184133,0.213957,-0.050898,0.123075,-0.098648,-0.026389,-0.007399,0.010098,0.239790,-0.679939,-0.594399,-0.247635,0.185055,0.042227,0.138995,-0.227574,0.613338,-0.646616,0.133854,0.186408,-0.159914,0.010000,-0.010000
8057.398664,-0.178901,-0.140473,0.218769,0.204082,-0.107567,-0.242736,-0.148348,0.092593,-0.184094,0.213991,-0.050971,0.122992,-0.098215,-0.025567,-0.007267,0.010479,0.239761,-0.680006,-0.594304,-0.247638,0.185055,0.042227,0.138547,-0.227612,0.613343,-0.646784,0.133950,0.186408,-0.159914,0.010000,-0.010000
8057.418269,-0.179128,-0.140271,0.218761,0.203994,-0.107343,-0.242720,-0.148066,0.092499,-0.184031,0.214064,-0.050357,0.122814,-0.097807,-0.025292,-0.006781,0.010956,0.239696,-0.680081,-0.594197,-0.247618,0.185055,0.042227,0.138192,-0.227550,0.613333,-0.646917,0.134079,0.186408,-0.159914,0.010000,-0.010000
8057.438261,-0.179350,-0.140087,0.218758,0.203908,-0.107225,-0.242642,-0.147914,0.092364,-0.183990,0.214058,-0.050188,0.122681,-0.097510,-0.025994,-0.007256,0.011413,0.239584,-0.680144,-0.594067,-0.247616,0.185055,0.042227,0.137974,-0.227484,0.613307,-0.646986,0.134222,0.186408,-0.159914,0.010000,-0.010000
8057.458237,-0.179504,-0.140080,0.218821,0.203963,-0.107310,-0.242720,-0.148039,0.092277,-0.183946,0.213998,-0.050190,0.122560,-0.097417,-0.026356,-0.008181,0.011614,0.239620,-0.680134,-0.594027,-0.247659,0.185055,0.042227,0.137845,-0.227585,0.613210,-0.647011,0.134312,0.186408,-0.159914,0.010000,-0.010000
8057.478889,-0.179212,-0.139971,0.218888,0.204173,-0.106673,-0.242560,-0.148176,0.092337,-0.183809,0.214025,-0.049437,0.122517,-0.097609,-0.027235,-0.007426,0.011586,0.239629,-0.680098,-0.594016,-0.247719,0.185055,0.042227,0.137982,-0.227639,0.613159,-0.646981,0.134347,0.186408,-0.159914,0.010000,-0.010000
8057.498531,-0.179035,-0.139869,0.218856,0.204336,-0.105545,-0.242554,-0.148161,0.092337,-0.183754,0.214111,-0.048289,0.122413,-0.097845,-0.028281,-0.006542,0.011431,0.239639,-0.680038,-0.594055,-0.247772,0.185055,0.042227,0.138256,-0.227689,0.613171,-0.646921,0.134376,0.186408,-0.159914,0.010000,-0.010000
8057.518321,-0.178857,-0.139869,0.218860,0.204557,-0.104340,-0.242592,-0.148221,0.092336,-0.183677,0.214184,-0.046983,0.122250,-0.098028,-0.029347,-0.005840,0.011349,0.239582,-0.680020,-0.594120,-0.247816,0.185055,0.042227,0.138475,-0.227577,0.613180,-0.646915,0.134398,0.186408,-0.159914,0.010000,-0.010000
8057.538288,-0.178989,-0.139938,0.218852,0.204648,-0.103648,-0.242823,-0.148249,0.092265,-0.183648,0.214263,-0.045964,0.122072,-0.098054,-0.030215,-0.005378,0.011331,0.239596,-0.679999,-0.594187,-0.247818,0.185055,0.042227,0.138525,-0.227595,0.613190,-0.646927,0.134428,0.186408,-0.159914,0.010000,-0.010000
8057.558212,-0.178759,-0.139920,0.218901,0.204847,-0.102498,-0.242813,-0.148391,0.092320,-0.183500,0.214367,-0.044551,0.122015,-0.098026,-0.030906,-0.004638,0.011410,0.239579,-0.680036,-0.594166,-0.247828,0.185055,0.042227,0.138562,-0.227597,0.613154,-0.646961,0.134453,0.186408,-0.159914,0.010000,-0.010000
8057.578283,-0.178721,-0.139887,0.218902,0.204895,-0.102043,-0.242871,-0.148444,0.092400,-0.183468,0.214454,-0.044378,0.122043,-0.098045,-0.031964,-0.004316,0.011365,0.239566,-0.680027,-0.594175,-0.247847,0.185055,0.042227,0.138518,-0.227628,0.613130,-0.646967,0.134493,0.186408,-0.159914,0.010000,-0.010000
8057.600151,-0.178651,-0.139851,0.218832,0.204971,-0.100945,-0.242882,-0.148390,0.092446,-0.183458,0.214573,-0.043031,0.122037,-0.098027,-0.032553,-0.003999,0.011408,0.239545,-0.680021,-0.594191,-0.247867,0.185055,0.042227,0.138648,-0.227649,0.613137,-0.646962,0.134501,0.186408,-0.159914,0.010000,-0.010000
8057.618265,-0.178740,-0.139888,0.218760,0.205090,-0.099629,-0.243046,-0.148251,0.092426,-0.183443,0.214760,-0.041413,0.121897,-0.098133,-0.033079,-0.003692,0.011496,0.239504,-0.680025,-0.594212,-0.247876,0.185055,0.042227,0.138833,-0.227726,0.613174,-0.646906,0.134492,0.186408,-0.159914,0.010000,-0.010000
8057.638245,-0.178791,-0.139938,0.218759,0.205151,-0.098953,-0.243133,-0.148211,0.092465,-0.183390,0.214914,-0.040783,0.121881,-0.098020,-0.033952,-0.003283,0.011577,0.239473,-0.680026,-0.594196,-0.247894,0.185055,0.042227,0.138844,-0.227722,0.613183,-0.646914,0.134494,0.186408,-0.159914,0.010000,-0.010000
8057.658314,-0.178592,-0.139989,0.218807,0.205226,-0.098502,-0.242957,-0.148469,0.092541,-0.183333,0.214830,-0.040284,0.122051,-0.097973,-0.034742,-0.002777,0.011567,0.239553,-0.680035,-0.594160,-0.247928,0.185055,0.042227,0.138795,-0.227704,0.613164,-0.646976,0.134480,0.186408,-0.159914,0.010000,-0.010000
8057.678355,-0.178636,-0.140040,0.218770,0.205194,-0.098484,-0.242997,-0.148497,0.092555,-0.183417,0.214805,-0.040344,0.122123,-0.098124,-0.034976,-0.003045,0.011486,0.239576,-0.680003,-0.594209,-0.247929,0.185055,0.042227,0.138813,-0.227718,0.613150,-0.646980,0.134483,0.186408,-0.159914,0.010000,-0.010000
8057.698254,-0.178574,-0.140094,0.218779,0.205234,-0.098421,-0.242982,-0.148563,0.092589,-0.183437,0.214788,-0.040369,0.122194,-0.098157,-0.034970,-0.003718,0.011462,0.239549,-0.680037,-0.594231,-0.247906,0.185055,0.042227,0.138872,-0.227722,0.613156,-0.646968,0.134467,0.186408,-0.159914,0.010000,-0.010000
8057.718292,-0.178604,-0.140163,0.218779,0.205257,-0.098291,-0.243060,-0.148545,0.092584,-0.183454,0.214827,-0.040184,0.122179,-0.098152,-0.034703,-0.004038,0.011549,0.239484,-0.680050,-0.594244,-0.247894,0.185055,0.042227,0.138927,-0.227725,0.613190,-0.646946,0.134450,0.186408,-0.159914,0.010000,-0.010000
8057.738261,-0.178761,-0.140184,0.218717,0.205218,-0.097777,-0.243072,-0.148336,0.092588,-0.183511,0.214948,-0.039556,0.122131,-0.098112,-0.034581,-0.003250,0.011576,0.239488,-0.680033,-0.594253,-0.247902,0.185055,0.042227,0.139007,-0.227815,0.613247,-0.646913,0.134436,0.186408,-0.159914,0.010000,-0.010000
8057.758351,-0.178743,-0.140189,0.218704,0.205256,-0.097123,-0.243017,-0.148235,0.092602,-0.183492,0.215045,-0.038810,0.122104,-0.097976,-0.035000,-0.002527,0.011653,0.239501,-0.680029,-0.594213,-0.247916,0.185055,0.042227,0.138971,-0.227775,0.613283,-0.646952,0.134428,0.186408,-0.159914,0.010000,-0.010000
8057.781429,-0.178765,-0.140211,0.218656,0.205304,-0.096486,-0.243125,-0.148161,0.092580,-0.183467,0.215128,-0.038041,0.122023,-0.097964,-0.035343,-0.002133,0.011746,0.239516,-0.680024,-0.594197,-0.247920,0.185055,0.042227,0.138972,-0.227719,0.613303,-0.646966,0.134420,0.186408,-0.159914,0.010000,-0.010000
8057.798336,-0.178685,-0.140185,0.218676,0.205360,-0.095869,-0.243116,-0.148191,0.092606,-0.183413,0.215184,-0.037304,0.121980,-0.097950,-0.035618,-0.002131,0.011825,0.239536,-0.680055,-0.594159,-0.247924,0.185055,0.042227,0.138979,-0.227747,0.613297,-0.646966,0.134425,0.186408,-0.159914,0.010000,-0.010000
8057.818288,-0.178739,-0.140183,0.218639,0.205335,-0.095500,-0.243152,-0.148159,0.092609,-0.183438,0.215231,-0.036911,0.121953,-0.097967,-0.036007,-0.001910,0.011793,0.239525,-0.680031,-0.594176,-0.247949,0.185055,0.042227,0.139013,-0.227763,0.613300,-0.646945,0.134425,0.186408,-0.159914,0.010000,-0.010000
8057.838272,-0.178596,-0.140264,0.218702,0.205394,-0.095346,-0.243132,-0.148398,0.092626,-0.183396,0.215149,-0.036891,0.121982,-0.097906,-0.036453,-0.002058,0.011799,0.239559,-0.680048,-0.594150,-0.247958,0.185055,0.042227,0.138979,-0.227805,0.613251,-0.646962,0.134412,0.186408,-0.159914,0.010000,-0.010000
8057.858355,-0.178673,-0.140257,0.218671,0.205336,-0.095268,-0.243149,-0.148382,0.092680,-0.183462,0.215167,-0.036974,0.122040,-0.098005,-0.036462,-0.002504,0.011776,0.239556,-0.680055,-0.594172,-0.247939,0.185055,0.042227,0.138949,-0.227808,0.613252,-0.646988,0.134410,0.186408,-0.159914,0.010000,-0.010000
8057.878315,-0.178432,-0.140282,0.218678,0.205470,-0.094468,-0.243088,-0.148479,0.092730,-0.183395,0.215207,-0.036330,0.122084,-0.097914,-0.036402,-0.002921,0.011827,0.239530,-0.680082,-0.594137,-0.247929,0.185055,0.042227,0.139000,-0.227820,0.613242,-0.646990,0.134389,0.186408,-0.159914,0.010000,-0.010000
8057.898328,-0.178439,-0.140371,0.218695,0.205543,-0.094135,-0.243208,-0.148557,0.092710,-0.183374,0.215201,-0.036112,0.122082,-0.098042,-0.036396,-0.003448,0.011841,0.239482,-0.680111,-0.594149,-0.247906,0.185055,0.042227,0.139016,-0.227822,0.613246,-0.646985,0.134383,0.186408,-0.159914,0.010000,-0.010000
8057.918357,-0.178519,-0.140420,0.218713,0.205516,-0.094303,-0.243301,-0.148607,0.092727,-0.183382,0.215182,-0.036229,0.122117,-0.098081,-0.036347,-0.003210,0.011756,0.239462,-0.680102,-0.594210,-0.247890,0.185055,0.042227,0.139027,-0.227836,0.613245,-0.646985,0.134375,0.186408,-0.159914,0.010000,-0.010000
8057.938337,-0.178624,-0.140030,0.218529,0.206006,-0.093465,-0.242904,-0.148233,0.091743,-0.186016,0.214761,-0.036184,0.121733,-0.103209,-0.031272,0.000004,0.007320,0.241616,-0.678262,-0.594498,-0.246540,0.185055,0.042227,0.144432,-0.228761,0.613212,-0.644106,0.133772,0.186408,-0.159914,0.010000,-0.010000
8057.958267,-0.178969,-0.139735,0.218332,0.205945,-0.092444,-0.242585,-0.147840,0.091260,-0.186764,0.214921,-0.035311,0.121483,-0.101931,-0.029164,0.001889,0.006891,0.241584,-0.677901,-0.594244,-0.245634,0.185055,0.042227,0.145179,-0.228740,0.613204,-0.643791,0.133526,0.186408,-0.159914,0.010000,-0.010000
8057.981557,-0.179619,-0.139612,0.218148,0.205700,-0.091818,-0.242431,-0.147313,0.091012,-0.187118,0.215237,-0.034648,0.121345,-0.100838,-0.028980,0.002412,0.007945,0.240910,-0.678020,-0.593887,-0.245076,0.185055,0.042227,0.143781,-0.228210,0.613080,-0.644540,0.133409,0.186408,-0.159914,0.010000,-0.010000
8057.998897,-0.178387,-0.140150,0.217796,0.206027,-0.089497,-0.242272,-0.146316,0.090986,-0.187113,0.215642,-0.030526,0.121631,-0.103517,-0.038690,0.001774,0.005356,0.239925,-0.677206,-0.595536,-0.245853,0.185055,0.042227,0.147333,-0.226649,0.614953,-0.645131,0.132065,0.186408,-0.159914,0.010000,-0.010000
8058.018277,-0.178049,-0.140446,0.217579,0.206220,-0.087065,-0.242343,-0.145649,0.091093,-0.187073,0.216245,-0.027287,0.121934,-0.102903,-0.042451,0.001303,0.005179,0.239741,-0.676877,-0.595626,-0.246198,0.185055,0.042227,0.147624,-0.226691,0.615383,-0.645818,0.131391,0.186408,-0.159914,0.010000,-0.010000
8058.038246,-0.178062,-0.140625,0.217488,0.206181,-0.087367,-0.242526,-0.145219,0.091315,-0.187090,0.216703,-0.027430,0.122379,-0.101771,-0.042770,-0.000025,0.006204,0.239983,-0.676791,-0.595052,-0.246366,0.185055,0.042227,0.146351,-0.227076,0.615220,-0.646329,0.131104,0.186408,-0.159914,0.010000,-0.010000
8058.058243,-0.178370,-0.140701,0.217325,0.206096,-0.085716,-0.242950,-0.144833,0.091430,-0.187082,0.217077,-0.025502,0.122600,-0.101067,-0.041334,-0.000649,0.007204,0.240074,-0.676791,-0.594677,-0.246444,0.185055,0.042227,0.145474,-0.227480,0.615087,-0.646583,0.130883,0.186408,-0.159914,0.010000,-0.010000
8058.078507,-0.178669,-0.140805,0.217382,0.205984,-0.086545,-0.243275,-0.144714,0.091529,-0.187133,0.217184,-0.025994,0.122756,-0.101030,-0.040331,-0.001149,0.007606,0.240182,-0.676740,-0.594533,-0.246420,0.185055,0.042227,0.145008,-0.227651,0.614985,-0.646672,0.130758,0.186408,-0.159914,0.010000,-0.010000
8058.098288,-0.178734,-0.140842,0.217420,0.205928,-0.086502,-0.243381,-0.144740,0.091596,-0.187129,0.217224,-0.025701,0.122849,-0.101121,-0.038923,-0.001029,0.007775,0.240150,-0.676737,-0.594451,-0.246448,0.185055,0.042227,0.145092,-0.227491,0.615043,-0.646643,0.130659,0.186408,-0.159914,0.010000,-0.010000
8058.118340,-0.178468,-0.140804,0.217468,0.205974,-0.086467,-0.243320,-0.144927,0.091699,-0.187113,0.217199,-0.025582,0.123013,-0.101455,-0.038330,-0.001075,0.007555,0.240069,-0.676694,-0.594493,-0.246487,0.185055,0.042227,0.145536,-0.227497,0.615098,-0.646496,0.130532,0.186408,-0.159914,0.010000,-0.010000
8058.138243,-0.178291,-0.140924,0.217538,0.206077,-0.086798,-0.243278,-0.145141,0.091716,-0.187100,0.217121,-0.025779,0.123133,-0.101941,-0.038166,-0.001234,0.007140,0.240171,-0.676616,-0.594590,-0.246492,0.185055,0.042227,0.145900,-0.227460,0.615087,-0.646410,0.130465,0.186408,-0.159914,0.010000,-0.010000
8058.158325,-0.178172,-0.141129,0.217562,0.206160,-0.087216,-0.243444,-0.145252,0.091735,-0.187106,0.217094,-0.026115,0.123119,-0.102203,-0.037858,-0.001267,0.006803,0.240190,-0.676582,-0.594709,-0.246473,0.185055,0.042227,0.146169,-0.227396,0.615179,-0.646320,0.130344,0.186408,-0.159914,0.010000,-0.010000
8058.178310,-0.178177,-0.141245,0.217594,0.206036,-0.088823,-0.243453,-0.145433,0.091808,-0.187195,0.216912,-0.027649,0.123228,-0.102363,-0.037710,-0.001107,0.006473,0.240204,-0.676528,-0.594871,-0.246447,0.185055,0.042227,0.146131,-0.227334,0.615214,-0.646307,0.130242,0.186408,-0.159914,0.010000,-0.010000
8058.198329,-0.178251,-0.141251,0.217621,0.205871,-0.089972,-0.243522,-0.145341,0.091841,-0.187276,0.216869,-0.028703,0.123313,-0.102301,-0.037049,-0.001234,0.006342,0.240242,-0.676503,-0.594927,-0.246395,0.185055,0.042227,0.145995,-0.227306,0.615264,-0.646322,0.130197,0.186408,-0.159914,0.010000,-0.010000
8058.218296,-0.180210,-0.140529,0.217758,0.205066,-0.093045,-0.243481,-0.145535,0.091813,-0.187616,0.216762,-0.033581,0.123134,-0.098785,-0.026955,-0.000894,0.009778,0.240805,-0.677349,-0.593090,-0.245288,0.185055,0.042227,0.141011,-0.228624,0.613274,-0.646319,0.131506,0.186408,-0.159914,0.010000,-0.010000
