t,target_left_hip_pitch_joint,target_left_hip_roll_joint,target_left_hip_yaw_joint,target_left_knee_joint,target_left_ankle_pitch_joint,target_left_ankle_roll_joint,target_right_hip_pitch_joint,target_right_hip_roll_joint,target_right_hip_yaw_joint,target_right_knee_joint,target_right_ankle_pitch_joint,target_right_ankle_roll_joint,target_waist_yaw_joint,target_waist_pitch_joint,target_waist_roll_joint,target_left_shoulder_pitch_joint,target_left_shoulder_roll_joint,target_left_shoulder_yaw_joint,target_left_elbow_joint,target_left_wrist_yaw_joint,target_left_wrist_pitch_joint,target_left_wrist_roll_joint,target_right_shoulder_pitch_joint,target_right_shoulder_roll_joint,target_right_shoulder_yaw_joint,target_right_elbow_joint,target_right_wrist_yaw_joint,target_right_wrist_pitch_joint,target_right_wrist_roll_joint,target_head_yaw_joint,target_head_pitch_joint
8029.874608,-0.076581,-0.100119,0.143182,0.305873,0.337000,-0.140686,-0.095875,-0.027058,-0.219723,0.216730,0.337000,0.074532,-0.089086,0.048407,0.372931,-0.009235,0.235692,-0.736449,-0.563194,-0.191264,0.185055,0.042227,0.144761,-0.208483,0.647311,-0.648554,0.108288,0.186408,-0.159914,0.010000,-0.010000
8029.894581,-0.053899,-0.096502,0.143934,0.318043,0.337000,-0.123363,-0.085213,-0.018754,-0.218530,0.239822,0.337000,0.080578,-0.100415,-0.059085,0.097164,0.020625,0.255973,-0.741154,-0.550076,-0.186699,0.185055,0.042227,0.195622,-0.176888,0.657877,-0.653305,0.105490,0.186408,-0.159914,0.010000,-0.010000
8029.914589,-0.039350,-0.089160,0.148024,0.325649,0.337000,-0.110971,-0.080483,0.003900,-0.215848,0.256641,0.337000,0.092724,-0.088235,-0.130010,-0.158163,0.031184,0.284691,-0.739091,-0.545698,-0.182138,0.185055,0.042227,0.225866,-0.164922,0.655685,-0.648270,0.109576,0.186408,-0.159914,0.010000,-0.010000
8029.934546,-0.031981,-0.075186,0.154578,0.329527,0.337000,-0.094311,-0.078518,0.021667,-0.210556,0.277345,0.337000,0.114130,-0.076454,-0.310090,-0.296208,0.020942,0.286685,-0.736943,-0.555628,-0.179751,0.185055,0.042227,0.221389,-0.163058,0.648309,-0.648485,0.115781,0.186408,-0.159914,0.010000,-0.010000
8029.954724,-0.025853,-0.071261,0.153493,0.339062,0.337000,-0.071171,-0.068918,0.027638,-0.208038,0.293700,0.337000,0.127459,-0.096854,-0.422326,-0.450000,0.014212,0.269771,-0.741444,-0.570012,-0.177206,0.185055,0.042227,0.231191,-0.171432,0.640213,-0.643526,0.120362,0.186408,-0.159914,0.010000,-0.010000
8029.974546,-0.045426,-0.081996,0.152353,0.327651,0.337000,-0.068370,-0.046947,0.037824,-0.212432,0.300872,0.337000,0.124431,-0.092433,-0.311512,-0.450000,0.017553,0.250354,-0.750243,-0.574689,-0.176177,0.185055,0.042227,0.221270,-0.191782,0.635819,-0.633302,0.119767,0.186408,-0.159914,0.010000,-0.010000
8029.994590,-0.077188,-0.101790,0.147116,0.308227,0.337000,-0.094572,-0.029329,0.045479,-0.225734,0.291857,0.337000,0.121114,-0.057815,-0.145588,-0.343434,0.035842,0.220895,-0.751909,-0.578756,-0.181419,0.185055,0.042227,0.173585,-0.217230,0.629023,-0.631494,0.115096,0.186408,-0.159914,0.010000,-0.010000
8030.014735,-0.089886,-0.128729,0.140490,0.297995,0.337000,-0.130487,-0.038289,0.044113,-0.221081,0.259132,0.337000,0.103999,-0.058504,0.003807,0.109315,0.024726,0.207045,-0.747262,-0.583920,-0.186105,0.185055,0.042227,0.137507,-0.249342,0.621932,-0.627246,0.106759,0.186408,-0.159914,0.010000,-0.010000
8030.034618,-0.078377,-0.156080,0.146278,0.291531,0.337000,-0.160119,-0.073843,0.042458,-0.214523,0.216909,0.337000,0.090092,-0.096434,0.135770,0.100812,0.006465,0.200960,-0.743235,-0.571794,-0.192581,0.185055,0.042227,0.140845,-0.268457,0.617408,-0.626686,0.108286,0.186408,-0.159914,0.010000,-0.010000
8030.054758,-0.076672,-0.161655,0.146474,0.293293,0.337000,-0.182276,-0.091522,0.047118,-0.213701,0.192705,0.337000,0.076847,-0.096026,0.226751,0.296728,-0.012318,0.212826,-0.732659,-0.567286,-0.201464,0.185055,0.042227,0.140303,-0.260653,0.622962,-0.628819,0.102116,0.186408,-0.159914,0.010000,-0.010000
8030.074628,-0.074780,-0.164066,0.147165,0.295601,0.337000,-0.197605,-0.106546,0.046963,-0.211547,0.178501,0.337000,0.068386,-0.093218,0.138408,0.382965,-0.017733,0.228139,-0.727904,-0.561085,-0.204263,0.185055,0.042227,0.140814,-0.233472,0.634686,-0.639406,0.100390,0.186408,-0.159914,0.010000,-0.010000
8030.094542,-0.068320,-0.155802,0.149290,0.297669,0.337000,-0.191816,-0.103848,0.045252,-0.209559,0.185202,0.337000,0.068572,-0.099484,0.069294,0.238962,-0.010596,0.251394,-0.723863,-0.551392,-0.203499,0.185055,0.042227,0.149178,-0.211811,0.637227,-0.651724,0.102478,0.186408,-0.159914,0.010000,-0.010000
8030.114665,-0.060202,-0.143313,0.151091,0.297266,0.337000,-0.177919,-0.094548,0.054535,-0.209256,0.197934,0.294658,0.070182,-0.080710,-0.040173,0.046736,-0.005773,0.264408,-0.722248,-0.553934,-0.200795,0.185055,0.042227,0.156904,-0.184921,0.637565,-0.657966,0.104999,0.186408,-0.159914,0.010000,-0.010000
8030.134622,-0.055253,-0.126376,0.154567,0.295738,0.337000,-0.165330,-0.088085,0.062207,-0.209268,0.212263,0.277991,0.084626,-0.077874,-0.154352,-0.139455,0.004344,0.278080,-0.723194,-0.553151,-0.196350,0.185055,0.042227,0.172657,-0.167717,0.635533,-0.655211,0.108083,0.186408,-0.159914,0.010000,-0.010000
8030.154588,-0.049353,-0.112519,0.155789,0.304451,0.337000,-0.147313,-0.077189,0.070205,-0.205938,0.228317,0.329098,0.102070,-0.079170,-0.312390,-0.326008,-0.012167,0.278419,-0.723969,-0.572261,-0.194837,0.185055,0.042227,0.169666,-0.166757,0.630947,-0.654671,0.111773,0.186408,-0.159914,0.010000,-0.010000
8030.174630,-0.039444,-0.111376,0.152171,0.310074,0.337000,-0.132106,-0.068038,0.074041,-0.204819,0.241417,0.335942,0.107627,-0.079590,-0.380713,-0.414331,-0.010985,0.267101,-0.724529,-0.582815,-0.198285,0.185055,0.042227,0.173737,-0.186654,0.622589,-0.644200,0.113040,0.186408,-0.159914,0.010000,-0.010000
8030.194546,-0.048448,-0.117565,0.149284,0.309274,0.337000,-0.138604,-0.053573,0.081905,-0.206485,0.241136,0.336858,0.103961,-0.082823,-0.329657,-0.349046,0.007016,0.242599,-0.728873,-0.583192,-0.196830,0.185055,0.042227,0.178371,-0.218649,0.615928,-0.624345,0.118846,0.186408,-0.159914,0.010000,-0.010000
8030.215075,-0.063327,-0.136144,0.147650,0.302779,0.337000,-0.150982,-0.051178,0.080535,-0.208075,0.231193,0.336981,0.093926,-0.077813,-0.193762,-0.039762,-0.001253,0.217039,-0.731123,-0.591616,-0.201190,0.185055,0.042227,0.158178,-0.243685,0.613318,-0.614596,0.118112,0.186408,-0.159914,0.010000,-0.010000
8030.234553,-0.078226,-0.155669,0.152715,0.294373,0.337000,-0.165953,-0.057025,0.077463,-0.209365,0.212935,0.278885,0.083684,-0.068799,0.033499,0.054897,-0.008925,0.202340,-0.728193,-0.594169,-0.207397,0.185055,0.042227,0.132635,-0.252145,0.611839,-0.623157,0.111759,0.186408,-0.159914,0.010000,-0.010000
8030.254655,-0.081998,-0.171011,0.156173,0.290816,0.336099,-0.183002,-0.085786,0.071092,-0.203513,0.185439,0.161407,0.070042,-0.079948,0.143678,0.223440,-0.043618,0.206157,-0.723949,-0.597468,-0.220249,0.185055,0.042227,0.107233,-0.249098,0.614816,-0.637384,0.103354,0.186408,-0.159914,0.010000,-0.010000
8030.274602,-0.088761,-0.170556,0.156762,0.288385,0.284652,-0.196076,-0.105343,0.069857,-0.201529,0.173592,0.074450,0.058741,-0.083284,0.099345,0.412286,-0.052731,0.216166,-0.722215,-0.592027,-0.222932,0.185055,0.042227,0.102381,-0.240519,0.624465,-0.643112,0.095603,0.186408,-0.159914,0.010000,-0.010000
8030.294621,-0.087741,-0.167797,0.155154,0.287876,0.234779,-0.203502,-0.113137,0.065639,-0.199938,0.170994,-0.005656,0.054091,-0.110411,-0.030211,0.390255,-0.036287,0.242065,-0.719681,-0.576204,-0.222490,0.185055,0.042227,0.135705,-0.229667,0.627776,-0.644465,0.093063,0.186408,-0.159914,0.010000,-0.010000
8030.314583,-0.080774,-0.155774,0.152849,0.286953,0.231350,-0.201157,-0.113775,0.065067,-0.199182,0.177516,-0.024036,0.058411,-0.104149,-0.073933,0.165721,-0.012843,0.259213,-0.721721,-0.564275,-0.219660,0.185055,0.042227,0.159187,-0.204912,0.630574,-0.648821,0.096378,0.186408,-0.159914,0.010000,-0.010000
8030.334530,-0.072161,-0.132107,0.158337,0.283421,0.238269,-0.191625,-0.115145,0.067547,-0.196128,0.187217,-0.024453,0.065498,-0.078256,-0.092319,-0.042569,-0.007528,0.268229,-0.722445,-0.565364,-0.215358,0.185055,0.042227,0.147784,-0.184097,0.628844,-0.656889,0.103867,0.186408,-0.159914,0.010000,-0.010000
8030.354540,-0.059372,-0.113695,0.163693,0.282331,0.255079,-0.168396,-0.116734,0.070412,-0.191896,0.194384,0.011178,0.085129,-0.075594,-0.200999,-0.299492,-0.025405,0.272054,-0.721280,-0.579976,-0.212505,0.185055,0.042227,0.140887,-0.172559,0.622427,-0.658794,0.110713,0.186408,-0.159914,0.010000,-0.010000
8030.375181,-0.051688,-0.102367,0.164062,0.285795,0.266765,-0.158584,-0.116147,0.077843,-0.193015,0.199614,0.032193,0.093872,-0.078822,-0.296996,-0.340016,-0.031484,0.273504,-0.722324,-0.585631,-0.212274,0.185055,0.042227,0.149897,-0.180576,0.618384,-0.648935,0.112772,0.186408,-0.159914,0.010000,-0.010000
8030.394545,-0.059394,-0.112910,0.162998,0.287682,0.293460,-0.155703,-0.106547,0.082959,-0.199968,0.201314,0.059938,0.100775,-0.085359,-0.237064,-0.327421,-0.028214,0.252127,-0.728210,-0.594604,-0.207658,0.185055,0.042227,0.157069,-0.199553,0.616392,-0.635250,0.108676,0.186408,-0.159914,0.010000,-0.010000
8030.416162,-0.075164,-0.123692,0.159483,0.282870,0.292936,-0.166083,-0.099855,0.082470,-0.203496,0.197925,0.050882,0.096005,-0.088187,-0.109401,-0.177906,-0.030318,0.221502,-0.731012,-0.602957,-0.211505,0.185055,0.042227,0.149136,-0.232525,0.612712,-0.624041,0.104223,0.186408,-0.159914,0.010000,-0.010000
8030.434568,-0.092596,-0.138621,0.155064,0.279271,0.258740,-0.180599,-0.095655,0.083560,-0.206375,0.186838,0.021082,0.090251,-0.091855,0.055041,0.107856,-0.025079,0.205898,-0.729976,-0.598876,-0.216162,0.185055,0.042227,0.162655,-0.254001,0.617058,-0.612729,0.096642,0.186408,-0.159914,0.010000,-0.010000
8030.454623,-0.103026,-0.157194,0.158583,0.277005,0.220992,-0.194364,-0.104982,0.072689,-0.202833,0.174459,-0.027780,0.080821,-0.094181,0.088510,0.155530,-0.022539,0.188411,-0.728415,-0.592990,-0.226109,0.185055,0.042227,0.143900,-0.270199,0.612289,-0.625070,0.097507,0.186408,-0.159914,0.010000,-0.010000
8030.474628,-0.106277,-0.162390,0.158896,0.275561,0.186218,-0.209147,-0.114861,0.069481,-0.197811,0.164694,-0.072263,0.072603,-0.093403,0.092274,0.280252,-0.021268,0.192682,-0.724844,-0.587300,-0.231515,0.185055,0.042227,0.134268,-0.263978,0.613883,-0.638048,0.096109,0.186408,-0.159914,0.010000,-0.010000
8030.494625,-0.099906,-0.157616,0.162229,0.274805,0.182437,-0.217302,-0.119869,0.069344,-0.197029,0.164097,-0.070816,0.070472,-0.093546,0.047468,0.310592,-0.003440,0.209129,-0.719771,-0.571139,-0.235116,0.185055,0.042227,0.152393,-0.244693,0.621503,-0.641506,0.098433,0.186408,-0.159914,0.010000,-0.010000
8030.515589,-0.093455,-0.148196,0.162044,0.275227,0.179303,-0.213836,-0.121751,0.068783,-0.196946,0.168994,-0.069832,0.071478,-0.096985,-0.025913,0.199051,-0.005093,0.235319,-0.710261,-0.563725,-0.236322,0.185055,0.042227,0.161317,-0.218780,0.625239,-0.650739,0.103881,0.186408,-0.159914,0.010000,-0.010000
8030.534588,-0.088252,-0.134260,0.165106,0.272406,0.182013,-0.205871,-0.120710,0.070017,-0.198315,0.173972,-0.071531,0.072708,-0.087357,-0.096632,0.028489,-0.007684,0.257980,-0.707156,-0.560144,-0.234075,0.185055,0.042227,0.169687,-0.195149,0.626456,-0.653522,0.109629,0.186408,-0.159914,0.010000,-0.010000
8030.555555,-0.085302,-0.122008,0.162795,0.268493,0.195315,-0.193314,-0.121340,0.077157,-0.199078,0.183321,-0.058938,0.083394,-0.082979,-0.125962,-0.153787,-0.014684,0.274358,-0.706022,-0.564088,-0.229770,0.185055,0.042227,0.161015,-0.183365,0.620902,-0.655521,0.116765,0.186408,-0.159914,0.010000,-0.010000
8030.574892,-0.082316,-0.114417,0.160151,0.270577,0.221625,-0.185113,-0.116278,0.079972,-0.198556,0.189939,-0.026542,0.089923,-0.088573,-0.174203,-0.229008,-0.023704,0.272527,-0.710446,-0.576786,-0.224233,0.185055,0.042227,0.153855,-0.189685,0.614426,-0.654002,0.122922,0.186408,-0.159914,0.010000,-0.010000
8030.594568,-0.085408,-0.117925,0.157450,0.271591,0.239409,-0.178942,-0.109557,0.082869,-0.200765,0.193752,-0.009959,0.094348,-0.085814,-0.177617,-0.266474,-0.024949,0.260976,-0.713640,-0.583996,-0.225316,0.185055,0.042227,0.151884,-0.198789,0.611273,-0.649354,0.123113,0.186408,-0.159914,0.010000,-0.010000
8030.614653,-0.092158,-0.123398,0.157827,0.270157,0.231421,-0.184980,-0.103512,0.080982,-0.205308,0.192938,-0.020911,0.097522,-0.084197,-0.137633,-0.201408,-0.020112,0.237075,-0.715863,-0.591307,-0.228687,0.185055,0.042227,0.142946,-0.218620,0.606522,-0.645212,0.125080,0.186408,-0.159914,0.010000,-0.010000
8030.634535,-0.099349,-0.132130,0.163209,0.269629,0.215643,-0.193188,-0.102487,0.073818,-0.205112,0.185245,-0.030283,0.094111,-0.089520,-0.046839,0.001561,-0.019593,0.216723,-0.718925,-0.593599,-0.231153,0.185055,0.042227,0.145321,-0.236800,0.607153,-0.637807,0.121170,0.186408,-0.159914,0.010000,-0.010000
8030.654622,-0.102834,-0.143552,0.167983,0.270560,0.186382,-0.202071,-0.112113,0.066284,-0.202024,0.171937,-0.056069,0.089610,-0.090380,0.097084,0.068909,-0.000709,0.210935,-0.721450,-0.582580,-0.231206,0.185055,0.042227,0.151322,-0.249257,0.609543,-0.635525,0.115616,0.186408,-0.159914,0.010000,-0.010000
8030.674546,-0.104709,-0.148534,0.171874,0.270078,0.186516,-0.205053,-0.118503,0.059561,-0.203115,0.163395,-0.058530,0.085911,-0.082655,0.106393,0.123269,0.006816,0.220291,-0.716902,-0.572297,-0.236163,0.185055,0.042227,0.145582,-0.251437,0.609847,-0.640631,0.111216,0.186408,-0.159914,0.010000,-0.010000
8030.694558,-0.106868,-0.145741,0.172607,0.268127,0.166031,-0.206997,-0.118689,0.058919,-0.204468,0.164046,-0.075081,0.083446,-0.080528,0.024243,0.171199,0.000898,0.232466,-0.707399,-0.570112,-0.241813,0.185055,0.042227,0.151347,-0.238643,0.614168,-0.644198,0.108870,0.186408,-0.159914,0.010000,-0.010000
8030.714637,-0.106095,-0.144171,0.171904,0.267937,0.157826,-0.203245,-0.117528,0.057150,-0.207846,0.166904,-0.082373,0.084677,-0.071016,-0.053045,0.137357,0.004688,0.244765,-0.701419,-0.567082,-0.245169,0.185055,0.042227,0.145272,-0.214839,0.617601,-0.656658,0.113059,0.186408,-0.159914,0.010000,-0.010000
8030.734579,-0.095622,-0.136591,0.170852,0.271174,0.169860,-0.195386,-0.119454,0.059306,-0.207005,0.170902,-0.070544,0.083977,-0.084897,-0.104679,0.029436,0.003439,0.259072,-0.699182,-0.564997,-0.245183,0.185055,0.042227,0.160965,-0.196559,0.617976,-0.656243,0.115859,0.186408,-0.159914,0.010000,-0.010000
8030.754621,-0.090550,-0.125099,0.173490,0.270564,0.183529,-0.189333,-0.123428,0.064021,-0.205380,0.175023,-0.058786,0.085382,-0.086799,-0.112901,-0.073601,-0.002755,0.271693,-0.696875,-0.565928,-0.242655,0.185055,0.042227,0.168938,-0.189907,0.616306,-0.655038,0.118828,0.186408,-0.159914,0.010000,-0.010000
8030.774590,-0.084971,-0.120604,0.175429,0.272820,0.198550,-0.183016,-0.122455,0.064034,-0.202805,0.177069,-0.039661,0.090497,-0.095398,-0.134549,-0.155835,-0.014780,0.269331,-0.699394,-0.572731,-0.239823,0.185055,0.042227,0.167229,-0.194704,0.611165,-0.651250,0.118983,0.186408,-0.159914,0.010000,-0.010000
8030.794576,-0.085665,-0.118856,0.175394,0.272794,0.208122,-0.182914,-0.122338,0.065417,-0.203412,0.178880,-0.032834,0.092499,-0.089648,-0.154433,-0.169522,-0.022629,0.260340,-0.701065,-0.581190,-0.238348,0.185055,0.042227,0.160786,-0.206143,0.607050,-0.648549,0.118672,0.186408,-0.159914,0.010000,-0.010000
8030.814678,-0.091286,-0.123975,0.176515,0.272302,0.207842,-0.187676,-0.119971,0.066884,-0.206270,0.177513,-0.034544,0.090912,-0.084323,-0.115669,-0.090530,-0.024328,0.252566,-0.701772,-0.585521,-0.240273,0.185055,0.042227,0.151641,-0.220556,0.604836,-0.644938,0.118675,0.186408,-0.159914,0.010000,-0.010000
8030.834580,-0.097894,-0.132493,0.174674,0.272980,0.199640,-0.194618,-0.118608,0.063648,-0.207811,0.173508,-0.044924,0.086915,-0.081101,-0.077396,0.022459,-0.019354,0.239342,-0.704154,-0.588764,-0.243880,0.185055,0.042227,0.145852,-0.230213,0.604685,-0.642768,0.117022,0.186408,-0.159914,0.010000,-0.010000
8030.854596,-0.104366,-0.138195,0.176725,0.269150,0.178418,-0.201423,-0.119739,0.061685,-0.207881,0.167192,-0.069260,0.081232,-0.085111,0.043596,0.030323,-0.008454,0.229043,-0.707352,-0.583530,-0.244605,0.185055,0.042227,0.149893,-0.236713,0.606622,-0.641030,0.114351,0.186408,-0.159914,0.010000,-0.010000
8030.874528,-0.107976,-0.137487,0.176982,0.267258,0.168490,-0.204677,-0.117812,0.061426,-0.207466,0.164963,-0.079926,0.077094,-0.089181,0.045428,0.064882,-0.007792,0.232834,-0.704184,-0.580176,-0.247943,0.185055,0.042227,0.152353,-0.234712,0.608141,-0.643189,0.112540,0.186408,-0.159914,0.010000,-0.010000
8030.894534,-0.108665,-0.137497,0.177933,0.265045,0.155676,-0.203501,-0.121798,0.058107,-0.208348,0.164118,-0.089917,0.080302,-0.077496,-0.007440,0.026684,0.006932,0.237422,-0.702298,-0.573803,-0.246981,0.185055,0.042227,0.153780,-0.227412,0.611564,-0.649620,0.115626,0.186408,-0.159914,0.010000,-0.010000
8030.914680,-0.105221,-0.134084,0.177691,0.265952,0.143802,-0.202619,-0.122052,0.059085,-0.207708,0.162845,-0.106166,0.078747,-0.078793,-0.047947,0.030560,0.008487,0.249594,-0.698537,-0.571450,-0.245340,0.185055,0.042227,0.167141,-0.212951,0.617405,-0.650148,0.115649,0.186408,-0.159914,0.010000,-0.010000
8030.934575,-0.100495,-0.131462,0.177473,0.267799,0.141651,-0.201093,-0.123805,0.058952,-0.207495,0.161554,-0.111880,0.079874,-0.082177,-0.086752,0.001368,0.002091,0.257212,-0.696149,-0.574217,-0.244784,0.185055,0.042227,0.172803,-0.202677,0.620025,-0.651049,0.118214,0.186408,-0.159914,0.010000,-0.010000
8030.954677,-0.099091,-0.127217,0.178352,0.266433,0.142246,-0.196514,-0.124910,0.057358,-0.207244,0.162531,-0.113671,0.079229,-0.083431,-0.096747,-0.053516,-0.001505,0.261722,-0.695984,-0.576413,-0.243487,0.185055,0.042227,0.168478,-0.202396,0.618624,-0.652695,0.120296,0.186408,-0.159914,0.010000,-0.010000
8030.975704,-0.098954,-0.125332,0.179311,0.264232,0.143524,-0.194208,-0.126446,0.058537,-0.207427,0.162671,-0.113892,0.082370,-0.083607,-0.095848,-0.092601,-0.002426,0.258554,-0.698198,-0.578401,-0.241537,0.185055,0.042227,0.159782,-0.207991,0.615124,-0.652818,0.122043,0.186408,-0.159914,0.010000,-0.010000
8030.994521,-0.100439,-0.125868,0.180149,0.262440,0.141245,-0.196536,-0.126575,0.058627,-0.208611,0.162848,-0.122937,0.082460,-0.079372,-0.074629,-0.084456,-0.005203,0.250548,-0.699121,-0.581901,-0.241697,0.185055,0.042227,0.153582,-0.218061,0.613067,-0.651170,0.122404,0.186408,-0.159914,0.010000,-0.010000
8031.014906,-0.103743,-0.128642,0.179888,0.261953,0.136092,-0.202379,-0.126421,0.061440,-0.210188,0.160948,-0.127314,0.079331,-0.074546,-0.039108,-0.013248,-0.004086,0.244956,-0.699269,-0.586045,-0.242282,0.185055,0.042227,0.149325,-0.223578,0.612815,-0.651552,0.122919,0.186408,-0.159914,0.010000,-0.010000
8031.034548,-0.106852,-0.133663,0.179557,0.261354,0.119273,-0.208122,-0.128252,0.060113,-0.210442,0.158377,-0.145886,0.074921,-0.078026,0.005224,0.031481,-0.004585,0.241979,-0.699119,-0.585869,-0.244512,0.185055,0.042227,0.147962,-0.225845,0.611270,-0.650818,0.121988,0.186408,-0.159914,0.010000,-0.010000
8031.054607,-0.114658,-0.133676,0.177496,0.256607,0.096655,-0.212106,-0.133300,0.060403,-0.213040,0.155041,-0.168057,0.072672,-0.074868,0.024865,0.011103,-0.005670,0.238509,-0.699590,-0.588411,-0.245109,0.185055,0.042227,0.149398,-0.222340,0.614086,-0.651696,0.120120,0.186408,-0.159914,0.010000,-0.010000
8031.074537,-0.116198,-0.132948,0.176627,0.253949,0.069955,-0.214266,-0.138680,0.060446,-0.212093,0.152438,-0.189633,0.071185,-0.085411,0.026860,-0.007402,-0.009247,0.241175,-0.700048,-0.585961,-0.245073,0.185055,0.042227,0.161335,-0.221887,0.616922,-0.646313,0.121051,0.186408,-0.159914,0.010000,-0.010000
8031.094579,-0.114572,-0.131017,0.176453,0.254056,0.058925,-0.214432,-0.141936,0.059558,-0.207590,0.150474,-0.192860,0.069038,-0.083643,-0.000233,-0.015815,-0.005101,0.245638,-0.700922,-0.585533,-0.246362,0.185055,0.042227,0.161270,-0.217769,0.617412,-0.648458,0.123148,0.186408,-0.159914,0.010000,-0.010000
8031.114581,-0.114563,-0.128285,0.177117,0.253207,0.049847,-0.214501,-0.141843,0.058413,-0.206728,0.151117,-0.204556,0.067670,-0.078347,-0.037396,-0.020211,-0.003409,0.247541,-0.700531,-0.586657,-0.247166,0.185055,0.042227,0.159126,-0.215327,0.617127,-0.650789,0.125154,0.186408,-0.159914,0.010000,-0.010000
8031.134574,-0.114729,-0.126415,0.177729,0.251985,0.047389,-0.213397,-0.140763,0.057627,-0.206572,0.152572,-0.208041,0.067381,-0.076450,-0.056912,-0.033454,-0.004055,0.246863,-0.700161,-0.588166,-0.247654,0.185055,0.042227,0.157298,-0.215334,0.616366,-0.651716,0.126405,0.186408,-0.159914,0.010000,-0.010000
8031.154577,-0.116415,-0.125501,0.177777,0.250059,0.042245,-0.213281,-0.139671,0.058476,-0.205940,0.153963,-0.214746,0.066598,-0.069266,-0.067503,-0.036957,0.003437,0.244364,-0.701074,-0.588124,-0.247721,0.185055,0.042227,0.154495,-0.215822,0.615924,-0.651066,0.125487,0.186408,-0.159914,0.010000,-0.010000
8031.174593,-0.116112,-0.125574,0.181535,0.249086,0.036238,-0.214027,-0.142304,0.057921,-0.203695,0.153350,-0.221027,0.064974,-0.075192,-0.073448,-0.035057,-0.002887,0.244520,-0.700694,-0.591074,-0.247531,0.185055,0.042227,0.153371,-0.219275,0.614392,-0.649186,0.122856,0.186408,-0.159914,0.010000,-0.010000
8031.194561,-0.114064,-0.126363,0.183848,0.248890,0.032330,-0.215547,-0.145429,0.056790,-0.202924,0.151537,-0.225448,0.064567,-0.071014,-0.050948,-0.007326,-0.002904,0.243787,-0.700421,-0.591656,-0.244432,0.185055,0.042227,0.149871,-0.219682,0.613470,-0.649657,0.120211,0.186408,-0.159914,0.010000,-0.010000
8031.214508,-0.112749,-0.127392,0.184827,0.248704,0.031795,-0.216888,-0.149839,0.055500,-0.200949,0.149376,-0.225839,0.061598,-0.076408,-0.017340,0.026353,0.001189,0.241735,-0.702567,-0.590687,-0.244556,0.185055,0.042227,0.154276,-0.218622,0.612951,-0.647786,0.121059,0.186408,-0.159914,0.010000,-0.010000
8031.234524,-0.113563,-0.125771,0.185161,0.247646,0.029134,-0.218048,-0.151796,0.054166,-0.200048,0.148597,-0.226624,0.062376,-0.077801,-0.000006,0.026030,0.001985,0.241924,-0.702747,-0.590640,-0.245026,0.185055,0.042227,0.156859,-0.216938,0.612728,-0.647072,0.122642,0.186408,-0.159914,0.010000,-0.010000
8031.254494,-0.116004,-0.122767,0.184628,0.246301,0.024728,-0.217319,-0.150092,0.055231,-0.201071,0.149434,-0.226041,0.063485,-0.075521,0.000828,0.010628,-0.002115,0.243086,-0.700538,-0.592048,-0.243430,0.185055,0.042227,0.154066,-0.216469,0.612610,-0.648668,0.121179,0.186408,-0.159914,0.010000,-0.010000
8031.274528,-0.117075,-0.121490,0.183141,0.244509,0.025136,-0.217647,-0.148834,0.057159,-0.201083,0.151477,-0.225363,0.064537,-0.079572,-0.010852,-0.010744,-0.001584,0.242249,-0.700117,-0.591171,-0.240506,0.185055,0.042227,0.156399,-0.218110,0.611631,-0.648956,0.118662,0.186408,-0.159914,0.010000,-0.010000
8031.294525,-0.118874,-0.119994,0.182510,0.245354,0.024098,-0.218949,-0.148294,0.058391,-0.202641,0.150921,-0.223749,0.065585,-0.073514,-0.034526,-0.017914,0.008642,0.240753,-0.701054,-0.590223,-0.239952,0.185055,0.042227,0.154119,-0.222095,0.610440,-0.649410,0.117243,0.186408,-0.159914,0.010000,-0.010000
8031.314531,-0.117862,-0.120332,0.182835,0.246118,0.027547,-0.219434,-0.150078,0.057522,-0.201897,0.150910,-0.220195,0.066145,-0.075628,-0.044712,-0.009292,0.014295,0.239391,-0.702136,-0.590492,-0.241553,0.185055,0.042227,0.158809,-0.222383,0.609976,-0.647401,0.118873,0.186408,-0.159914,0.010000,-0.010000
8031.334613,-0.116544,-0.119875,0.183772,0.247102,0.027321,-0.218877,-0.150317,0.056883,-0.201414,0.150099,-0.220996,0.066178,-0.075083,-0.036911,0.006205,0.011499,0.240035,-0.701682,-0.591611,-0.240807,0.185055,0.042227,0.158982,-0.220740,0.609356,-0.645794,0.118970,0.186408,-0.159914,0.010000,-0.010000
8031.354503,-0.116416,-0.118181,0.185173,0.246476,0.023371,-0.220608,-0.151605,0.060297,-0.198165,0.150731,-0.223134,0.065736,-0.075604,-0.054368,-0.008527,0.008029,0.240570,-0.700595,-0.592061,-0.239577,0.185055,0.042227,0.152959,-0.223343,0.605878,-0.648592,0.118394,0.186408,-0.159914,0.010000,-0.010000
8031.374643,-0.116467,-0.117765,0.185429,0.245758,0.024452,-0.221050,-0.150682,0.061493,-0.197396,0.151120,-0.220571,0.065959,-0.075139,-0.045262,-0.009550,0.007754,0.240269,-0.700162,-0.591879,-0.238753,0.185055,0.042227,0.152829,-0.223077,0.605298,-0.648790,0.118042,0.186408,-0.159914,0.010000,-0.010000
